Date,Piligrims,Tonsures,Hundi,Special Day,Tirupati,Tirumala,VIP darshan,tirumala darshan,srinivasam complex,tirumala darshan tickets,tirupati balaji.ap.gov.in,Special Day Weighted,Piligrims_7Day_Avg,Festival Intensity
27-04-2023,65910,27838.0,2.8,1,62,44,14,23,100,15,20,1.0336141322534529,65855.85714285714,65855.85714285714
28-04-2023,59071,27651.0,4.12,1,60,37,13,24,0,20,11,1.0336141322534529,66101.14285714286,66101.14285714286
29-04-2023,75652,37027.0,3.21,1,63,42,25,24,0,15,0,1.0336141322534529,66532.71428571429,66532.71428571429
30-04-2023,82582,43526.0,3.19,1,60,38,37,18,0,11,0,1.0336141322534529,67634.0,67634.0
01-05-2023,81183,33990.0,3.58,1,61,36,15,23,0,21,0,1.0336141322534529,70107.28571428571,70107.28571428571
02-05-2023,75789,27684.0,4.35,1,51,33,22,19,0,14,0,1.0336141322534529,71938.42857142857,71938.42857142857
03-05-2023,68953,30579.0,2.92,1,51,30,7,19,0,11,0,1.0336141322534529,72734.28571428571,72734.28571428571
04-05-2023,64707,28676.0,3.98,1,52,30,13,15,0,12,0,1.0336141322534529,72562.42857142857,72562.42857142857
05-05-2023,59849,30097.0,2.72,1,58,31,14,12,57,0,0,1.0336141322534529,72673.57142857143,72673.57142857143
06-05-2023,76392,36248.0,2.83,1,52,36,9,17,0,0,0,1.0336141322534529,72779.28571428571,72779.28571428571
07-05-2023,74876,30695.0,3.56,1,53,33,33,17,0,0,0,1.0336141322534529,71678.42857142857,71678.42857142857
08-05-2023,65904,29290.0,3.57,1,56,35,11,18,0,13,0,1.0336141322534529,69495.71428571429,69495.71428571429
09-05-2023,65237,22926.0,3.5,1,51,39,20,15,58,0,0,1.0336141322534529,67988.28571428571,67988.28571428571
10-05-2023,61510,29399.0,3.59,1,53,32,0,15,0,0,0,1.0336141322534529,66925.0,66925.0
11-05-2023,67853,33381.0,3.19,1,53,30,12,17,0,11,0,1.0336141322534529,67374.42857142857,67374.42857142857
12-05-2023,71763,35399.0,3.19,1,60,31,33,20,0,13,0,1.0336141322534529,69076.42857142857,69076.42857142857
13-05-2023,87007,43022.0,3.08,1,58,37,31,18,0,9,0,1.0336141322534529,70592.85714285714,70592.85714285714
14-05-2023,87022,36187.0,3.4,1,57,33,38,19,0,15,0,1.0336141322534529,72328.0,72328.0
15-05-2023,70366,38653.0,4.32,1,60,33,12,16,0,0,0,1.0336141322534529,72965.42857142857,72965.42857142857
16-05-2023,77436,38980.0,3.77,1,60,33,35,25,0,16,0,1.0336141322534529,74708.14285714286,74708.14285714286
17-05-2023,79207,41427.0,3.19,1,56,34,9,23,0,17,0,1.0336141322534529,77236.28571428571,77236.28571428571
18-05-2023,66820,36905.0,3.29,1,59,37,17,25,0,15,11,1.0336141322534529,77088.71428571429,77088.71428571429
19-05-2023,81833,33860.0,3.31,1,57,36,12,23,0,18,11,1.0336141322534529,78527.28571428571,78527.28571428571
20-05-2023,85297,37392.0,3.71,1,63,41,26,19,0,0,16,1.0336141322534529,78283.0,78283.0
21-05-2023,84539,39812.0,3.72,1,54,36,0,21,0,17,19,1.0336141322534529,77928.28571428571,77928.28571428571
22-05-2023,78349,39634.0,4.56,1,59,44,0,22,0,19,17,1.0336141322534529,79068.71428571429,79068.71428571429
23-05-2023,75875,35439.0,4.09,1,60,44,17,34,0,25,16,1.0336141322534529,78845.71428571429,78845.71428571429
24-05-2023,74995,38663.0,3.6,1,79,67,11,55,0,44,51,1.0336141322534529,78244.0,78244.0
25-05-2023,74583,40343.0,3.37,1,68,50,15,27,64,18,0,1.0336141322534529,79353.0,79353.0
26-05-2023,79486,40250.0,3.72,1,69,57,0,30,0,11,20,1.0336141322534529,79017.71428571429,79017.71428571429
27-05-2023,88604,51251.0,3.53,1,69,47,29,27,0,16,12,1.0336141322534529,79490.14285714286,79490.14285714286
28-05-2023,78818,39076.0,3.66,1,62,34,36,22,0,18,0,1.0336141322534529,78672.85714285714,78672.85714285714
29-05-2023,78126,37597.0,3.74,1,59,35,32,19,0,11,0,1.0336141322534529,78641.0,78641.0
30-05-2023,75871,32859.0,3.27,1,62,32,41,20,0,15,0,1.0336141322534529,78640.42857142857,78640.42857142857
31-05-2023,80284,34096.0,3.71,1,57,33,8,18,0,0,0,1.0336141322534529,79396.0,79396.0
01-06-2023,62407,33895.0,4.56,1,58,34,14,15,61,13,0,1.0336141322534529,77656.57142857143,77656.57142857143
02-06-2023,76963,37422.0,2.97,1,61,34,40,21,0,13,0,1.0336141322534529,77296.14285714286,77296.14285714286
03-06-2023,85366,48183.0,4.0,1,74,37,28,21,0,0,0,1.0336141322534529,76833.57142857143,76833.57142857143
04-06-2023,87434,39957.0,4.14,1,60,38,20,23,0,13,0,1.0336141322534529,78064.42857142857,78064.42857142857
05-06-2023,79974,37052.0,3.77,1,59,33,15,21,0,13,0,1.0336141322534529,78328.42857142857,78328.42857142857
06-06-2023,78030,35860.0,3.93,1,62,33,16,19,0,0,0,1.0336141322534529,78636.85714285714,78636.85714285714
07-06-2023,75229,35618.0,3.24,1,54,32,31,22,0,15,0,1.0336141322534529,77914.71428571429,77914.71428571429
08-06-2023,70160,38076.0,3.67,1,61,33,36,20,0,12,0,1.0336141322534529,79022.28571428571,79022.28571428571
09-06-2023,74502,38052.0,3.73,1,67,36,12,20,0,19,0,1.0336141322534529,78670.71428571429,78670.71428571429
10-06-2023,88626,51379.0,3.29,1,68,40,16,18,0,0,0,1.0336141322534529,79136.42857142857,79136.42857142857
11-06-2023,92238,40400.0,4.02,1,61,34,38,18,0,14,0,1.0336141322534529,79822.71428571429,79822.71428571429
12-06-2023,79087,35640.0,4.41,1,61,34,18,21,0,11,0,1.0336141322534529,79696.0,79696.0
13-06-2023,75227,33706.0,3.85,1,57,33,38,18,0,0,0,1.0336141322534529,79295.57142857143,79295.57142857143
14-06-2023,78487,38213.0,3.76,1,57,31,19,16,0,11,0,1.0336141322534529,79761.0,79761.0
15-06-2023,70896,37546.0,4.07,1,62,34,26,18,0,14,12,1.0336141322534529,79866.14285714286,79866.14285714286
16-06-2023,72299,36378.0,3.92,1,67,39,18,17,0,16,0,1.0336141322534529,79551.42857142857,79551.42857142857
17-06-2023,87762,43753.0,3.61,1,74,40,0,15,0,0,0,1.0336141322534529,79428.0,79428.0
18-06-2023,86181,30654.0,4.59,1,70,39,37,24,0,11,0,1.0336141322534529,78562.71428571429,78562.71428571429
19-06-2023,69879,29519.0,3.82,1,65,41,21,29,64,20,27,1.0336141322534529,77247.28571428571,77247.28571428571
20-06-2023,71935,31831.0,4.11,1,59,36,19,25,0,19,0,1.0336141322534529,76777.0,76777.0
21-06-2023,77120,34463.0,3.39,1,57,37,37,24,0,13,14,1.0336141322534529,76581.71428571429,76581.71428571429
22-06-2023,67294,33529.0,4.09,1,65,44,39,25,0,0,17,1.0336141322534529,76067.14285714286,76067.14285714286
23-06-2023,72304,32504.0,3.8,1,70,50,16,32,0,26,14,1.0336141322534529,76067.85714285714,76067.85714285714
24-06-2023,83889,40495.0,3.1,1,86,69,28,50,0,42,30,1.0336141322534529,75514.57142857143,75514.57142857143
25-06-2023,87407,31713.0,4.47,1,65,43,11,26,0,18,0,1.0336141322534529,75689.71428571429,75689.71428571429
26-06-2023,73156,28175.0,4.29,1,70,65,58,31,97,28,36,1.0336141322534529,76157.85714285714,76157.85714285714
27-06-2023,69143,26145.0,4.38,1,59,37,34,19,0,19,0,1.0336141322534529,75759.0,75759.0
28-06-2023,71615,30219.0,3.68,1,63,37,0,26,0,17,0,1.0336141322534529,74972.57142857143,74972.57142857143
29-06-2023,62005,34127.0,3.75,1,65,38,65,27,0,15,0,1.0336141322534529,74217.0,74217.0
30-06-2023,73572,29448.0,3.73,1,61,39,16,22,0,14,0,1.0336141322534529,74398.14285714286,74398.14285714286
01-07-2023,82999,38875.0,4.27,1,80,51,34,38,0,38,0,1.0336141322534529,74271.0,74271.0
02-07-2023,87967,32083.0,4.2,1,73,49,25,40,0,28,0,1.0336141322534529,74351.0,74351.0
02-07-2023,66077,29193.0,4.3,1,68,43,26,34,0,27,0,1.0336141322534529,73339.71428571429,73339.71428571429
04-07-2023,76254,28091.0,4.9,1,65,43,0,29,0,15,0,1.0336141322534529,74355.57142857143,74355.57142857143
05-07-2023,77299,30479.0,3.93,1,62,42,24,29,0,20,0,1.0336141322534529,75167.57142857143,75167.57142857143
06-07-2023,66977,33020.0,4.39,1,63,42,27,27,0,17,0,1.0336141322534529,75877.85714285714,75877.85714285714
07-07-2023,69483,32459.0,3.58,1,69,44,28,34,0,0,0,1.0336141322534529,75293.71428571429,75293.71428571429
08-07-2023,86781,44920.0,3.47,1,78,52,0,36,0,24,0,1.0336141322534529,75834.0,75834.0
09-07-2023,88836,35231.0,4.69,1,75,45,18,31,0,0,0,1.0336141322534529,75958.14285714286,75958.14285714286
10-07-2023,64347,28358.0,5.11,1,65,47,18,35,0,23,0,1.0336141322534529,75711.0,75711.0
11-07-2023,67271,28652.0,4.09,1,67,43,30,33,0,20,0,1.0336141322534529,74427.71428571429,74427.71428571429
12-07-2023,72664,32336.0,3.49,1,61,40,25,38,100,18,0,1.0336141322534529,73765.57142857143,73765.57142857143
13-07-2023,67300,32802.0,3.83,1,67,43,12,33,0,23,0,1.0336141322534529,73811.71428571429,73811.71428571429
14-07-2023,71472,31980.0,3.77,1,73,44,35,36,0,21,0,1.0336141322534529,74095.85714285714,74095.85714285714
15-07-2023,87171,38273.0,3.68,1,75,47,37,36,0,0,0,1.0336141322534529,74151.57142857143,74151.57142857143
16-07-2023,86170,31128.0,4.13,1,71,47,17,30,0,0,0,1.0336141322534529,73770.71428571429,73770.71428571429
17-07-2023,71894,25208.0,5.4,1,58,40,17,31,0,35,0,1.0336141322534529,74848.85714285714,74848.85714285714
18-07-2023,64003,24659.0,3.06,1,65,48,9,38,0,51,41,1.0336141322534529,74382.0,74382.0
19-07-2023,74024,32688.0,3.96,1,64,48,26,38,0,24,24,1.0336141322534529,74576.28571428571,74576.28571428571
20-07-2023,63628,33548.0,4.26,1,67,47,23,36,0,24,35,1.0336141322534529,74051.71428571429,74051.71428571429
21-07-2023,71721,32078.0,3.88,1,73,62,22,48,0,34,51,1.0336141322534529,74087.28571428571,74087.28571428571
22-07-2023,84430,38662.0,3.45,1,79,53,37,41,0,37,0,1.0336141322534529,73695.71428571429,73695.71428571429
23-07-2023,87792,29656.0,4.2,1,76,49,24,41,0,32,0,1.0336141322534529,73927.42857142857,73927.42857142857
24-07-2023,73796,28840.0,5.0,1,76,59,50,54,0,44,47,1.0336141322534529,74199.14285714286,74199.14285714286
25-07-2023,73137,27490.0,4.06,1,100,100,51,100,0,100,100,1.0336141322534529,75504.0,75504.0
26-07-2023,74268,26817.0,4.32,1,72,67,39,44,70,41,45,1.0336141322534529,75538.85714285714,75538.85714285714
27-07-2023,63932,25862.0,4.13,1,67,45,11,32,0,21,0,1.0336141322534529,75582.28571428571,75582.28571428571
28-07-2023,69378,28371.0,3.76,1,72,47,49,28,0,17,0,1.0336141322534529,75247.57142857143,75247.57142857143
28-07-2023,78115,38243.0,4.19,1,71,51,36,32,0,19,0,1.0336141322534529,74345.42857142857,74345.42857142857
30-07-2023,85258,25451.0,4.28,1,67,45,0,30,0,22,0,1.0336141322534529,73983.42857142857,73983.42857142857
31-07-2023,68601,23396.0,5.21,1,67,43,27,31,0,18,0,1.0336141322534529,73241.28571428571,73241.28571428571
01-08-2023,67728,21084.0,4.24,1,61,40,22,33,0,27,0,1.0336141322534529,72468.57142857143,72468.57142857143
02-08-2023,69365,26006.0,3.05,1,65,43,24,26,0,20,0,1.0336141322534529,71768.14285714286,71768.14285714286
03-08-2023,59898,26936.0,4.44,1,68,37,0,33,0,30,34,1.0336141322534529,71191.85714285714,71191.85714285714
04-08-2023,69270,28755.0,3.74,1,75,43,27,22,0,0,0,1.0336141322534529,71176.42857142857,71176.42857142857
05-08-2023,81472,34820.0,3.9,1,74,46,16,26,0,0,0,1.0336141322534529,71656.0,71656.0
06-08-2023,83856,28403.0,4.09,1,69,45,31,25,0,24,0,1.0336141322534529,71455.71428571429,71455.71428571429
07-08-2023,69733,28614.0,4.37,1,64,40,32,33,0,39,0,1.0336141322534529,71617.42857142857,71617.42857142857
08-08-2023,73879,26144.0,4.05,1,67,39,26,24,0,24,0,1.0336141322534529,72496.14285714286,72496.14285714286
09-08-2023,75594,26213.0,4.69,1,65,42,35,36,0,41,0,1.0336141322534529,73386.0,73386.0
10-08-2023,57443,28198.0,3.9,1,65,41,12,33,0,28,0,1.0336141322534529,73035.28571428571,73035.28571428571
11-08-2023,72158,30735.0,4.08,1,70,47,28,36,0,20,0,1.0336141322534529,73447.85714285714,73447.85714285714
12-08-2023,82265,41300.0,3.82,1,77,73,15,44,0,33,0,1.0336141322534529,73561.14285714286,73561.14285714286
13-08-2023,84401,37738.0,3.76,1,73,70,43,36,78,26,0,1.0336141322534529,73639.0,73639.0
14-08-2023,74617,32752.0,5.67,1,72,66,34,31,0,24,0,1.0336141322534529,74336.71428571429,74336.71428571429
15-08-2023,78726,26436.0,3.94,1,62,49,100,27,0,38,0,1.0336141322534529,75029.14285714286,75029.14285714286
16-08-2023,75776,22700.0,4.14,1,65,49,10,30,0,19,29,1.0336141322534529,75055.14285714286,75055.14285714286
17-08-2023,64695,24473.0,4.6,1,68,49,27,33,0,22,0,1.0336141322534529,76091.14285714286,76091.14285714286
18-08-2023,61904,31205.0,3.42,1,67,49,17,31,0,16,0,1.0336141322534529,74626.28571428571,74626.28571428571
19-08-2023,79242,36039.0,4.76,1,76,58,26,34,0,0,40,1.0336141322534529,74194.42857142857,74194.42857142857
20-08-2023,79444,28744.0,4.21,1,67,50,28,31,0,28,29,1.0336141322534529,73486.28571428571,73486.28571428571
21-08-2023,69909,29327.0,4.37,1,65,49,18,34,0,25,47,1.0336141322534529,72813.71428571429,72813.71428571429
22-08-2023,72695,27060.0,4.44,1,69,56,45,41,0,40,34,1.0336141322534529,71952.14285714286,71952.14285714286
23-08-2023,71122,29121.0,3.76,1,65,48,0,47,0,26,39,1.0336141322534529,71287.28571428571,71287.28571428571
24-08-2023,67308,26674.0,3.82,1,80,70,0,57,0,31,69,1.0336141322534529,71660.57142857143,71660.57142857143
25-08-2023,69529,29227.0,3.85,1,68,61,33,41,0,30,32,1.0336141322534529,72749.85714285714,72749.85714285714
26-08-2023,71073,37215.0,3.67,1,76,53,23,31,0,30,0,1.0336141322534529,71582.85714285714,71582.85714285714
27-08-2023,79152,30329.0,4.02,1,69,46,12,22,0,0,0,1.0336141322534529,71541.14285714286,71541.14285714286
28-08-2023,68263,28355.0,3.65,1,63,42,28,24,0,0,0,1.0336141322534529,71306.0,71306.0
29-08-2023,64214,25777.0,4.05,1,61,36,25,24,0,0,0,1.0336141322534529,70094.42857142857,70094.42857142857
30-08-2023,71132,26963.0,4.06,1,55,38,56,21,0,0,0,1.0336141322534529,70095.85714285714,70095.85714285714
31-08-2023,59808,25618.0,3.6,1,55,37,21,26,0,19,0,1.0336141322534529,69024.42857142857,69024.42857142857
01-09-2023,67193,28750.0,3.62,1,64,41,20,22,0,0,0,1.0336141322534529,68690.71428571429,68690.71428571429
02-09-2023,81655,38882.0,3.84,1,66,46,25,28,0,23,0,1.0336141322534529,70202.42857142857,70202.42857142857
03-09-2023,81459,32899.0,4.05,1,63,40,47,25,0,19,0,1.0336141322534529,70532.0,70532.0
04-09-2023,76555,33488.0,4.75,1,64,38,58,27,0,17,0,1.0336141322534529,71716.57142857143,71716.57142857143
05-09-2023,71946,30294.0,4.51,1,59,45,35,25,0,30,0,1.0336141322534529,72821.14285714286,72821.14285714286
06-09-2023,75804,32198.0,4.39,1,61,39,42,29,0,26,0,1.0336141322534529,73488.57142857143,73488.57142857143
06-09-2023,58855,29014.0,4.65,1,64,41,61,32,0,18,0,1.0336141322534529,73352.42857142857,73352.42857142857
08-09-2023,68021,31047.0,3.63,1,65,40,27,23,0,17,23,1.0336141322534529,73470.71428571429,73470.71428571429
09-09-2023,78557,42083.0,3.48,1,70,48,16,41,0,0,0,1.0336141322534529,73028.14285714286,73028.14285714286
10-09-2023,84449,33570.0,4.47,1,64,46,46,29,0,20,0,1.0336141322534529,73455.28571428571,73455.28571428571
11-09-2023,66199,29351.0,4.17,1,57,36,56,19,0,0,0,1.0336141322534529,71975.85714285714,71975.85714285714
12-09-2023,70055,27724.0,5.32,1,58,35,50,29,0,15,0,1.0336141322534529,71705.71428571429,71705.71428571429
13-09-2023,75059,27411.0,3.13,1,58,34,9,26,0,19,0,1.0336141322534529,71599.28571428571,71599.28571428571
14-09-2023,61926,21237.0,4.32,1,73,35,14,27,0,21,0,1.0336141322534529,72038.0,72038.0
15-09-2023,62357,23570.0,3.37,1,60,42,14,22,0,21,0,1.0336141322534529,71228.85714285714,71228.85714285714
16-09-2023,66590,31052.0,3.37,1,67,47,16,27,0,0,0,1.0336141322534529,69519.28571428571,69519.28571428571
17-09-2023,77441,29816.0,3.85,1,59,39,61,21,0,0,0,1.0336141322534529,68518.14285714286,68518.14285714286
18-09-2023,62745,24451.0,3.1,1,52,34,18,20,0,0,33,1.0336141322534529,68024.71428571429,68024.71428571429
19-09-2023,67267,20629.0,2.58,1,57,41,14,26,0,20,0,1.0336141322534529,67626.42857142857,67626.42857142857
20-09-2023,64277,24340.0,2.89,1,63,41,29,31,0,24,30,1.0336141322534529,66086.14285714286,66086.14285714286
21-09-2023,66462,29241.0,2.77,1,68,48,13,41,0,33,0,1.0336141322534529,66734.14285714286,66734.14285714286
22-09-2023,72650,27410.0,3.33,1,58,47,30,35,0,29,0,1.0336141322534529,68204.57142857143,68204.57142857143
23-09-2023,74884,32213.0,2.7,1,69,60,0,41,0,24,24,1.0336141322534529,69389.42857142857,69389.42857142857
24-09-2023,66598,25103.0,3.88,1,60,45,40,28,0,24,0,1.0336141322534529,67840.42857142857,67840.42857142857
25-09-2023,72137,23735.0,3.37,1,81,74,16,71,0,53,55,1.0336141322534529,69182.14285714286,69182.14285714286
25-09-2023,55747,21774.0,4.11,1,67,60,22,38,78,23,40,1.0336141322534529,67536.42857142857,67536.42857142857
27-09-2023,66336,25857.0,2.24,1,55,39,23,29,0,37,24,1.0336141322534529,67830.57142857143,67830.57142857143
28-09-2023,54620,24234.0,2.98,1,63,41,0,27,0,21,0,1.0336141322534529,66138.85714285714,66138.85714285714
29-09-2023,66233,36486.0,4.71,1,67,45,25,28,0,24,0,1.0336141322534529,65222.142857142855,65222.142857142855
30-09-2023,87081,41575.0,4.05,1,69,57,12,41,0,27,0,1.0336141322534529,66964.57142857143,66964.57142857143
01-10-2023,88623,43934.0,4.67,1,67,45,14,44,0,51,0,1.0336141322534529,70111.0,70111.0
02-10-2023,80551,32028.0,4.27,1,60,36,11,40,0,30,0,1.0336141322534529,71313.0,71313.0
03-10-2023,79365,25952.0,4.77,1,55,33,22,30,0,0,0,1.0336141322534529,74687.0,74687.0
04-10-2023,76526,32238.0,3.54,1,59,31,17,32,0,23,0,1.0336141322534529,76142.71428571429,76142.71428571429
05-10-2023,68558,29508.0,4.13,1,57,31,37,31,0,29,0,1.0336141322534529,78133.85714285714,78133.85714285714
06-10-2023,72104,25044.0,3.8,1,54,30,28,29,0,42,0,1.0336141322534529,78972.57142857143,78972.57142857143
07-10-2023,72309,26296.0,4.5,1,59,37,37,32,0,30,0,1.0336141322534529,76862.28571428571,76862.28571428571
08-10-2023,70515,27230.0,4.23,1,54,32,33,31,0,22,0,1.0336141322534529,74275.42857142857,74275.42857142857
09-10-2023,68828,28768.0,3.53,1,56,32,49,29,0,23,0,1.0336141322534529,72600.71428571429,72600.71428571429
10-10-2023,71361,24579.0,3.69,1,55,30,24,33,0,23,0,1.0336141322534529,71457.28571428571,71457.28571428571
11-10-2023,72230,27388.0,3.74,1,52,31,19,23,0,0,0,1.0336141322534529,70843.57142857143,70843.57142857143
12-10-2023,65937,24101.0,4.28,1,59,32,43,27,0,0,0,1.0336141322534529,70469.14285714286,70469.14285714286
13-10-2023,59304,22391.0,4.08,1,59,35,20,31,0,20,0,1.0336141322534529,68640.57142857143,68640.57142857143
14-10-2023,67785,21284.0,2.78,1,58,36,0,29,0,18,0,1.0336141322534529,67994.28571428571,67994.28571428571
15-10-2023,60659,21304.0,2.72,1,57,37,11,31,0,21,0,1.0336141322534529,66586.28571428571,66586.28571428571
16-10-2023,73859,30634.0,3.31,1,50,32,31,23,0,0,0,1.0336141322534529,67305.0,67305.0
17-10-2023,72123,,3.01,1,54,29,0,21,0,0,0,1.0336141322534529,67413.85714285714,67413.85714285714
18-10-2023,68763,28377.0,2.56,1,64,35,22,38,0,27,30,1.0336141322534529,66918.57142857143,66918.57142857143
19-10-2023,66757,26395.0,3.53,1,52,36,21,24,0,20,30,1.0336141322534529,67035.71428571429,67035.71428571429
20-10-2023,69821,26098.0,2.27,1,59,33,23,32,0,0,0,1.0336141322534529,68538.14285714286,68538.14285714286
21-10-2023,65422,33212.0,2.84,1,62,45,10,45,0,38,0,1.0336141322534529,68200.57142857143,68200.57142857143
22-10-2023,77187,29209.0,3.06,1,54,35,15,26,0,21,0,1.0336141322534529,70561.71428571429,70561.71428571429
23-10-2023,79693,21864.0,2.38,1,53,34,46,38,0,22,0,1.0336141322534529,71395.14285714286,71395.14285714286
24-10-2023,71037,20563.0,2.66,1,61,57,19,70,0,73,62,1.0336141322534529,71240.0,71240.0
25-10-2023,65422,23778.0,3.3,1,59,54,16,40,0,21,0,1.0336141322534529,70762.71428571429,70762.71428571429
26-10-2023,62055,27088.0,3.58,1,55,37,23,28,67,20,0,1.0336141322534529,70091.0,70091.0
27-10-2023,63404,26659.0,3.42,1,61,39,69,40,0,24,0,1.0336141322534529,69174.28571428571,69174.28571428571
28-10-2023,47351,23836.0,3.03,1,64,39,73,27,0,0,0,1.0336141322534529,66592.71428571429,66592.71428571429
29-10-2023,85497,24873.0,2.41,1,50,32,32,28,0,25,0,1.0336141322534529,67779.85714285714,67779.85714285714
30-10-2023,69654,23978.0,3.34,1,59,33,27,33,0,29,0,1.0336141322534529,66345.71428571429,66345.71428571429
31-10-2023,62269,19255.0,5.19,1,54,33,0,30,0,25,0,1.0336141322534529,65093.142857142855,65093.142857142855
01-11-2023,63710,21205.0,3.13,1,53,33,0,22,0,0,0,1.0336141322534529,64848.57142857143,64848.57142857143
02-11-2023,59335,23271.0,3.29,1,53,29,16,29,0,19,0,1.0336141322534529,64460.0,64460.0
03-11-2023,66048,24666.0,3.25,1,59,37,39,31,0,20,0,1.0336141322534529,64837.71428571428,64837.71428571428
04-11-2023,70250,34014.0,3.14,1,58,42,28,34,0,35,0,1.0336141322534529,68109.0,68109.0
05-11-2023,78389,23466.0,3.87,1,55,34,33,26,0,21,0,1.0336141322534529,67093.57142857143,67093.57142857143
06-11-2023,66312,22002.0,4.7,1,69,34,13,27,0,0,0,1.0336141322534529,66616.14285714286,66616.14285714286
07-11-2023,61640,19064.0,3.19,1,55,32,21,26,0,0,0,1.0336141322534529,66526.28571428571,66526.28571428571
08-11-2023,58157,24054.0,4.55,1,56,32,43,25,0,27,0,1.0336141322534529,65733.0,65733.0
09-11-2023,56723,21778.0,3.37,1,57,35,31,42,0,29,0,1.0336141322534529,65359.857142857145,65359.857142857145
10-11-2023,56978,19617.0,4.87,1,66,69,25,100,0,100,58,1.0336141322534529,64064.142857142855,64064.142857142855
11-11-2023,71490,24993.0,3.87,1,60,36,17,34,0,0,0,1.0336141322534529,64241.28571428572,64241.28571428572
12-11-2023,74807,21974.0,3.58,1,43,27,57,20,0,0,0,1.0336141322534529,63729.57142857143,63729.57142857143
13-11-2023,70902,22858.0,3.24,1,55,33,24,23,0,0,0,1.0336141322534529,64385.28571428572,64385.28571428572
14-11-2023,69041,22415.0,3.19,1,58,38,25,34,0,33,0,1.0336141322534529,65442.57142857143,65442.57142857143
15-11-2023,71123,26689.0,3.84,1,53,30,13,30,0,32,0,1.0336141322534529,67294.85714285714,67294.85714285714
16-11-2023,62494,27666.0,3.59,1,55,33,52,34,0,32,0,1.0336141322534529,68119.28571428571,68119.28571428571
17-11-2023,67140,26870.0,4.01,1,60,36,32,32,0,0,0,1.0336141322534529,69571.0,69571.0
18-11-2023,70686,34563.0,3.02,1,67,46,31,45,0,26,0,1.0336141322534529,69456.14285714286,69456.14285714286
19-11-2023,79800,25962.0,3.55,1,56,32,56,23,0,18,0,1.0336141322534529,70169.42857142857,70169.42857142857
20-11-2023,67198,22452.0,4.19,1,61,38,62,37,0,31,0,1.0336141322534529,69640.28571428571,69640.28571428571
21-11-2023,69981,20492.0,3.55,1,58,39,51,35,0,25,0,1.0336141322534529,69774.57142857143,69774.57142857143
22-11-2023,65891,22896.0,4.04,1,60,40,38,42,0,32,0,1.0336141322534529,69027.14285714286,69027.14285714286
23-11-2023,45503,22096.0,3.27,1,68,41,0,39,0,40,24,1.0336141322534529,66599.85714285714,66599.85714285714
24-11-2023,74843,23776.0,3.4,1,83,83,43,78,71,88,33,1.0336141322534529,67700.28571428571,67700.28571428571
25-11-2023,68179,29726.0,3.06,1,69,54,27,41,0,44,0,1.0336141322534529,67342.14285714286,67342.14285714286
26-11-2023,70350,19500.0,3.11,1,59,41,23,30,0,32,0,1.0336141322534529,65992.14285714286,65992.14285714286
27-11-2023,58176,20157.0,4.22,1,65,45,30,34,0,20,0,1.0336141322534529,64703.28571428572,64703.28571428572
28-11-2023,58874,17133.0,3.5,1,57,38,17,36,0,28,30,1.0336141322534529,63116.57142857143,63116.57142857143
29-11-2023,61403,19126.0,3.37,1,60,35,33,32,0,25,0,1.0336141322534529,62475.42857142857,62475.42857142857
30-11-2023,58278,17220.0,3.53,1,60,32,35,28,0,26,0,1.0336141322534529,64300.42857142857,64300.42857142857
01-12-2023,56950,20463.0,3.75,1,66,37,32,31,0,21,0,1.0336141322534529,61744.28571428572,61744.28571428572
02-12-2023,66162,27668.0,3.24,1,69,43,18,36,0,24,0,1.0336141322534529,61456.142857142855,61456.142857142855
03-12-2023,70349,20535.0,4.1,1,61,34,36,21,0,0,0,1.0336141322534529,61456.0,61456.0
04-12-2023,55909,17209.0,3.42,1,67,36,40,26,0,0,0,1.0336141322534529,61132.142857142855,61132.142857142855
05-12-2023,44547,13125.0,3.25,1,68,35,58,24,72,0,0,1.0336141322534529,59085.42857142857,59085.42857142857
06-12-2023,45275,14295.0,2.32,1,60,32,0,22,0,0,0,1.0336141322534529,56781.42857142857,56781.42857142857
07-12-2023,56344,17616.0,4.26,1,54,36,84,32,0,25,0,1.0336141322534529,56505.142857142855,56505.142857142855
08-12-2023,54523,20817.0,2.4,1,63,36,29,26,0,0,0,1.0336141322534529,56158.42857142857,56158.42857142857
09-12-2023,68769,28904.0,3.33,1,70,42,26,38,0,21,0,1.0336141322534529,56530.857142857145,56530.857142857145
10-12-2023,73091,23246.0,3.72,1,61,38,18,32,0,24,0,1.0336141322534529,56922.57142857143,56922.57142857143
11-12-2023,64882,24900.0,5.28,1,65,35,36,34,0,30,0,1.0336141322534529,58204.42857142857,58204.42857142857
12-12-2023,63021,19091.0,3.15,1,59,34,9,32,0,21,0,1.0336141322534529,60843.57142857143,60843.57142857143
13-12-2023,60928,22358.0,3.34,1,61,34,48,37,0,26,0,1.0336141322534529,63079.71428571428,63079.71428571428
14-12-2023,56049,26748.0,3.97,1,59,32,8,24,0,0,0,1.0336141322534529,63037.57142857143,63037.57142857143
15-12-2023,71037,25635.0,3.89,1,59,41,31,35,0,0,0,1.0336141322534529,65396.71428571428,65396.71428571428
16-12-2023,59734,30654.0,3.52,1,74,49,43,44,0,38,0,1.0336141322534529,64106.0,64106.0
17-12-2023,74845,26122.0,4.44,1,67,45,21,50,0,41,0,1.0336141322534529,64356.57142857143,64356.57142857143
