Date,Piligrims,Tonsures,Hundi,Special Day,Tirupati,Tirumala,VIP darshan,tirumala darshan,srinivasam complex,tirumala darshan tickets,tirupati balaji.ap.gov.in,Special Day Weighted,Piligrims_7Day_Avg,Festival Intensity
25-08-2022,68128,34021.0,4.44,0,61,29,33,15,0,5,13,1.0,72849.14285714286,0.0
26-08-2022,69012,29195.0,4.59,0,63,32,23,20,21,6,0,1.0,73502.57142857143,0.0
27-08-2022,80312,29538.0,5.14,1,62,33,12,17,18,23,19,1.0336141322534529,73570.57142857143,73570.57142857143
28-08-2022,74297,27317.0,3.96,0,54,30,28,14,31,13,35,1.0,72538.28571428571,0.0
29-08-2022,67950,31407.0,4.74,1,54,32,25,11,26,8,9,1.0336141322534529,71844.85714285714,71844.85714285714
30-08-2022,64336,25487.0,4.35,1,50,30,56,21,23,15,20,1.0336141322534529,71254.71428571429,71254.71428571429
31-08-2022,66086,27305.0,3.72,1,49,29,21,11,30,48,11,1.0336141322534529,70017.28571428571,70017.28571428571
01-09-2022,63332,26656.0,2.86,1,59,39,20,31,100,26,9,1.0336141322534529,69332.14285714286,69332.14285714286
02-09-2022,67525,31484.0,4.24,0,58,40,25,16,0,17,25,1.0,69119.71428571429,0.0
03-09-2022,79833,36074.0,4.73,0,63,47,47,35,25,17,32,1.0,69051.28571428571,0.0
04-09-2022,71158,27968.0,3.73,0,57,39,58,22,0,23,15,1.0,68602.85714285714,0.0
05-09-2022,67843,31817.0,3.88,0,59,41,35,26,20,12,0,1.0,68587.57142857143,0.0
06-09-2022,69115,31762.0,4.93,0,59,36,42,22,19,54,0,1.0,69270.28571428571,0.0
07-09-2022,65470,29899.0,3.84,1,59,38,61,20,0,13,54,1.0336141322534529,69182.28571428571,69182.28571428571
08-09-2022,60946,28638.0,3.75,1,59,36,27,21,0,0,0,1.0336141322534529,68841.42857142857,68841.42857142857
09-09-2022,64292,30641.0,3.72,1,60,44,16,28,0,31,17,1.0336141322534529,68379.57142857143,68379.57142857143
10-09-2022,80741,41494.0,4.22,1,74,48,46,26,0,24,0,1.0336141322534529,68509.28571428571,68509.28571428571
11-09-2022,86793,30254.0,4.47,0,62,44,56,24,0,14,26,1.0,70742.85714285714,0.0
12-09-2022,74231,33591.0,5.14,0,61,42,50,22,19,0,0,1.0,71655.42857142857,0.0
13-09-2022,75175,31979.0,4.05,0,59,33,9,15,0,10,0,1.0,72521.14285714286,0.0
14-09-2022,65634,31419.0,4.0,0,66,41,14,30,0,14,0,1.0,72544.57142857143,0.0
15-09-2022,60946,28638.0,4.43,0,62,42,14,28,52,10,20,1.0,72544.57142857143,0.0
16-09-2022,67425,32693.0,4.86,0,67,49,16,25,0,10,23,1.0,72992.14285714286,0.0
17-09-2022,82392,41800.0,4.59,0,74,47,61,27,18,12,19,1.0,73228.0,0.0
18-09-2022,88924,34282.0,3.72,0,64,44,18,23,15,27,0,1.0,73532.42857142857,0.0
19-09-2022,67276,31140.0,5.71,0,64,46,14,36,0,22,0,1.0,72538.85714285714,0.0
20-09-2022,73186,27365.0,4.6,0,62,50,29,25,0,22,38,1.0,72254.71428571429,0.0
21-09-2022,74817,33350.0,2.97,0,83,83,13,60,24,43,56,1.0,73566.57142857143,0.0
22-09-2022,65187,27877.0,5.37,0,67,55,30,26,14,34,54,1.0,74172.42857142857,0.0
23-09-2022,65158,28416.0,4.44,0,66,43,0,16,0,8,9,1.0,73848.57142857143,0.0
24-09-2022,69650,20409.0,4.51,0,74,56,40,30,16,20,0,1.0,72028.28571428571,0.0
25-09-2022,52682,15805.0,5.57,1,69,42,16,16,33,15,11,1.0336141322534529,66850.85714285714,66850.85714285714
26-09-2022,51308,18812.0,2.03,1,68,64,22,25,19,22,40,1.0336141322534529,64569.71428571428,64569.71428571428
27-09-2022,64823,22890.0,3.03,1,61,44,23,27,0,17,0,1.0336141322534529,63375.0,63375.0
28-09-2022,61879,24634.0,1.82,1,57,40,0,19,0,45,37,1.0336141322534529,61526.71428571428,61526.71428571428
29-09-2022,60946,28638.0,2.48,1,64,48,25,26,50,39,30,1.0336141322534529,60920.857142857145,60920.857142857145
30-09-2022,75382,31424.0,2.85,1,66,49,12,18,13,17,0,1.0336141322534529,62381.42857142857,62381.42857142857
01-10-2022,81318,38464.0,2.94,1,70,58,14,26,0,30,0,1.0336141322534529,64048.28571428572,64048.28571428572
02-10-2022,70848,29957.0,2.98,1,56,45,11,17,0,0,0,1.0336141322534529,66643.42857142857,66643.42857142857
03-10-2022,82815,27147.0,3.05,1,57,35,22,18,15,9,0,1.0336141322534529,71144.42857142857,71144.42857142857
04-10-2022,68539,22177.0,2.9,1,53,35,17,19,17,20,0,1.0336141322534529,71675.28571428571,71675.28571428571
05-10-2022,63579,34524.0,1.95,1,53,40,37,16,0,24,11,1.0336141322534529,71918.14285714286,71918.14285714286
06-10-2022,72195,41071.0,2.17,0,66,46,28,20,23,0,0,1.0,73525.14285714286,0.0
07-10-2022,70007,42866.0,4.25,0,67,53,37,25,0,38,34,1.0,72757.28571428571,0.0
08-10-2022,81034,47312.0,4.24,0,76,61,33,38,0,36,15,1.0,72716.71428571429,0.0
09-10-2022,86188,41032.0,5.0,1,63,55,49,43,0,38,23,1.0336141322534529,74908.14285714286,74908.14285714286
10-10-2022,83223,36658.0,4.73,0,65,45,24,45,0,0,42,1.0,74966.42857142857,0.0
11-10-2022,77956,33672.0,3.88,0,65,40,19,25,0,16,24,1.0,76311.71428571429,0.0
12-10-2022,79370,39199.0,4.25,0,58,41,43,38,0,11,0,1.0,78567.57142857143,0.0
13-10-2022,72216,32338.0,5.65,1,58,39,20,17,0,10,0,1.0336141322534529,78570.57142857143,78570.57142857143
14-10-2022,68675,32533.0,3.82,0,63,42,0,24,0,0,0,1.0,78380.28571428571,0.0
15-10-2022,81535,37357.0,4.08,0,70,51,11,39,14,0,21,1.0,78451.85714285714,0.0
16-10-2022,84794,35560.0,4.67,0,58,45,31,22,16,28,15,1.0,78252.71428571429,0.0
17-10-2022,70067,33092.0,4.61,0,57,40,0,33,0,30,0,1.0,76373.28571428571,0.0
18-10-2022,73420,27621.0,4.28,0,57,39,22,19,0,32,0,1.0,75725.28571428571,0.0
19-10-2022,72243,32652.0,4.41,0,58,40,21,23,13,21,22,1.0,74707.14285714286,0.0
20-10-2022,62725,30172.0,5.85,0,64,43,23,18,12,0,11,1.0,73351.28571428571,0.0
21-10-2022,62203,29100.0,3.91,0,68,56,10,32,0,16,30,1.0,72426.71428571429,0.0
22-10-2022,78299,34625.0,3.93,0,67,53,15,27,0,9,31,1.0,71964.42857142857,0.0
23-10-2022,80565,31608.0,6.31,0,54,38,46,24,0,24,23,1.0,71360.28571428571,0.0
24-10-2022,69278,17660.0,4.15,1,38,29,19,15,0,0,20,1.0336141322534529,71247.57142857143,71247.57142857143
25-10-2022,25549,9764.0,4.25,1,59,38,16,24,0,18,0,1.0336141322534529,64408.857142857145,64408.857142857145
26-10-2022,71689,28640.0,4.42,0,64,53,23,47,27,48,17,1.0,64329.71428571428,0.0
27-10-2022,67439,29450.0,4.6,0,62,43,69,20,16,16,14,1.0,65003.142857142855,0.0
28-10-2022,63512,35549.0,3.72,0,75,51,73,40,13,31,28,1.0,65190.142857142855,0.0
29-10-2022,84878,41016.0,3.86,1,77,56,32,31,28,19,37,1.0336141322534529,66130.0,66130.0
30-10-2022,70848,29957.0,4.02,1,63,53,27,27,0,0,0,1.0336141322534529,64741.857142857145,64741.857142857145
31-10-2022,70560,29751.0,4.18,0,64,46,0,31,45,35,0,1.0,64925.0,0.0
01-11-2022,72176,25549.0,4.12,1,67,48,0,48,0,16,19,1.0336141322534529,71586.0,71586.0
02-11-2022,68995,29037.0,3.71,0,62,43,16,34,0,12,11,1.0,71201.14285714286,0.0
03-11-2022,70263,28965.0,4.53,0,67,45,39,34,39,24,23,1.0,71604.57142857143,0.0
04-11-2022,63670,30475.0,3.79,0,64,42,28,30,0,18,11,1.0,71627.14285714286,0.0
05-11-2022,82604,37025.0,5.57,1,69,50,33,46,0,19,0,1.0336141322534529,71302.28571428571,71302.28571428571
06-11-2022,84211,30906.0,4.2,0,65,50,13,24,20,9,0,1.0,73211.28571428571,0.0
07-11-2022,74094,21475.0,4.52,0,65,42,21,27,0,35,8,1.0,73716.14285714286,0.0
08-11-2022,22423,9679.0,4.61,1,69,48,43,33,0,23,13,1.0336141322534529,66608.57142857143,66608.57142857143
09-11-2022,66946,26990.0,4.73,0,56,49,31,40,0,41,0,1.0,66315.85714285714,0.0
10-11-2022,61304,30133.0,3.46,0,67,45,25,24,15,23,0,1.0,65036.0,0.0
11-11-2022,57104,32351.0,4.66,0,98,85,17,87,0,60,71,1.0,64098.0,0.0
12-11-2022,73323,41041.0,3.2,0,84,70,57,48,0,51,0,1.0,62772.142857142855,0.0
13-11-2022,81130,29464.0,4.85,0,72,48,24,28,15,0,20,1.0,62332.0,0.0
14-11-2022,69814,29228.0,4.17,1,71,44,25,25,0,0,26,1.0336141322534529,61720.57142857143,61720.57142857143
15-11-2022,71461,26631.0,4.77,0,65,52,13,37,17,39,18,1.0,68726.0,0.0
16-11-2022,74412,27626.0,4.27,0,71,78,52,51,15,52,69,1.0,69792.57142857143,0.0
17-11-2022,60861,28519.0,4.41,0,64,44,32,31,0,46,20,1.0,69729.28571428571,0.0
18-11-2022,61731,30254.0,4.53,0,70,48,31,24,0,13,13,1.0,70390.28571428571,0.0
19-11-2022,79471,36594.0,4.9,0,73,58,56,39,22,66,13,1.0,71268.57142857143,0.0
20-11-2022,80294,31554.0,4.48,1,60,44,62,27,0,29,0,1.0336141322534529,71149.14285714286,71149.14285714286
21-11-2022,70163,31489.0,5.22,1,63,41,51,38,0,18,17,1.0336141322534529,71199.0,71199.0
22-11-2022,69587,28645.0,4.35,1,58,39,38,23,0,15,32,1.0336141322534529,70931.28571428571,70931.28571428571
23-11-2022,74354,23931.0,4.68,1,61,44,0,24,0,21,26,1.0336141322534529,70923.0,70923.0
24-11-2022,66072,25239.0,4.23,1,63,50,43,26,0,0,25,1.0336141322534529,71667.42857142857,71667.42857142857
25-11-2022,60157,31445.0,4.0,1,61,47,27,33,0,15,12,1.0336141322534529,71442.57142857143,71442.57142857143
26-11-2022,73831,34443.0,4.49,1,63,46,23,20,0,16,22,1.0336141322534529,70636.85714285714,70636.85714285714
27-11-2022,70848,29957.0,5.02,1,60,44,30,26,0,0,0,1.0336141322534529,69287.42857142857,69287.42857142857
28-11-2022,67468,36082.0,4.16,1,62,40,17,31,0,25,90,1.0336141322534529,68902.42857142857,68902.42857142857
29-11-2022,69211,26764.0,5.11,1,63,43,33,25,0,15,23,1.0336141322534529,68848.71428571429,68848.71428571429
30-11-2022,69640,28649.0,4.65,0,53,41,35,34,14,24,22,1.0,68175.28571428571,0.0
01-12-2022,65568,25144.0,4.26,0,57,45,32,32,37,61,0,1.0,68103.28571428571,0.0
02-12-2022,64586,27501.0,3.9,0,56,38,18,28,0,18,26,1.0,68736.0,0.0
03-12-2022,63931,34813.0,3.48,0,70,52,36,29,0,26,0,1.0,67321.71428571429,0.0
04-12-2022,80001,32967.0,4.07,1,56,42,40,29,22,23,20,1.0336141322534529,68629.28571428571,68629.28571428571
05-12-2022,66020,29195.0,4.37,1,60,42,58,27,0,11,22,1.0336141322534529,68422.42857142857,68422.42857142857
06-12-2022,64162,23709.0,5.38,1,59,40,0,30,0,18,10,1.0336141322534529,67701.14285714286,67701.14285714286
07-12-2022,51376,24878.0,4.6,1,58,36,84,17,29,38,14,1.0336141322534529,65092.0,65092.0
08-12-2022,54609,26718.0,3.39,1,59,46,29,22,0,19,0,1.0336141322534529,63526.42857142857,63526.42857142857
09-12-2022,57581,27021.0,3.12,0,67,46,26,33,0,20,11,1.0,62525.71428571428,0.0
10-12-2022,69383,32391.0,3.75,0,76,56,18,31,17,21,37,1.0,63304.57142857143,0.0
11-12-2022,72466,28123.0,4.29,0,71,54,36,26,0,12,14,1.0,62228.142857142855,0.0
12-12-2022,65466,26174.0,3.27,0,78,60,9,47,0,46,56,1.0,62149.0,0.0
13-12-2022,63214,23147.0,5.5,0,70,56,48,41,0,16,43,1.0,62013.57142857143,0.0
14-12-2022,59752,26000.0,3.65,0,62,44,8,23,0,33,54,1.0,63210.142857142855,0.0
15-12-2022,48928,23322.0,3.63,0,59,41,31,43,0,25,0,1.0,62398.57142857143,0.0
16-12-2022,61731,30254.0,3.61,0,71,47,43,39,26,58,29,1.0,62991.42857142857,0.0
17-12-2022,64107,30482.0,3.79,1,70,46,21,24,18,18,26,1.0336141322534529,62237.71428571428,62237.71428571428
18-12-2022,75611,29228.0,3.55,0,62,43,34,35,0,23,54,1.0,62687.0,0.0
19-12-2022,63759,30102.0,3.4,0,65,40,52,39,32,18,28,1.0,62443.142857142855,0.0
20-12-2022,63366,24494.0,5.3,0,66,49,28,37,17,47,26,1.0,62464.857142857145,0.0
21-12-2022,68469,27025.0,4.14,1,72,50,36,33,0,34,19,1.0336141322534529,63710.142857142855,63710.142857142855
22-12-2022,63145,22411.0,4.39,0,70,57,43,43,0,47,47,1.0,65741.14285714286,0.0
23-12-2022,62055,23044.0,3.99,1,80,63,55,52,0,25,0,1.0336141322534529,65787.42857142857,65787.42857142857
24-12-2022,71528,32008.0,3.81,0,100,100,100,100,0,100,100,1.0,66847.57142857143,0.0
25-12-2022,70373,32954.0,5.05,1,81,69,12,37,19,30,17,1.0336141322534529,66099.28571428571,66099.28571428571
26-12-2022,62152,30682.0,4.05,0,80,61,39,34,27,20,29,1.0,65869.71428571429,0.0
27-12-2022,70496,25500.0,5.88,0,80,65,56,46,0,38,13,1.0,66888.28571428571,0.0
28-12-2022,71299,28288.0,3.26,0,74,59,52,40,17,39,24,1.0,67292.57142857143,0.0
29-12-2022,67156,24752.0,4.92,0,75,52,17,38,0,20,18,1.0,67865.57142857143,0.0
30-12-2022,63253,24490.0,5.16,0,77,56,14,36,16,20,16,1.0,68036.71428571429,0.0
31-12-2022,71069,34741.0,4.98,0,55,23,24,53,32,35,33,1.0,67971.14285714286,0.0
01-01-2023,78460,29182.0,4.03,1,67,48,16,35,0,21,0,1.0336141322534529,69126.42857142857,69126.42857142857
02-01-2023,53101,23843.0,3.48,1,75,57,14,36,0,39,0,1.0336141322534529,67833.42857142857,67833.42857142857
03-01-2023,69414,18612.0,7.68,1,59,44,0,38,0,35,0,1.0336141322534529,67678.85714285714,67678.85714285714
04-01-2023,71924,15771.0,3.13,1,55,37,22,35,0,24,11,1.0336141322534529,67768.14285714286,67768.14285714286
05-01-2023,61116,18004.0,4.19,1,58,36,21,31,0,27,0,1.0336141322534529,66905.28571428571,66905.28571428571
06-01-2023,47781,15695.0,2.1,1,65,46,0,38,0,24,16,1.0336141322534529,64695.0,64695.0
07-01-2023,45887,17702.0,4.53,1,64,52,0,40,0,30,23,1.0336141322534529,61097.57142857143,61097.57142857143
08-01-2023,62856,22115.0,2.21,1,62,46,11,44,0,34,17,1.0336141322534529,58868.42857142857,58868.42857142857
09-01-2023,67169,21222.0,3.86,1,100,100,0,100,0,90,79,1.0336141322534529,60878.142857142855,60878.142857142855
10-01-2023,56003,20365.0,3.89,1,71,82,0,55,41,41,54,1.0336141322534529,58962.28571428572,58962.28571428572
11-01-2023,58184,16122.0,4.2,1,60,40,32,30,0,21,0,1.0336141322534529,56999.42857142857,56999.42857142857
12-01-2023,68855,21280.0,3.61,1,57,39,0,23,0,14,11,1.0336141322534529,58105.0,58105.0
13-01-2023,68354,24159.0,3.59,1,56,37,17,24,0,0,0,1.0336141322534529,61044.0,61044.0
14-01-2023,59090,21054.0,3.37,1,57,42,0,22,0,15,0,1.0336141322534529,62930.142857142855,62930.142857142855
15-01-2023,73394,27492.0,4.22,1,52,36,0,22,0,0,0,1.0336141322534529,64435.57142857143,64435.57142857143
16-01-2023,76307,29573.0,3.41,1,55,36,20,25,0,0,0,1.0336141322534529,65741.0,65741.0
16-01-2023,69804,29615.0,3.54,1,58,36,0,24,0,12,0,1.0336141322534529,67712.57142857143,67712.57142857143
17-01-2023,74236,27269.0,4.19,1,57,33,34,21,0,13,0,1.0336141322534529,70005.71428571429,70005.71428571429
18-01-2023,76229,31381.0,3.46,1,57,35,0,25,45,15,0,1.0336141322534529,71059.14285714286,71059.14285714286
19-01-2023,67511,26948.0,4.33,1,56,36,0,22,0,15,0,1.0336141322534529,70938.71428571429,70938.71428571429
21-01-2023,78158,27090.0,3.73,1,59,43,0,24,0,14,0,1.0336141322534529,73662.71428571429,73662.71428571429
22-01-2023,72998,24852.0,4.51,1,56,39,0,26,0,0,0,1.0336141322534529,73606.14285714286,73606.14285714286
23-01-2023,70413,32206.0,3.37,1,56,40,0,27,0,17,0,1.0336141322534529,72764.14285714286,72764.14285714286
24-01-2023,69221,24409.0,5.45,1,56,40,15,25,0,11,0,1.0336141322534529,72680.85714285714,72680.85714285714
25-01-2023,67493,24958.0,4.82,1,56,36,17,21,0,15,11,1.0336141322534529,71717.57142857143,71717.57142857143
26-01-2023,58379,28950.0,3.73,1,57,38,15,22,0,0,0,1.0336141322534529,69167.57142857143,69167.57142857143
27-01-2023,59695,30286.0,4.06,1,57,48,0,27,0,21,22,1.0336141322534529,68051.0,68051.0
28-01-2023,80094,32219.0,3.15,1,64,56,35,24,0,17,0,1.0336141322534529,68327.57142857143,68327.57142857143
29-01-2023,78639,25131.0,4.16,1,57,42,12,20,0,14,0,1.0336141322534529,69133.42857142857,69133.42857142857
30-01-2023,74242,25862.0,4.08,1,58,39,0,23,56,21,0,1.0336141322534529,69680.42857142857,69680.42857142857
31-01-2023,60939,20203.0,5.17,1,53,34,13,23,0,12,0,1.0336141322534529,68497.28571428571,68497.28571428571
01-02-2023,61368,25578.0,3.96,1,50,32,0,14,0,0,0,1.0336141322534529,67622.28571428571,67622.28571428571
02-02-2023,60609,23394.0,3.13,1,53,32,0,20,0,18,0,1.0336141322534529,67940.85714285714,67940.85714285714
03-02-2023,57147,26094.0,3.78,1,56,35,0,25,0,17,14,1.0336141322534529,67576.85714285714,67576.85714285714
04-02-2023,72226,30877.0,4.74,1,65,41,15,24,0,0,0,1.0336141322534529,66452.85714285714,66452.85714285714
05-02-2023,78340,27063.0,4.3,1,61,39,0,25,0,17,0,1.0336141322534529,66410.14285714286,66410.14285714286
06-02-2023,71496,26908.0,5.33,1,51,37,10,28,0,21,0,1.0336141322534529,66017.85714285714,66017.85714285714
07-02-2023,65297,23975.0,3.87,1,52,37,0,25,0,14,0,1.0336141322534529,66640.42857142857,66640.42857142857
08-02-2023,63315,25259.0,5.07,1,58,39,0,32,0,23,19,1.0336141322534529,66918.57142857143,66918.57142857143
09-02-2023,59090,22593.0,4.03,1,55,37,11,24,0,19,12,1.0336141322534529,66701.57142857143,66701.57142857143
10-02-2023,57702,27482.0,3.43,1,56,41,13,29,0,14,0,1.0336141322534529,66780.85714285714,66780.85714285714
11-02-2023,75728,38092.0,4.15,1,63,45,0,28,0,19,11,1.0336141322534529,67281.14285714286,67281.14285714286
12-02-2023,80969,26777.0,4.18,1,55,39,0,31,0,30,0,1.0336141322534529,67656.71428571429,67656.71428571429
13-02-2023,71434,24212.0,3.78,1,60,49,19,34,0,26,21,1.0336141322534529,67647.85714285714,67647.85714285714
14-02-2023,70789,21215.0,4.13,1,53,36,8,25,0,0,14,1.0336141322534529,68432.42857142857,68432.42857142857
15-02-2023,66033,25688.0,4.33,1,52,33,22,25,0,0,0,1.0336141322534529,68820.71428571429,68820.71428571429
16-02-2023,54469,25484.0,3.85,1,54,33,14,23,0,12,12,1.0336141322534529,68160.57142857143,68160.57142857143
17-02-2023,65633,23352.0,3.68,1,50,35,12,28,0,17,0,1.0336141322534529,69293.57142857143,69293.57142857143
18-02-2023,71350,28912.0,3.47,1,64,40,17,24,0,19,0,1.0336141322534529,68668.14285714286,68668.14285714286
19-02-2023,79555,21504.0,4.44,1,58,36,8,25,0,14,0,1.0336141322534529,68466.14285714286,68466.14285714286
20-02-2023,61374,19691.0,4.2,1,58,33,0,22,0,16,24,1.0336141322534529,67029.0,67029.0
21-02-2023,53755,18267.0,4.74,1,57,41,9,38,0,33,0,1.0336141322534529,64595.57142857143,64595.57142857143
22-02-2023,62101,25896.0,3.37,1,66,69,26,58,0,44,61,1.0336141322534529,64033.857142857145,64033.857142857145
23-02-2023,57737,24090.0,3.28,1,58,51,60,42,0,27,36,1.0336141322534529,64500.71428571428,64500.71428571428
24-02-2023,61265,27078.0,3.33,1,86,88,0,85,0,59,77,1.0336141322534529,63876.71428571428,63876.71428571428
25-02-2023,76736,34132.0,3.63,1,71,60,30,42,0,22,26,1.0336141322534529,64646.142857142855,64646.142857142855
26-02-2023,81170,27236.0,4.23,1,74,50,16,27,0,15,22,1.0336141322534529,64876.857142857145,64876.857142857145
27-02-2023,71387,24701.0,5.71,1,60,56,30,32,100,29,26,1.0336141322534529,66307.28571428571,66307.28571428571
28-02-2023,59392,20714.0,4.14,1,64,43,17,33,0,19,13,1.0336141322534529,67112.57142857143,67112.57142857143
01-03-2023,60931,24038.0,3.67,1,51,34,20,19,0,17,0,1.0336141322534529,66945.42857142857,66945.42857142857
02-03-2023,60682,24291.0,3.32,1,53,33,25,22,0,17,0,1.0336141322534529,67366.14285714286,67366.14285714286
03-03-2023,58137,26805.0,3.3,1,57,35,26,20,0,0,0,1.0336141322534529,66919.28571428571,66919.28571428571
04-03-2023,77522,32390.0,3.66,1,62,42,26,28,0,18,0,1.0336141322534529,67031.57142857143,67031.57142857143
05-03-2023,74994,25799.0,3.59,1,55,36,27,22,0,0,0,1.0336141322534529,66149.28571428571,66149.28571428571
06-03-2023,65613,24306.0,4.14,1,53,32,24,22,0,0,12,1.0336141322534529,65324.42857142857,65324.42857142857
07-03-2023,59751,20177.0,3.8,1,50,33,51,20,0,14,0,1.0336141322534529,65375.71428571428,65375.71428571428
08-03-2023,61921,23141.0,3.68,1,46,32,12,20,0,15,0,1.0336141322534529,65517.142857142855,65517.142857142855
09-03-2023,58494,24025.0,3.91,1,54,32,0,18,0,0,0,1.0336141322534529,65204.57142857143,65204.57142857143
10-03-2023,63443,26741.0,3.8,1,57,35,32,27,0,14,0,1.0336141322534529,65962.57142857143,65962.57142857143
11-03-2023,79561,36784.0,3.82,1,61,42,18,27,0,0,0,1.0336141322534529,66253.85714285714,66253.85714285714
12-03-2023,81458,,,1,56,36,21,26,0,14,0,1.0336141322534529,67177.28571428571,67177.28571428571
13-03-2023,68365,27818.0,5.65,1,52,36,49,24,0,22,0,1.0336141322534529,67570.42857142857,67570.42857142857
14-03-2023,63285,22487.0,3.6,1,52,35,0,21,0,15,0,1.0336141322534529,68075.28571428571,68075.28571428571
15-03-2023,63535,24349.0,3.96,1,56,34,0,22,0,19,0,1.0336141322534529,68305.85714285714,68305.85714285714
16-03-2023,59776,25773.0,3.72,1,55,33,25,21,0,0,0,1.0336141322534529,68489.0,68489.0
17-03-2023,62938,30751.0,3.24,1,56,35,19,23,0,17,0,1.0336141322534529,68416.85714285714,68416.85714285714
18-03-2023,75452,39262.0,4.05,1,59,41,0,24,0,17,0,1.0336141322534529,67829.85714285714,67829.85714285714
19-03-2023,81700,27982.0,4.2,1,55,39,13,32,0,19,0,1.0336141322534529,67864.42857142857,67864.42857142857
20-03-2023,62824,21718.0,4.96,1,58,37,28,31,0,20,12,1.0336141322534529,67072.85714285714,67072.85714285714
21-03-2023,57559,18150.0,4.26,1,57,40,24,31,0,23,0,1.0336141322534529,66254.85714285714,66254.85714285714
22-03-2023,53146,18655.0,3.0,1,54,37,12,28,0,15,11,1.0336141322534529,64770.71428571428,64770.71428571428
23-03-2023,58955,25113.0,2.5,1,61,47,12,41,0,35,29,1.0336141322534529,64653.42857142857,64653.42857142857
24-03-2023,63507,29205.0,3.72,1,68,54,15,51,0,46,36,1.0336141322534529,64734.71428571428,64734.71428571428
25-03-2023,77856,35783.0,3.94,1,73,56,20,46,0,37,27,1.0336141322534529,65078.142857142855,65078.142857142855
26-03-2023,79415,28454.0,3.86,1,65,50,15,39,0,33,19,1.0336141322534529,64751.71428571428,64751.71428571428
27-03-2023,67886,29107.0,4.56,1,99,88,24,90,0,100,54,1.0336141322534529,65474.857142857145,65474.857142857145
28-03-2023,70605,24947.0,4.79,1,69,58,19,52,0,48,26,1.0336141322534529,67338.57142857143,67338.57142857143
29-03-2023,64754,24144.0,4.76,1,61,57,13,38,0,29,18,1.0336141322534529,68996.85714285714,68996.85714285714
30-03-2023,60699,23096.0,4.0,1,52,38,26,28,52,17,12,1.0336141322534529,69246.0,69246.0
31-03-2023,61425,26430.0,3.01,1,58,38,9,21,0,0,0,1.0336141322534529,68948.57142857143,68948.57142857143
01-04-2023,75510,36272.0,3.69,1,61,39,15,25,0,21,0,1.0336141322534529,68613.42857142857,68613.42857142857
02-04-2023,82398,30076.0,4.4,1,62,36,14,23,0,18,0,1.0336141322534529,69039.57142857143,69039.57142857143
03-04-2023,70086,28832.0,4.17,1,60,32,35,18,92,12,0,1.0336141322534529,69353.85714285714,69353.85714285714
04-04-2023,70497,26985.0,4.56,1,56,32,18,19,0,15,0,1.0336141322534529,69338.42857142857,69338.42857142857
05-04-2023,73208,30642.0,4.12,1,58,34,8,19,0,16,0,1.0336141322534529,70546.14285714286,70546.14285714286
06-04-2023,60101,30991.0,4.03,1,57,34,24,26,0,14,0,1.0336141322534529,70460.71428571429,70460.71428571429
07-04-2023,71782,36844.0,3.28,1,75,40,36,27,0,14,0,1.0336141322534529,71940.28571428571,71940.28571428571
08-04-2023,85450,43862.0,4.21,1,97,42,0,25,0,18,0,1.0336141322534529,73360.28571428571,73360.28571428571
09-04-2023,86129,28094.0,4.86,1,66,37,11,20,71,17,0,1.0336141322534529,73893.28571428571,73893.28571428571
10-04-2023,69781,27552.0,5.16,1,58,35,33,23,0,10,0,1.0336141322534529,73849.71428571429,73849.71428571429
11-04-2023,65314,24715.0,4.48,1,55,33,9,19,0,0,0,1.0336141322534529,73109.28571428571,73109.28571428571
12-04-2023,63244,27054.0,3.31,1,52,30,35,18,0,14,0,1.0336141322534529,71685.85714285714,71685.85714285714
13-04-2023,67687,25090.0,3.95,1,54,29,17,17,0,12,0,1.0336141322534529,72769.57142857143,72769.57142857143
14-04-2023,66310,31980.0,3.16,1,56,36,24,24,0,18,0,1.0336141322534529,71987.85714285714,71987.85714285714
15-04-2023,81305,34342.0,3.71,1,58,38,0,24,0,0,0,1.0336141322534529,71395.71428571429,71395.71428571429
16-04-2023,76201,28587.0,3.98,1,60,37,26,21,0,14,0,1.0336141322534529,69977.42857142857,69977.42857142857
17-04-2023,67828,28621.0,5.14,1,55,31,23,17,0,11,0,1.0336141322534529,69698.42857142857,69698.42857142857
18-04-2023,66476,25338.0,3.45,1,53,34,39,21,0,24,0,1.0336141322534529,69864.42857142857,69864.42857142857
19-04-2023,61050,22996.0,3.55,1,61,33,27,16,0,16,16,1.0336141322534529,69551.0,69551.0
20-04-2023,56680,18947.0,3.54,1,59,42,21,28,0,31,43,1.0336141322534529,67978.57142857143,67978.57142857143
21-04-2023,57354,24398.0,3.4,1,62,47,0,31,0,20,33,1.0336141322534529,66699.14285714286,66699.14285714286
22-04-2023,72631,38529.0,2.85,1,63,47,13,24,0,14,15,1.0336141322534529,65460.0,65460.0
23-04-2023,74873,27997.0,3.34,1,62,39,42,23,0,17,20,1.0336141322534529,65270.28571428572,65270.28571428572
24-04-2023,63870,27480.0,3.88,1,56,40,19,32,0,39,48,1.0336141322534529,64704.857142857145,64704.857142857145
25-04-2023,62971,25534.0,3.39,1,100,100,10,100,0,100,100,1.0336141322534529,64204.142857142855,64204.142857142855
26-04-2023,63382,27478.0,3.25,1,65,64,14,36,0,28,35,1.0336141322534529,64537.28571428572,64537.28571428572
