,Date,Piligrims,Tonsures,Hundi,Special Day
681,13-11-2023,70902,22858.0,3.24,"Tiruchanur Sri Padmavati Ammavari Brahmotsavams ,  kedaragowrivratham ,  Amavasya"
682,14-11-2023,69041,22415.0,3.19,"Tiruchanur Sri Padmavati Ammavari Brahmotsavams , Sri Padmavathi Ammavari Gaja vahanaseva, childrens day"
683,15-11-2023,71123,26689.0,3.84,Tiruchanur Sri Padmavati Ammavari Brahmotsavams
684,16-11-2023,62494,27666.0,3.59,Tiruchanur Sri Padmavati Ammavari Brahmotsavams
685,17-11-2023,67140,26870.0,4.01,"Tiruchanur Sri Padmavati Ammavari Brahmotsavams , naga chaturthi"
686,18-11-2023,70686,34563.0,3.02,"Tiruchanur Sri Padmavati Ammavari Brahmotsavams ,Panchami Theertham , Chhath Puja"
687,19-11-2023,79800,25962.0,3.55,"tirumala srivari pushpa yagam, Tiruchanur Sri Padmavathi Ammavari Pushpayagam"
688,20-11-2023,67198,22452.0,4.19,normal
689,21-11-2023,69981,20492.0,3.55,normal
690,22-11-2023,65891,22896.0,4.04,normal
691,23-11-2023,45503,22096.0,3.27,normal
692,24-11-2023,74843,23776.0,3.4,"Kaisika Dwadasi, Sri Chakratheertha Mukkoti"
693,25-11-2023,68179,29726.0,3.06,normal
694,26-11-2023,70350,19500.0,3.11,"Karthika Pournami , Guru Nanak Jayanthi"
695,27-11-2023,58176,20157.0,4.22,Purnima
696,28-11-2023,58874,17133.0,3.5,normal
697,29-11-2023,61403,19126.0,3.37,normal
698,30-11-2023,58278,17220.0,3.53,normal
699,01-12-2023,56950,20463.0,3.75,normal
700,02-12-2023,66162,27668.0,3.24,normal
701,03-12-2023,70349,20535.0,4.1,normal
702,04-12-2023,55909,17209.0,3.42,normal
703,05-12-2023,44547,13125.0,3.25,normal
704,06-12-2023,45275,14295.0,2.32,normal
705,07-12-2023,56344,17616.0,4.26,normal
706,08-12-2023,54523,20817.0,2.4,normal
707,09-12-2023,68769,28904.0,3.33,normal
708,10-12-2023,73091,23246.0,3.72,"Sri Dhanvantari jayanthi , Tiruchanur Sri Padmavati Ammavari Brahmotsavams"
709,11-12-2023,64882,24900.0,5.28,normal
710,12-12-2023,63021,19091.0,3.15,Adhyanotsavam
711,13-12-2023,60928,22358.0,3.34,Amavasya
712,14-12-2023,56049,26748.0,3.97,normal
713,15-12-2023,71037,25635.0,3.89,normal
714,16-12-2023,59734,30654.0,3.52,normal
715,17-12-2023,74845,26122.0,4.44,Dhanurmasam
716,18-12-2023,61499,24789.0,4.14,normal
717,19-12-2023,64040,21527.0,3.17,normal
718,20-12-2023,67043,22112.0,3.43,normal
719,21-12-2023,59868,23935.0,4.91,normal
720,22-12-2023,40638,21455.0,3.46,normal
721,23-12-2023,67906,28492.0,2.5,"Vaikunta Ekadasi, gita jayanthi"
722,24-12-2023,63519,26424.0,5.05,Sri Swami Pushkarini Theertha Mukkoti
723,25-12-2023,69294,23837.0,4.1,Christmas
724,26-12-2023,71488,19137.0,4.17,Sri Datta Jayanthi
725,27-12-2023,65361,20784.0,3.91,Purnima
726,28-12-2023,58415,18557.0,4.55,Pranaya Kalahotsavam
727,29-12-2023,56200,16904.0,3.89,normal
728,30-12-2023,63728,19206.0,3.7,normal
729,31-12-2023,64665,20845.0,4.34,normal
730,01-01-2024,63358,19534.0,3.97,"New year , Pedda sattumora"
731,02-01-2024,73712,19902.0,4.97,normal
732,03-01-2024,65514,20394.0,3.31,Pranaya Kalahotsavam
733,04-01-2024,59522,18544.0,3.51,normal
734,05-01-2024,57441,20878.0,3.66,normal
735,06-01-2024,68793,26489.0,3.81,normal
736,07-01-2024,76058,22543.0,3.83,"Sri Andal Neeraattotsavam , Koil Alwar Thirumanjanam , Sarva Ekadasi"
737,08-01-2024,61511,20777.0,3.89,Sri Andal Neeraattotsavam
738,09-01-2024,65901,16991.0,3.77,"Sri Andal Neeraattotsavam , Thondaradippodialwar Varsha Tirunakshatram"
739,10-01-2024,62499,18555.0,3.45,"Sri Andal Neeraattotsavam , Chinna Sattumorai"
740,11-01-2024,53055,15157.0,3.33,"Amavasya , Sri Andal Neeraattotsavam , Vaikunta Ekadasi"
741,12-01-2024,56588,16754.0,3.26,"Sri Andal Neeraattotsavam , Vaikunta Dwadasi , Sri Swami Pushkarini Theertha Mukkoti"
742,13-01-2024,65962,24575.0,3.78,"Sri Andal Neeraattotsavam , Sravanam"
743,14-01-2024,86107,29849.0,3.13,Bhogi
744,15-01-2024,80964,27657.0,3.89,Makara Sankranthi
745,16-01-2024,73016,20915.0,3.46,"kanuma , Sri Godadevi Parinayotsavam , Paruveta Utsavam"
746,17-01-2024,72263,25518.0,3.65,"Sri Tirumolisai Alwar Varsha Tirunakshatram , Krittika"
747,18-01-2024,62649,24384.0,3.74,Sri Thyagarajaswami Aaradhana
748,19-01-2024,69874,26034.0,3.39,Pedda Sattumora
749,20-01-2024,76041,28336.0,3.06,Sri Kurattalwar Varsha Tirunakshatram
750,21-01-2024,77334,23694.0,4.04,Ekadasi Rohini
751,22-01-2024,67568,22084.0,4.58,normal
752,23-01-2024,63665,18630.0,3.44,normal
753,24-01-2024,65991,21959.0,3.57,normal
754,25-01-2024,54105,23590.0,3.44,"Purnima , Sri Ramakrishna Mukkoti"
755,26-01-2024,71664,33330.0,3.37,Republic Day
756,27-01-2024,76104,32412.0,2.92,normal
757,28-01-2024,85142,22064.0,5.04,normal
758,29-01-2024,71082,20912.0,4.79,normal
759,30-01-2024,61135,19004.0,3.78,normal
760,31-01-2024,64635,19553.0,4.64,normal
761,01-02-2024,57223,18015.0,3.44,normal
762,02-02-2024,58842,21796.0,3.11,normal
763,03-02-2024,69232,26536.0,3.22,normal
764,04-02-2024,70679,21717.0,4.36,normal
765,05-02-2024,64512,23491.0,3.69,normal
766,06-02-2024,64345,20788.0,3.71,normal
767,07-02-2024,65683,21177.0,3.59,normal
768,08-02-2024,57357,18924.0,3.52,normal
769,09-02-2024,62593,18517.0,4.31,"Amavasya , Sri Purandaradasa Aradhanaotsavam"
770,10-02-2024,70158,24801.0,3.51,Devuni Kadapa Sri Lakshmi Venkateswaraswamivari Brahmotsavams
771,11-02-2024,72256,28021.0,3.04,Devuni Kadapa Sri Lakshmi Venkateswaraswamivari Brahmotsavams
772,12-02-2024,69314,25165.0,5.48,Devuni Kadapa Sri Lakshmi Venkateswaraswamivari Brahmotsavams
773,13-02-2024,68363,19609.0,4.55,Devuni Kadapa Sri Lakshmi Venkateswaraswamivari Brahmotsavams
774,14-02-2024,67275,25293.0,3.07,"vasantha panchami , Devuni Kadapa Sri Lakshmi Venkateswaraswamivari Brahmotsavams"
775,15-02-2024,45825,21380.0,4.03,Devuni Kadapa Sri Lakshmi Venkateswaraswamivari Brahmotsavams
776,16-02-2024,77483,19276.0,3.0,"Rathasapthami , Bhishma Ashtami , Devuni Kadapa Sri Lakshmi Venkateswaraswamivari Brahmotsavams"
777,17-02-2024,71021,25965.0,4.17,Devuni Kadapa Sri Lakshmi Venkateswaraswamivari Brahmotsavams
778,18-02-2024,70338,22741.0,3.96,Devuni Kadapa Sri Lakshmi Venkateswaraswamivari Brahmotsavams
779,19-02-2024,64741,24667.0,3.82,Chatrapati Shivaji Jayanthi
780,20-02-2024,62304,20261.0,3.61,Bhishma Ekadasi
781,21-02-2024,69191,22295.0,3.6,"Kulashekar Alwar , Varsha Tirunakshatram"
782,22-02-2024,57973,21722.0,3.95,normal
783,23-02-2024,62880,21904.0,3.03,normal
784,24-02-2024,72175,29543.0,3.74,"Purnima , Kumaradharatheertha Mukkoti , Guru Ravidas Jayanthi"
785,25-02-2024,76577,23656.0,5.09,normal
786,26-02-2024,70077,24427.0,3.73,normal
787,27-02-2024,63421,19644.0,4.84,normal
788,28-02-2024,66915,20784.0,3.87,normal
789,29-02-2024,57338,19852.0,4.67,normal
790,01-03-2024,59646,21938.0,3.86,Sri Kapileswaraswamivari Brahmotsavams
791,02-03-2024,70422,30867.0,3.6,Sri Kapileswaraswamivari Brahmotsavams
792,03-03-2024,76876,23424.0,4.2,Sri Kapileswaraswamivari Brahmotsavams
793,04-03-2024,70570,22490.0,3.76,Sri Kapileswaraswamivari Brahmotsavams
794,05-03-2024,64552,19900.0,3.91,"Dayananda Saraswati Jayanthi , Sri Kapileswaraswamivari Brahmotsavams"
795,06-03-2024,65887,23532.0,3.14,Sri Kapileswaraswamivari Brahmotsavams
796,07-03-2024,57880,19772.0,4.15,Sri Kapileswaraswamivari Brahmotsavams
797,08-03-2024,63831,25367.0,3.36,"Mahasivaratri , Sri Kapileswaraswamivari Brahmotsavams"
798,09-03-2024,68446,28549.0,3.24,Sri Kapileswaraswamivari Brahmotsavams
799,10-03-2024,76213,19477.0,3.88,"Amavasya , Sri Kapileswaraswamivari Brahmotsavams"
800,11-03-2024,64802,21695.0,3.66,normal
801,12-03-2024,60110,21445.0,4.43,normal
802,13-03-2024,67832,25636.0,3.55,normal
803,14-03-2024,48444,23266.0,4.71,normal
804,15-03-2024,66322,24672.0,3.39,normal
805,16-03-2024,74351,34164.0,3.04,normal
806,17-03-2024,83825,25690.0,4.57,Tarigonda Sri Lakshminarasimha Swamivari Brahmotsavams
807,18-03-2024,65051,23107.0,4.78,Tarigonda Sri Lakshminarasimha Swamivari Brahmotsavams
808,19-03-2024,63251,20989.0,4.14,Tarigonda Sri Lakshminarasimha Swamivari Brahmotsavams
809,20-03-2024,69072,26239.0,3.51,"Tarigonda Sri Lakshminarasimha Swamivari Brahmotsavams , Tirumala Srivari Float Festival"
810,21-03-2024,60485,23851.0,3.1,"Tarigonda Sri Lakshminarasimha Swamivari Brahmotsavams , Tirumala Srivari Float Festival"
811,22-03-2024,59236,25446.0,4.38,"Tarigonda Sri Lakshminarasimha Swamivari Brahmotsavams , Tirumala Srivari Float Festival"
812,23-03-2024,72986,33482.0,2.79,"Tarigonda Sri Lakshminarasimha Swamivari Brahmotsavams , Tirumala Srivari Float Festival"
813,24-03-2024,80532,29438.0,3.95,"Tarigonda Sri Lakshminarasimha Swamivari Brahmotsavams , Tirumala Srivari Float Festival"
814,25-03-2024,78731,25156.0,3.4,"Purnima , Sri Lakshmi Jayanthi , Tumbura Theertha Mukkoti , Holi , Tarigonda Sri Lakshminarasimha Swamivari Brahmotsavams"
815,26-03-2024,68563,21956.0,4.91,normal
816,27-03-2024,64097,24453.0,3.72,normal
817,28-03-2024,65992,25698.0,3.53,normal
818,29-03-2024,60958,31245.0,3.41,Good Friday
819,30-03-2024,79907,34037.0,4.05,normal
820,31-03-2024,81224,24093.0,4.35,Easter
821,01-04-2024,62439,22027.0,3.61,normal
822,02-04-2024,56228,18886.0,4.04,normal
823,03-04-2024,61087,22530.0,3.34,normal
824,04-04-2024,62549,26816.0,3.33,normal
825,05-04-2024,59621,28351.0,3.45,Tirupati Sri Kodandarama swamivari Brahmotsavams
826,06-04-2024,75414,30073.0,3.68,"Annamacharya Vardanthi , Tirupati Sri Kodandarama swamivari Brahmotsavams"
827,07-04-2024,73801,23055.0,3.72,Tirupati Sri Kodandarama swamivari Brahmotsavams
828,08-04-2024,61920,17638.0,3.55,"Amavasya ,Tirupati Sri Kodandarama swamivari Brahmotsavams"
829,09-04-2024,55756,17866.0,2.71,"Ugadi ,Tirupati Sri Kodandarama swamivari Brahmotsavams"
830,10-04-2024,65750,24446.0,3.53,Tirupati Sri Kodandarama swamivari Brahmotsavams
831,11-04-2024,62366,29633.0,3.01,"Matsya Jayanti ,Tirupati Sri Kodandarama swamivari Brahmotsavams"
832,12-04-2024,63163,31287.0,2.99,"Tirupati Sri Kodandarama swamivari Brahmotsavams , Pattabhiramaswamivari Brahmotsavams"
833,13-04-2024,82139,39849.0,3.97,"Tirupati Sri Kodandarama swamivari Brahmotsavams, Pattabhiramaswamivari Brahmotsavams"
834,14-04-2024,81057,27913.0,3.8,"Vaisakhadi , Pattabhiramaswamivari Brahmotsavams"
835,15-04-2024,77511,26553.0,4.28,Pattabhiramaswamivari Brahmotsavams
836,16-04-2024,67294,22765.0,2.94,Pattabhiramaswamivari Brahmotsavams
837,17-04-2024,58690,20744.0,3.02,"Srirama Navami , Pattabhiramaswamivari Brahmotsavams , Vontimitta Sri Kodandaramaswamivari Brahmotsavams"
838,18-04-2024,55537,20486.0,3.02,"Sriram Pattabhishekam , Pattabhiramaswamivari Brahmotsavams , Vontimitta Sri Kodandaramaswamivari Brahmotsavams"
839,19-04-2024,60517,27788.0,3.53,"Pattabhiramaswamivari Brahmotsavams , Vontimitta Sri Kodandaramaswamivari Brahmotsavams"
840,20-04-2024,73051,34599.0,2.92,"Pattabhiramaswamivari Brahmotsavams , Vontimitta Sri Kodandaramaswamivari Brahmotsavams"
841,21-04-2024,77366,24375.0,3.38,"Tirumala Srivari Vasanthotsavam, Mahavir Jayanthi , Vontimitta Sri Kodandaramaswamivari Brahmotsavams"
842,22-04-2024,62894,22894.0,3.31,"Tirumala Srivari Vasanthotsavam, Vontimitta Sri Kodandaramaswamivari Brahmotsavams"
843,23-04-2024,60371,20301.0,3.09,"Tirumala Srivari Vasanthotsavam,  Purnima , Vontimitta Sri Kodandaramaswamivari Brahmotsavams , Nagulapuram Sri Vedanarayanaswamivari Brahmotsavam"
844,24-04-2024,64080,25773.0,2.66,"Vontimitta Sri Kodandaramaswamivari Brahmotsavams , Nagulapuram Sri Vedanarayanaswamivari Brahmotsavam"
845,25-04-2024,61492,27660.0,2.72,"Vontimitta Sri Kodandaramaswamivari Brahmotsavams , Nagulapuram Sri Vedanarayanaswamivari Brahmotsavam"
846,26-04-2024,57909,32403.0,3.81,Nagulapuram Sri Vedanarayanaswamivari Brahmotsavam
847,27-04-2024,81212,41690.0,2.88,Nagulapuram Sri Vedanarayanaswamivari Brahmotsavam
848,28-04-2024,86241,31730.0,3.65,Nagulapuram Sri Vedanarayanaswamivari Brahmotsavam
849,29-04-2024,77673,30607.0,4.1,Nagulapuram Sri Vedanarayanaswamivari Brahmotsavam
850,30-04-2024,72310,28731.0,3.59,Nagulapuram Sri Vedanarayanaswamivari Brahmotsavam
851,01-05-2024,72510,30441.0,2.62,"May Day , Nagulapuram Sri Vedanarayanaswamivari Brahmotsavam"
852,02-05-2024,65313,28780.0,3.54,normal
853,03-05-2024,62624,32638.0,2.96,Sri Bhashyakarla Utsava Commencement
854,04-05-2024,77848,39317.0,2.95,normal
855,05-05-2024,81927,29196.0,3.28,normal
856,06-05-2024,76748,30688.0,4.1,normal
857,07-05-2024,65146,25306.0,3.02,Tirupati Gangajathara
858,08-05-2024,64766,24158.0,3.09,"Amavasya ,Tirupati Gangajathara"
859,09-05-2024,65508,25996.0,2.97,Tirupati Gangajathara
860,10-05-2024,60545,32527.0,2.53,"Akshaya Thruthiya ,parasurama jayanthi, Tirupati Gangajathara"
861,11-05-2024,76945,33844.0,2.67,"Sri Ramanuja Jayanthi , Tirupati Gangajathara"
862,12-05-2024,80001,24307.0,3.25,"Sri Bhashyakarla Sathumora , Sri Sankara Jayanthi , Tirupati Gangajathara"
863,13-05-2024,70815,25245.0,3.16,Tirupati Gangajathara
864,14-05-2024,75783,35665.0,3.08,Tirupati Gangajathara
865,15-05-2024,81930,41224.0,3.9,normal
866,16-05-2024,76369,41927.0,3.63,Tirupati sri govindaraja swamy Temple Brahmotsavam
867,17-05-2024,71510,43199.0,3.63,"Tirumala Sri Padmavathi Parinayam, Tirupati sri govindaraja swamy Temple Brahmotsavam"
868,18-05-2024,90721,50599.0,3.28,"Tirumala Sri Padmavathi Parinayam , Tirupati sri govindaraja swamy Temple Brahmotsavam"
869,19-05-2024,86721,39559.0,3.87,"Tirumala Sri Padmavathi Parinayam, Varadaraja Swamy Jayanthi , Tirupati sri govindaraja swamy Temple Brahmotsavam"
870,20-05-2024,85825,36146.0,4.4,Tirupati sri govindaraja swamy Temple Brahmotsavam
871,21-05-2024,80744,35726.0,3.67,"Tirupati sri govindaraja swamy Temple Brahmotsavam , Narayanavanam Sri Kalyana Venkateswaraswamivari Brahmotsavams"
872,22-05-2024,80048,35403.0,4.17,"sri nrusimha jayanti , mathur sri tarigonda vengamamba jayanti , Tirupati sri govindaraja swamy Temple Brahmotsavam , Narayanavanam Sri Kalyana Venkateswaraswamivari Brahmotsavams"
873,23-05-2024,65416,36128.0,3.51,"Purnima , Sri Koorma Jayanthi,Annamacharya Jayanthi , Tirupati sri govindaraja swamy Temple Brahmotsavam , Narayanavanam Sri Kalyana Venkateswaraswamivari Brahmotsavams"
874,24-05-2024,70668,38036.0,3.64,"Tirupati sri govindaraja swamy Temple Brahmotsavam , Narayanavanam Sri Kalyana Venkateswaraswamivari Brahmotsavams"
875,25-05-2024,83866,44479.0,4.15,Narayanavanam Sri Kalyana Venkateswaraswamivari Brahmotsavams
876,26-05-2024,89161,36450.0,3.77,Narayanavanam Sri Kalyana Venkateswaraswamivari Brahmotsavams
877,27-05-2024,81831,34542.0,4.25,Narayanavanam Sri Kalyana Venkateswaraswamivari Brahmotsavams
878,28-05-2024,76381,33509.0,3.85,Narayanavanam Sri Kalyana Venkateswaraswamivari Brahmotsavams
879,29-05-2024,73811,34901.0,3.19,"Narayanavanam Sri Kalyana Venkateswaraswamivari Brahmotsavams , karvetinagaram Sri Venugopala Swamivari Brahmotsavams"
880,30-05-2024,64115,32711.0,4.23,karvetinagaram Sri Venugopala Swamivari Brahmotsavams
881,31-05-2024,67873,33532.0,3.93,"Ubhayam on the 10th day of nrusimha jayanthi , karvetinagaram Sri Venugopala Swamivari Brahmotsavams"
882,01-06-2024,78686,37888.0,3.54,"Hanuman Jayanthi , karvetinagaram Sri Venugopala Swamivari Brahmotsavams"
883,02-06-2024,83740,35462.0,3.71,"hanuman jayanthi , karvetinagaram Sri Venugopala Swamivari Brahmotsavams"
884,03-06-2024,76362,33902.0,3.86,"Hanuman Jayanthi , karvetinagaram Sri Venugopala Swamivari Brahmotsavams"
885,04-06-2024,76291,28495.0,3.14,"Hanuman Jayanthi , karvetinagaram Sri Venugopala Swamivari Brahmotsavams"
886,05-06-2024,67320,27919.0,4.03,"Hanuman Jayanthi , karvetinagaram Sri Venugopala Swamivari Brahmotsavams"
887,06-06-2024,62161,28923.0,3.35,"Amavasya , karvetinagaram Sri Venugopala Swamivari Brahmotsavams"
888,07-06-2024,63830,30810.0,3.2,normal
889,08-06-2024,79398,43557.0,2.9,normal
890,09-06-2024,81744,36833.0,3.34,normal
891,10-06-2024,78064,33869.0,3.7,normal
892,11-06-2024,76665,31377.0,4.58,normal
893,12-06-2024,75068,33372.0,3.48,normal
894,13-06-2024,61499,33384.0,3.04,normal
895,14-06-2024,66782,36229.0,3.71,Tirupati Sri Govindaraja Swamivari Pushpayagam
896,15-06-2024,82886,44234.0,4.09,normal
897,16-06-2024,69870,42119.0,4.0,"Special Sahasra Kalasabhishekam , Bakrid"
898,17-06-2024,75872,37236.0,3.64,"Appalayagunta Sri Prasanna Venkateswaraswamivari Brahmotsavams , Tiruchanur Sri Padmavati Ammavari Float Festival"
899,18-06-2024,75125,31140.0,5.41,"Appalayagunta Sri Prasanna Venkateswaraswamivari Brahmotsavams , Tiruchanur Sri Padmavati Ammavari Float Festival"
900,19-06-2024,79584,31848.0,4.18,"Tirumala Jyestabhishekam, Appalayagunta Sri Prasanna Venkateswaraswamivari Brahmotsavams , Tiruchanur Sri Padmavati Ammavari Float Festival"
901,20-06-2024,62756,31510.0,4.23,"Tirumala Jyestabhishekam, Appalayagunta Sri Prasanna Venkateswaraswamivari Brahmotsavams , Tiruchanur Sri Padmavati Ammavari Float Festival"
902,21-06-2024,72294,31855.0,3.39,"Tirumala Jyestabhishekam,  Purnima , Appalayagunta Sri Prasanna Venkateswaraswamivari Brahmotsavams , Tiruchanur Sri Padmavati Ammavari Float Festival"
903,22-06-2024,74467,40005.0,3.77,Appalayagunta Sri Prasanna Venkateswaraswamivari Brahmotsavams
904,23-06-2024,81455,31251.0,3.67,Appalayagunta Sri Prasanna Venkateswaraswamivari Brahmotsavams
905,24-06-2024,77878,30140.0,4.46,Appalayagunta Sri Prasanna Venkateswaraswamivari Brahmotsavams
906,25-06-2024,71824,28462.0,4.01,Appalayagunta Sri Prasanna Venkateswaraswamivari Brahmotsavams
907,26-06-2024,77332,30540.0,4.38,normal
908,27-06-2024,60782,30100.0,3.53,Tiruchanur Sri Sundarajaswamivari Avatarotsavams
909,28-06-2024,66256,30087.0,3.54,Tiruchanur Sri Sundarajaswamivari Avatarotsavams
910,29-06-2024,80404,35825.0,3.83,Tiruchanur Sri Sundarajaswamivari Avatarotsavams
911,30-06-2024,81005,28244.0,3.94,normal
912,01-07-2024,75449,27121.0,4.91,normal
913,02-07-2024,67398,26512.0,4.09,normal
914,03-07-2024,69632,30179.0,3.32,normal
915,04-07-2024,63826,27530.0,4.23,normal
916,05-07-2024,65775,25126.0,3.41,Amavasya
917,06-07-2024,77995,30250.0,3.72,normal
918,07-07-2024,78912,32039.0,3.83,normal
919,08-07-2024,63619,28572.0,3.78,normal
920,09-07-2024,67245,25054.0,4.51,Anivara Asthanam
921,10-07-2024,73353,28444.0,3.05,Srinivasamangapuram Sri Kalyana venkateswaraswamivari Sakshatkara vaibhavam
922,11-07-2024,65392,29015.0,4.23,Srinivasamangapuram Sri Kalyana venkateswaraswamivari Sakshatkara vaibhavam
923,12-07-2024,63493,31676.0,4.69,Srinivasamangapuram Sri Kalyana venkateswaraswamivari Sakshatkara vaibhavam
924,13-07-2024,75916,42920.0,3.87,normal
925,14-07-2024,84797,29497.0,3.98,normal
926,15-07-2024,75054,26239.0,4.72,normal
927,16-07-2024,71409,26128.0,4.15,"Tirumala Srivari Anivara Asthanam , tirupati sri govindarajaswamy jyeshtabhishekam"
928,17-07-2024,69029,28547.0,2.9,"Tholi Ekadasi , Muharram , tirupati sri govindarajaswamy jyeshtabhishekam , Tirupati Sri Kapileswaraswamivari Pavithrotsavams"
929,18-07-2024,67223,24549.0,4.66,"Tirupati Sri Govindarajaswamy Jyeshtabhishekam , Tirupati Sri Kapileswaraswamivari Pavithrotsavams"
930,19-07-2024,65134,26100.0,4.27,Tirupati Sri Kapileswaraswamivari Pavithrotsavams
931,20-07-2024,83538,30267.0,4.25,Tirupati Sri Kapileswaraswamivari Pavithrotsavams
932,21-07-2024,75963,26956.0,3.99,"Purnima , Guru purnima, Vyasapuja"
933,22-07-2024,71939,26327.0,4.9,Vikhanasa Charyula Sathumora
934,23-07-2024,73332,25202.0,3.73,normal
935,24-07-2024,73023,26942.0,3.98,normal
936,25-07-2024,61699,25082.0,3.55,normal
937,26-07-2024,65980,27441.0,4.21,normal
938,27-07-2024,84173,32519.0,3.5,normal
939,28-07-2024,79327,25894.0,3.93,normal
940,29-07-2024,65874,23782.0,4.48,normal
941,30-07-2024,69937,22978.0,4.58,normal
942,31-07-2024,67916,23010.0,3.93,normal
943,01-08-2024,61465,21206.0,3.66,normal
944,02-08-2024,62540,24241.0,3.92,normal
945,03-08-2024,75140,28256.0,3.76,normal
946,04-08-2024,75356,21815.0,3.9,"Amavasya , Sri Chakrathalwar Varshatirunakshatram"
947,05-08-2024,63095,23127.0,3.72,normal
948,06-08-2024,66235,26730.0,3.7,normal
949,07-08-2024,75109,30285.0,3.4,"Andal Thiruvadipuram Sathumora ,  Pallavotsavam"
950,08-08-2024,63535,28685.0,3.81,Naga chaturthi
951,09-08-2024,65131,30998.0,4.66,Garuda Panchami 
952,10-08-2024,73313,39344.0,3.65,normal
953,11-08-2024,86604,31536.0,3.89,normal
954,12-08-2024,70728,29611.0,4.66,normal
955,13-08-2024,73246,28133.0,4.35,Mathursri Tarigonda Vengamamba vardanti
956,14-08-2024,72967,32421.0,5.26,Ankurarpanam
957,15-08-2024,76695,34395.0,3.9,"Tirumala Srivari Pavithrotsavam, Independence Day"
958,16-08-2024,62625,34462.0,3.63,"Tirumala Srivari Pavithrotsavam, Varalakshmi Vratham ,  Chathra Sthapana"
959,17-08-2024,77807,38340.0,4.02,Tirumala Srivari Pavithrotsavam
960,18-08-2024,77807,31222.0,4.21,normal
961,19-08-2024,71595,28981.0,3.89,"Sravana Upakarma ,  Purnima , Sri Hayagreeva Jayanthi , Sri Vikhanasa Jayanthi"
962,20-08-2024,73082,27972.0,4.46,Gayathrijapam
963,21-08-2024,74957,33066.0,4.12,normal
964,22-08-2024,63202,34057.0,4.37,normal
965,23-08-2024,69098,34707.0,3.56,normal
966,24-08-2024,79521,40152.0,3.87,normal
967,25-08-2024,84060,34985.0,4.01,normal
968,26-08-2024,76910,30320.0,4.26,Srikrishnashtami
969,27-08-2024,71153,25863.0,4.32,Gokulastami
970,28-08-2024,76772,30293.0,3.82,Utlu Utsavam
971,29-08-2024,62529,29730.0,4.51,normal
972,30-08-2024,65080,27394.0,3.8,normal
973,31-08-2024,81207,31414.0,4.53,normal
974,01-09-2024,74498,25355.0,4.06,normal
975,02-09-2024,63936,18697.0,4.55,normal
976,03-09-2024,57817,17592.0,3.53,Amavasya
977,04-09-2024,57390,20628.0,3.45,normal
978,05-09-2024,61142,21525.0,3.2,"Sri Varaha Jayanthi , Sri Balarama Jayanthi"
979,06-09-2024,58100,20817.0,3.39,normal
980,07-09-2024,83960,32342.0,2.96,Vinayaka Chavithi
981,08-09-2024,81178,25643.0,3.25,Rushi panchami
982,09-09-2024,67030,23476.0,3.6,normal
983,10-09-2024,62380,21405.0,3.95,normal
984,11-09-2024,67668,23157.0,3.56,normal
985,12-09-2024,63544,22942.0,3.37,normal
986,13-09-2024,60694,27350.0,3.78,normal
987,14-09-2024,80735,40524.0,3.19,normal
988,15-09-2024,85626,33138.0,4.13,"Sri Vamana Jayanthi , Tiruchanur Sri Padmavathi Ammavari Pavithrotsavam"
989,16-09-2024,76200,29492.0,4.61,Tiruchanur Sri Padmavathi Ammavari Pavithrotsavam
990,17-09-2024,72072,30384.0,4.16,"Anantha Padmanabha Vratham , Tiruchanur Sri Padmavathi Ammavari Pavithrotsavam"
991,18-09-2024,78690,26086.0,4.18,"Purnima , Tiruchanur Sri Padmavathi Ammavari Pavithrotsavam"
992,19-09-2024,68835,25883.0,4.96,normal
993,20-09-2024,73104,28330.0,3.25,normal
994,21-09-2024,82406,31151.0,3.68,normal
995,22-09-2024,82646,25437.0,4.57,normal
996,23-09-2024,65604,24266.0,3.85,normal
997,24-09-2024,67616,22759.0,3.89,normal
998,25-09-2024,77939,22668.0,3.5,normal
999,26-09-2024,61328,22033.0,3.84,normal
1000,27-09-2024,64158,24938.0,3.31,normal
1001,28-09-2024,71133,35502.0,3.28,normal
1002,29-09-2024,84066,29044.0,4.02,normal
1003,30-09-2024,66986,26163.0,5.05,normal
1004,01-10-2024,69300,21884.0,4.23,Koil Alwar Thirumanjanam
1005,02-10-2024,80613,24403.0,2.92,"Amavasya , Gandhi Jayanthi"
1006,03-10-2024,63376,25146.0,3.56,Ankurarpanam
1007,04-10-2024,54866,28657.0,2.6,"Tirumala Brahmotsavam, Tiruchanur Sri Padmavati Ammavari Navaratri Utsavams"
1008,05-10-2024,75552,35885.0,2.54,"Tirumala Brahmotsavam, Tiruchanur Sri Padmavati Ammavari Navaratri Utsavams"
1009,06-10-2024,86859,37173.0,3.63,"Tirumala Brahmotsavam, Tiruchanur Sri Padmavati Ammavari Navaratri Utsavams"
1010,07-10-2024,81481,38762.0,3.31,"Tirumala Brahmotsavam, Tiruchanur Sri Padmavati Ammavari Navaratri Utsavams"
1011,08-10-2024,82043,30100.0,4.1,"Tirumala Brahmotsavam, Tirumala Srivari Garudaseva , Tiruchanur Sri Padmavati Ammavari Navaratri Utsavams"
1012,09-10-2024,79753,29623.0,3.48,"Tirumala Brahmotsavam, Saraswati Pooja , Tiruchanur Sri Padmavati Ammavari Navaratri Utsavams"
