Unnamed: 0,Date,Piligrims,Tonsures,Hundi,Tirupati,Tirumala,VIP darshan,tirumala darshan,srinivasam complex,tirupati balaji.ap.gov.in,temperature,weekday,conditions,Special_day,condition_encoded
1007,04-10-2024,54866,28657.0,2.6,70,47,0,18,0,0,83.48,0,Moderate rain,"Tirumala Brahmotsavam  I day , Tiruchanur Sri Padmavati Ammavari Navaratri Utsavams",7
1008,05-10-2024,75552,35885.0,2.54,87,54,0,26,0,0,85.28,1,Light drizzle,"Tirumala Brahmotsavam II day , Tiruchanur Sri Padmavati Ammavari Navaratri Utsavams",3
1009,06-10-2024,86859,37173.0,3.63,68,44,0,19,0,0,84.74000000000001,1,Overcast,"Tirumala Brahmotsavam III day , Tiruchanur Sri Padmavati Ammavari Navaratri Utsavams",8
1010,07-10-2024,81481,38762.0,3.31,61,38,0,17,0,0,78.98,0,Moderate drizzle,"Tirumala Brahmotsavam IV day , Tiruchanur Sri Padmavati Ammavari Navaratri Utsavams",6
1011,08-10-2024,82043,30100.0,4.1,63,42,0,12,0,0,82.75999999999999,0,Light drizzle,"Tirumala Brahmotsavam V day , Tirumala Srivari Garudaseva , Tiruchanur Sri Padmavati Ammavari Navaratri Utsavams",3
1012,09-10-2024,79753,29623.0,3.48,65,36,0,13,0,0,79.52,0,Light drizzle,"Tirumala Brahmotsavam VI day , Saraswati Pooja , Tiruchanur Sri Padmavati Ammavari Navaratri Utsavams",3
1013,10-10-2024,60775,25288.0,3.88,61,33,0,15,0,0,77.53999999999999,0,Light rain,"Tirumala Brahmotsavam VII day , Tiruchanur Sri Padmavati Ammavari Navaratri Utsavams",4
1014,11-10-2024,71443,26948.0,2.52,61,39,0,19,0,0,80.42,0,Dense drizzle,"Tirumala Brahmotsavam VIII day , Durgashtami , Maharnavami , Tiruchanur Sri Padmavati Ammavari Navaratri Utsavams",1
1015,12-10-2024,73684,36482.0,2.72,65,41,0,13,0,0,79.88,1,Light rain,"Tirumala Brahmotsavam IX day , Vijayadasami , Tiruchanur Sri Padmavati Ammavari Navaratri Utsavams",4
1016,13-10-2024,86900,28739.0,2.56,66,37,0,23,0,0,79.34,1,Moderate drizzle,Baghsavari Utsavam,6
1017,14-10-2024,75361,28850.0,3.91,79,38,0,19,0,0,73.58000000000001,0,Moderate rain,normal,7
1018,15-10-2024,73891,24423.0,3.53,68,38,0,13,0,0,75.02,0,Moderate rain,normal,7
1019,16-10-2024,75371,24065.0,4.21,69,39,0,23,0,0,75.02,0,Heavy rain,normal,2
1020,17-10-2024,58637,21956.0,3.69,70,39,0,19,0,0,79.88,0,Moderate rain,Purnima,7
1021,18-10-2024,61576,23412.0,3.54,68,42,0,26,0,0,77.18,0,Moderate rain,normal,7
1022,19-10-2024,80741,31581.0,3.45,69,47,0,24,0,0,76.64,1,Moderate rain,normal,7
1023,20-10-2024,73926,23726.0,3.87,58,38,0,14,0,0,78.80000000000001,1,Light rain,Karva Chauth,4
1024,21-10-2024,64894,23355.0,3.82,63,37,0,22,0,0,78.44,0,Light rain,normal,4
1025,22-10-2024,64359,20711.0,3.59,61,45,0,33,0,0,78.80000000000001,0,Dense drizzle,normal,1
1026,23-10-2024,64447,25555.0,3.38,68,43,0,34,0,0,82.4,0,Moderate drizzle,normal,6
1027,24-10-2024,61004,20173.0,3.48,75,74,0,60,0,0,79.7,0,Moderate rain,normal,7
1028,25-10-2024,56501,21203.0,3.78,64,39,0,24,0,0,81.5,0,Overcast,normal,8
1029,26-10-2024,77844,27418.0,3.27,74,42,0,24,0,0,81.5,1,Overcast,normal,8
1030,27-10-2024,69333,22606.0,3.53,58,41,0,22,0,0,80.78,1,Moderate rain,normal,7
1031,28-10-2024,63729,20957.0,3.85,58,30,0,18,0,0,82.22,0,Partly cloudy,normal,9
1032,29-10-2024,59140,16937.0,3.31,57,28,0,16,0,0,83.12,0,Light drizzle,normal,3
1033,30-10-2024,59140,16211.0,4.37,55,33,0,17,0,0,80.96000000000001,0,Moderate rain,normal,7
1034,31-10-2024,63987,20902.0,2.66,46,27,100,15,0,0,80.96000000000001,0,Light drizzle,Deepavali Asthanam,3
1035,01-11-2024,67785,27753.0,2.38,57,38,0,20,0,0,78.62,0,Moderate drizzle,"Amavasya , kedaragowrivratham",6
1036,02-11-2024,88076,36829.0,3.52,69,44,0,24,0,0,78.44,1,Moderate drizzle,normal,6
1037,03-11-2024,84489,28871.0,3.76,62,37,0,19,0,0,79.34,1,Light drizzle,normal,3
1038,04-11-2024,74651,24712.0,4.14,58,33,0,20,0,0,78.62,0,Moderate drizzle,normal,6
1039,05-11-2024,68146,22667.0,4.23,59,36,0,22,0,0,80.24000000000001,0,Overcast,Nagulachavithi,8
1040,06-11-2024,66163,25299.0,3.86,54,30,0,16,0,0,80.06,0,Dense drizzle,normal,1
1041,07-11-2024,52643,24527.0,3.73,58,35,0,21,0,0,79.34,0,Light drizzle,Chhath Puja,3
1042,08-11-2024,64983,25324.0,3.49,61,37,0,19,0,0,79.52,0,Light drizzle,Ankurarpanam,3
1043,09-11-2024,73558,32675.0,3.79,71,41,0,22,0,0,78.62,1,Light drizzle,Tirumala Srivari Pushpa Yagam,3
1044,10-11-2024,82558,26415.0,3.45,59,37,0,18,0,0,77.9,1,Moderate drizzle,normal,6
1045,11-11-2024,73917,25161.0,4.82,60,33,0,17,0,0,78.98,0,Overcast,normal,8
1046,12-11-2024,61446,21374.0,3.81,64,35,0,18,0,0,74.12,0,Moderate rain,normal,7
1047,13-11-2024,66441,20639.0,4.12,60,36,0,24,0,0,73.4,0,Light rain,Kaisika Dwadasi,4
1048,14-11-2024,56711,19775.0,3.64,62,32,0,17,0,0,75.38,0,Moderate drizzle,Children's Day,6
1049,15-11-2024,61613,20291.0,3.12,60,37,0,22,0,0,76.46000000000001,0,Moderate rain,Purnima,7
1050,16-11-2024,73179,25602.0,4.03,70,42,0,23,0,0,74.66,1,Moderate drizzle,normal,6
1051,17-11-2024,71441,23595.0,3.87,61,38,0,18,0,0,77.36,1,Light drizzle,Kartheeka Vana Bhojanam,3
1052,18-11-2024,62085,21335.0,3.78,71,41,0,24,0,0,75.2,0,Light drizzle,normal,3
1053,19-11-2024,62248,18852.0,3.71,70,40,0,24,0,0,76.82,0,Overcast,normal,8
1054,20-11-2024,59231,22029.0,3.08,62,43,0,27,0,0,76.1,0,Light drizzle,normal,3
1055,21-11-2024,60803,21930.0,3.27,65,47,0,37,0,0,76.46000000000001,0,Overcast,normal,8
1056,22-11-2024,63731,22890.0,3.94,61,40,0,22,0,0,75.74000000000001,0,Overcast,normal,8
1057,23-11-2024,75147,28096.0,3.16,63,47,0,31,0,0,79.16,1,Overcast,normal,8
1058,24-11-2024,75737,23208.0,4.14,55,37,0,26,0,0,78.98,1,Overcast,normal,8
1059,25-11-2024,63637,24016.0,4.2,69,72,73,41,100,0,77.36,0,Overcast,Christmas Day,8
1060,26-11-2024,64525,19880.0,3.53,61,41,0,26,0,0,69.98,0,Light rain,normal,4
1061,27-11-2024,67626,22231.0,3.75,61,37,0,22,0,0,72.86,0,Light drizzle,normal,3
1062,28-11-2024,56952,21714.0,3.84,58,30,0,16,0,0,74.30000000000001,0,Overcast,"Sri Dhanvantari jayanthi , Tiruchanur Sri Padmavati Ammavari Brahmotsavams",8
1063,29-11-2024,62147,23096.0,3.77,62,39,0,25,0,0,72.86,0,Moderate drizzle,"Sri Dhanvantari jayanthi , Tiruchanur Sri Padmavati Ammavari Brahmotsavams",6
1064,30-11-2024,73169,25112.0,3.35,72,43,0,23,0,0,67.46000000000001,1,Moderate rain,"Sri Dhanvantari jayanthi , Tiruchanur Sri Padmavati Ammavari Brahmotsavams",7
1065,01-12-2024,67496,19064.0,3.33,65,40,0,15,0,0,70.52,1,Moderate rain,"Amavasya , Sri Dhanvantari jayanthi , Tiruchanur Sri Padmavati Ammavari Brahmotsavams",7
1066,02-12-2024,58607,19841.0,3.61,66,38,0,16,0,0,73.58000000000001,0,Light rain,"Sri Padmavathi Ammavari Gaja Vahanaseva , Sri Dhanvantari jayanthi , Tiruchanur Sri Padmavati Ammavari Brahmotsavams",4
1067,03-12-2024,60301,20222.0,3.32,65,38,0,21,0,0,76.64,0,Moderate drizzle,"Sri Dhanvantari jayanthi , Tiruchanur Sri Padmavati Ammavari Brahmotsavams",6
1068,04-12-2024,65265,21384.0,3.27,62,34,0,27,0,0,76.1,0,Light rain,"Sri Dhanvantari jayanthi , Tiruchanur Sri Padmavati Ammavari Brahmotsavams",4
1069,05-12-2024,46957,21560.0,2.97,60,30,0,18,0,0,76.82,0,Moderate drizzle,"Sri Dhanvantari jayanthi , Tiruchanur Sri Padmavati Ammavari Brahmotsavams",6
1070,06-12-2024,75782,26057.0,2.97,60,36,0,20,0,0,78.25999999999999,0,Light drizzle,"Sri Padmavathi Ammavari Panchami Theertham , Sri Dhanvantari jayanthi , Tiruchanur Sri Padmavati Ammavari Brahmotsavams",3
1071,07-12-2024,78569,28193.0,3.54,64,36,0,19,0,0,78.62,1,Moderate drizzle,Sri Padmavathi Ammavari Pushpayagam,6
1072,08-12-2024,73107,22721.0,3.58,57,37,0,21,0,0,77.36,1,Overcast,normal,8
1073,09-12-2024,67124,24069.0,3.77,60,37,0,24,0,0,77.72,0,Light drizzle,normal,3
1074,10-12-2024,67284,19064.0,4.27,57,37,0,19,0,0,77.18,0,Light drizzle,normal,3
1075,11-12-2024,65887,25725.0,3.88,59,34,0,21,0,0,71.42,0,Dense drizzle,Sri Gita Jayanti,1
1076,12-12-2024,61178,22464.0,3.85,64,41,0,17,0,0,68.72,0,Moderate rain,Sri Chakratheertha Mukkoti,7
1077,13-12-2024,63722,22225.0,3.77,70,39,0,21,0,0,73.75999999999999,0,Light drizzle,Kruthika Deepotsavam in Kapileswaraswami Temple,3
1078,14-12-2024,72962,30645.0,3.37,66,46,0,21,0,0,73.94,1,Overcast,normal,8
1079,15-12-2024,66160,22724.0,3.47,58,42,0,22,0,0,73.22,1,Overcast,"Kartheeka Parva Deepotsavam , Purnima",8
1080,16-12-2024,62112,22541.0,3.36,67,40,0,27,0,0,73.03999999999999,0,Overcast,Dhanurmasam Begins,8
1081,17-12-2024,63598,20102.0,3.59,71,41,0,23,0,0,75.92,0,Light drizzle,normal,3
1082,18-12-2024,70457,22152.0,4.16,66,44,0,32,0,0,75.56,0,Moderate rain,normal,7
1083,19-12-2024,58165,20377.0,3.6,71,43,0,25,0,0,75.56,0,Dense drizzle,normal,1
1084,20-12-2024,65299,20297.0,3.75,64,46,0,28,0,0,78.25999999999999,0,Light drizzle,normal,3
1085,21-12-2024,72411,27677.0,3.44,72,63,0,37,0,0,79.34,1,Light drizzle,normal,3
1086,22-12-2024,77260,24223.0,4.12,70,51,0,38,0,91,78.25999999999999,1,Overcast,normal,8
1087,23-12-2024,65656,24360.0,4.15,79,73,0,70,0,0,77.53999999999999,0,Overcast,normal,8
1088,24-12-2024,67209,22708.0,4.23,100,98,98,100,0,0,73.58000000000001,0,Moderate drizzle,normal,6
1089,25-12-2024,73301,26242.0,4.14,82,61,0,41,0,0,75.38,0,Light drizzle,normal,3
1090,26-12-2024,59584,24905.0,4.18,91,100,0,73,0,0,73.4,0,Moderate drizzle,normal,6
1091,27-12-2024,66715,24503.0,4.06,79,55,0,39,0,0,70.88,0,Moderate rain,normal,7
1092,28-12-2024,78414,26100.0,3.45,76,50,0,28,0,0,76.46000000000001,1,Overcast,normal,8
1093,29-12-2024,84950,21098.0,3.8,64,42,0,23,0,0,76.28,1,Overcast,normal,8
1094,30-12-2024,68298,16544.0,4.1,68,42,0,26,0,0,74.66,0,Light drizzle,"Adhyanotsavam Begins in Tirumala , Amavasya",3
1095,31-12-2024,62495,19298.0,3.8,68,35,0,15,0,0,76.1,0,Overcast,normal,8
