Unnamed: 0,Date,Piligrims,Tonsures,Hundi,Tirupati,Tirumala,VIP darshan,tirumala darshan,srinivasam complex,tirupati balaji.ap.gov.in,temperature,weekday,conditions,Special_day,condition_encoded
0,01-01-2022,36560,14084.0,2.15,43,23,16,9,0,0,71.6,1,Light drizzle,New Years Day,3
1,02-01-2022,38894,12270.0,3.93,41,25,14,9,0,0,74.84,1,Overcast,"Amavasya, Sravanam, Tirupati Sri G.T Adhyayanotsavam Begins",8
2,03-01-2022,31776,16046.0,2.69,40,19,0,5,0,7,73.22,0,Moderate drizzle,"Maha Sivaratri, Tirupati Sri KT Nandi Vahanam",6
3,04-01-2022,31523,14692.0,2.45,45,17,22,16,0,0,73.75999999999999,0,Overcast,Amavasya,8
4,05-01-2022,32044,17558.0,2.61,32,14,21,10,0,7,73.94,0,Overcast,May Day,8
5,06-01-2022,29652,14916.0,2.75,33,13,0,3,25,8,75.2,0,Overcast,"Buddha Jayanthi, Karvetinagaram Sri VGS Pushpayagam",8
6,07-01-2022,62856,22115.0,2.21,40,19,0,7,0,7,75.74000000000001,0,Overcast,normal,8
7,08-01-2022,33619,15769.0,2.42,36,20,11,11,0,0,75.2,1,Light drizzle,Naga Chaturthi,3
8,09-01-2022,32235,15003.0,3.19,33,15,0,9,21,0,76.46000000000001,1,Overcast,Rushi Panchami,8
9,10-01-2022,32242,15715.0,2.71,35,15,0,8,0,8,76.1,0,Overcast,Tirumala Sri TT Garuda Sava,8
10,11-01-2022,23744,12017.0,2.5,32,16,32,7,25,13,76.82,0,Light drizzle,"Sravanam, Tirumala Sri TT Pushpa Yagam",3
11,12-01-2022,25524,13052.0,1.59,34,19,0,9,0,0,77.0,0,Light drizzle,normal,3
12,13-01-2022,46118,10594.0,4.09,30,18,17,11,0,0,76.82,0,Light rain,"Vaikunta Ekadasi, Sri T.T Vaikunta Dwara Darsanam Begins, Krittika,",4
13,14-01-2022,37304,9645.0,2.13,25,14,0,6,44,12,76.64,0,Light drizzle,Bhogi,3
14,15-01-2022,34375,11156.0,2.92,30,15,0,11,41,0,73.94,1,Moderate drizzle,"Makara Sankranthi, Sanitrayodashi",6
15,16-01-2022,35642,11178.0,2.77,27,16,20,3,47,0,72.86,1,Light drizzle,"Kanuma, Sri Godadevi Parinayotsavam",3
16,17-01-2022,35333,12252.0,2.52,29,13,0,8,0,0,70.88,0,Moderate drizzle,"Purnima, Punarvasu, Sri Ramakrishna Teertha Mukkoti",6
17,18-01-2022,33971,11356.0,2.62,30,13,34,2,0,0,72.68,0,Moderate drizzle,normal,6
18,19-01-2022,34187,13279.0,2.11,29,16,0,7,0,12,75.74000000000001,0,Overcast,normal,8
19,20-01-2022,36092,13738.0,2.58,32,18,0,12,23,0,78.44,0,Overcast,normal,8
20,21-01-2022,39440,13692.0,2.53,34,21,0,12,0,0,84.2,0,Overcast,normal,8
21,22-01-2022,45481,15909.0,2.33,39,25,0,12,0,0,84.2,1,Overcast,Sri T.T Vaikunta Dwara Darshanam Ends,8
22,23-01-2022,27895,13631.0,3.48,34,19,0,17,0,0,82.4,1,Overcast,normal,8
23,24-01-2022,27223,14624.0,1.87,32,18,15,12,17,8,79.88,0,Overcast,normal,8
24,25-01-2022,28745,13553.0,2.14,33,18,17,16,32,0,79.52,0,Moderate drizzle,normal,6
25,26-01-2022,27446,13403.0,1.77,34,21,15,20,0,10,73.75999999999999,0,Light drizzle,Republic Day. Sri T.T Adhyayanotsavam Ends,3
26,27-01-2022,27536,13635.0,2.09,36,21,0,10,0,42,72.5,0,Light drizzle,normal,3
27,28-01-2022,24888,12650.0,2.1,60,54,35,45,0,76,74.12,0,Light drizzle,Ekadasi,3
28,29-01-2022,28234,12466.0,2.3,66,61,12,61,0,89,73.03999999999999,1,Overcast,normal,8
29,30-01-2022,27896,11135.0,2.41,39,20,0,13,58,10,76.46000000000001,1,Light drizzle,Masasivaratri,3
30,31-01-2022,26401,12401.0,2.18,37,20,13,12,0,21,80.78,0,Overcast,normal,8
31,01-02-2022,29496,12210.0,1.97,37,18,0,16,0,17,80.06,0,Overcast,"Amavasya, Tirumala Sri T.T Adhyayanotsavam Begins",8
32,02-02-2022,29026,15110.0,2.18,34,18,0,9,21,0,79.16,0,Overcast,normal,8
33,03-02-2022,31167,15701.0,1.83,36,17,0,16,0,10,79.34,0,Partly cloudy,"Amavasya, Tirupati Sri KT Kalyanotsavam",9
34,04-02-2022,28410,14831.0,2.08,40,18,15,13,17,12,81.86,0,Overcast,Ugadi,8
35,05-02-2022,34632,16399.0,2.19,41,19,0,7,66,0,80.42,1,Overcast,Krittika,8
36,06-02-2022,33737,13954.0,2.82,36,22,10,11,0,0,77.36,1,Overcast,normal,8
37,07-02-2022,35516,13797.0,2.53,37,17,0,12,0,13,79.52,0,Overcast,normal,8
38,08-02-2022,30172,10829.0,2.22,39,21,0,8,0,0,79.34,0,Overcast,"Garuda Panchami, Tirumala Sri TT Garuda Sava, Vayalpadu Sri PRS Pattabhishekam Begins",8
39,09-02-2022,32092,29985.0,2.45,35,20,11,13,0,0,78.08000000000001,0,Overcast,normal,8
40,10-02-2022,32894,15770.0,2.65,29,14,13,7,0,0,79.16,0,Overcast,"Gandhi Jayanti, Tirumala Sri TTSwarna Ratham, Saraswathi Puja",8
41,11-02-2022,32894,14359.0,2.55,40,22,0,21,0,19,78.25999999999999,0,Overcast,normal,8
42,12-02-2022,36333,17174.0,2.63,42,26,0,25,22,0,78.62,1,Overcast,normal,8
43,13-02-2022,33356,16259.0,2.73,36,23,19,17,31,8,78.08000000000001,1,Overcast,normal,8
44,14-02-2022,64425,29476.0,2.65,41,23,8,15,15,0,79.7,0,Overcast,Punarvasu,8
45,15-02-2022,31794,16731.0,2.58,44,25,22,18,20,0,79.34,0,Overcast,normal,8
46,16-02-2022,39691,18303.0,2.23,43,27,14,18,0,0,80.42,0,Overcast,"Purnima, Tirupati Sri G.T Float Ends, Sri Kumaradhara Teertha Mukkoti",8
47,17-02-2022,39335,18834.0,3.01,43,24,12,14,0,0,78.98,0,Overcast,normal,8
48,18-02-2022,35584,18608.0,2.85,47,27,17,15,40,0,80.24000000000001,0,Light drizzle,normal,3
49,19-02-2022,41463,21975.0,2.46,50,26,8,24,0,15,79.52,1,Overcast,normal,8
50,20-02-2022,41390,20527.0,3.06,46,26,0,23,0,5,83.84,1,Overcast,Srinivasa Mangapuram Sri KVS Brahmotsavam Begins,8
51,21-02-2022,39619,21846.0,3.4,47,28,9,17,0,6,88.7,0,Overcast,normal,8
52,22-02-2022,38000,17778.0,3.1,46,30,26,29,52,12,85.1,0,Overcast,Tirupati Sri KT Brahmotsavam Begins,8
53,23-02-2022,37216,22009.0,2.72,100,100,60,100,30,100,81.32,0,Overcast,normal,8
54,24-02-2022,53740,26977.0,3.21,59,38,0,24,0,13,80.42,0,Overcast,"Sri G.T Adhyayanotsavam Ends, Srinivasa Mangapuram Sri KVS Garuda Seva",8
55,25-02-2022,56559,28751.0,5.41,58,32,30,20,33,12,82.4,0,Overcast,normal,8
56,26-02-2022,65704,33187.0,3.67,58,38,16,25,0,13,80.06,1,Overcast,normal,8
57,27-02-2022,68095,29050.0,3.94,53,39,30,19,54,0,80.96000000000001,1,Overcast,"Ekadasi, Srinivasa Mangapuram, Sri KVS Rathotsavam",8
58,28-02-2022,55532,25114.0,4.33,57,44,17,26,36,16,82.75999999999999,0,Partly cloudy,"Sravanam, Srinivasa Mangapuram Sri KVS Brahmotsavam Ends",9
59,01-03-2022,53163,20651.0,4.51,47,27,20,15,20,0,84.2,0,Overcast,normal,8
60,02-03-2022,46172,19395.0,3.33,47,28,25,12,20,0,84.56,0,Overcast,normal,8
61,03-03-2022,50511,22089.0,3.63,47,27,26,13,13,0,81.14,0,Overcast,Tirupati Sri KT Brahmotsavam Ends,8
62,04-03-2022,56686,27997.0,2.93,54,25,26,11,28,0,83.12,0,Overcast,"Matsya Jayanti, Tirupati Sri Kodanda Rama Swamy Temple Garuda Seva",8
63,05-03-2022,67750,30192.0,3.13,49,32,27,16,0,22,82.22,1,Overcast,"Rohini, Parasurama Jayanthi, Akshaya Tritheeya",8
64,06-03-2022,61052,27500.0,4.57,49,24,24,12,20,0,79.16,1,Moderate drizzle,Punarvasu,6
65,07-03-2022,57904,26877.0,4.06,49,26,51,16,0,0,82.58000000000001,0,Overcast,Srinivasa Mangapuram Sri KVS Sakshatkara Vaibhavotsavam Begins,8
66,08-03-2022,58561,25401.0,4.01,49,22,12,11,17,0,85.82,0,Mainly clear,Kalki Jayanthi,5
67,09-03-2022,59086,28701.0,3.81,46,24,0,12,0,0,86.9,0,Overcast,normal,8
68,10-03-2022,61620,28988.0,4.36,48,23,32,13,48,6,86.18,0,Overcast,Durgastami,8
69,11-03-2022,65192,32592.0,4.41,51,26,18,9,0,0,86.9,0,Clear sky,"Narayanavanam Sri KVS Float Begins, Yajnavalkya Jayanthi",0
70,12-03-2022,71069,34741.0,4.45,55,28,21,8,0,0,87.08000000000001,1,Overcast,normal,8
71,13-03-2022,74167,33976.0,4.52,48,25,49,15,0,0,87.08000000000001,1,Overcast,"Tirumala Sri TT Float Begins, Punarvasu",8
72,14-03-2022,61982,27400.0,3.88,47,22,0,12,0,0,88.16,0,Overcast,Ekadasi,8
73,15-03-2022,61654,25920.0,4.25,48,22,0,14,13,0,90.14,0,Overcast,normal,8
74,16-03-2022,64368,31179.0,4.52,49,23,25,11,0,0,91.94,0,Overcast,normal,8
75,17-03-2022,66577,31471.0,3.97,53,26,19,15,0,4,93.56,0,Overcast,"Tirumala Sri TT Float Ends, Holi",8
76,18-03-2022,66763,33133.0,4.29,52,32,0,19,13,17,94.28,0,Overcast,"Thumburu Teertha Mukkoti, Purnima, Lakshmi Jayanthi",8
77,19-03-2022,72265,34517.0,4.59,62,40,13,23,0,9,92.66,1,Overcast,normal,8
78,20-03-2022,70408,34932.0,4.63,71,51,28,37,0,97,90.14,1,Overcast,normal,8
79,21-03-2022,64425,29476.0,4.51,90,82,24,52,17,71,93.38,0,Light rain,normal,4
80,22-03-2022,69711,30871.0,4.41,75,53,12,27,46,63,87.25999999999999,0,Light drizzle,normal,3
81,23-03-2022,64986,33200.0,4.28,69,42,12,25,19,21,89.24000000000001,0,Moderate drizzle,normal,6
82,24-03-2022,63042,31218.0,4.18,60,40,15,13,23,28,88.16,0,Overcast,"Nagulapuram Sri VNS Surya Puja, Float Begins",8
83,25-03-2022,65418,33451.0,4.41,59,38,20,12,23,20,88.16,0,Overcast,normal,8
84,26-03-2022,69897,38099.0,3.92,79,71,15,30,100,47,88.34,1,Overcast,normal,8
85,27-03-2022,71167,34688.0,4.46,59,40,24,15,17,0,89.78,1,Mainly clear,normal,5
86,28-03-2022,64425,29476.0,4.43,52,36,19,22,21,4,90.86,0,Mainly clear,"Ekadasi, Sravanam, Srinivasa Mangapuram Sri KVS Pushpayagam, Nagulapuram Sri VNS Surya Puja, Float Ends",5
87,29-03-2022,54396,29334.0,4.37,52,33,13,14,0,0,93.02,0,Overcast,Annamacharya Vardhanthi,8
88,30-03-2022,61224,33930.0,4.02,50,31,26,21,0,14,91.58,0,Overcast,"Masasivaratri, Tirupati Sri Kodanda Rama Temple Brahmotsavam Begins",8
89,31-03-2022,54273,28089.0,4.08,49,28,9,13,0,4,93.74,0,Overcast,normal,8
90,01-04-2022,56958,26029.0,3.35,55,28,15,16,0,6,90.5,0,Mainly clear,normal,5
91,02-04-2022,62925,33893.0,4.27,57,31,14,18,13,10,90.14,1,Light drizzle,normal,3
92,03-04-2022,71034,32291.0,3.38,56,32,35,11,19,12,90.14,1,Overcast,normal,8
93,04-04-2022,66112,35727.0,4.64,56,30,18,14,11,4,89.78,0,Light drizzle,normal,3
94,05-04-2022,61654,25920.0,4.35,52,28,8,10,16,0,89.24000000000001,0,Overcast,normal,8
95,06-04-2022,68009,39518.0,4.1,53,27,24,14,14,0,91.22,0,Overcast,normal,8
96,07-04-2022,65840,34135.0,4.19,55,27,36,14,14,0,91.22,0,Overcast,normal,8
97,08-04-2022,60790,35106.0,4.36,57,31,0,21,22,19,89.42,0,Overcast,Vayalpadu Sri PRS Pattabhishekam Ends,8
98,09-04-2022,70727,38970.0,3.88,62,32,11,17,0,0,89.78,1,Overcast,normal,8
99,10-04-2022,66593,31206.0,3.79,51,32,33,16,0,0,89.24000000000001,1,Overcast,"Mahanavami , Tirumala Sri TT Rathotsavam",8
100,11-04-2022,63223,34547.0,4.72,56,25,9,14,0,6,88.7,0,Overcast,"Ekadasi, Chaturmasyam Ends",8
101,12-04-2022,72567,40468.0,4.32,54,31,35,25,0,6,89.78,0,Light drizzle,"Gita Jayanthi, Ekadasi",3
102,13-04-2022,88748,38558.0,4.82,59,33,17,14,0,0,87.08000000000001,0,Light rain,normal,4
103,14-04-2022,82722,33678.0,5.11,58,32,24,12,0,7,89.24000000000001,0,Light drizzle,"Tamil New Year?s Day, DR. B.R Ambedkar Jayanthi. Sri TT Vasanthotsavam Begins, Vayalpadu Sri PRS Brahmotsavam Ends, Tirupati SRI KRT Float Begins",3
104,15-04-2022,75110,34241.0,4.0,57,30,0,13,0,8,92.84,0,Overcast,Vontimatta Sri Kodandaramaswamy Temple Pushpayagam,8
105,16-04-2022,76746,31574.0,4.62,58,31,26,12,0,8,95.54,1,Overcast,normal,8
106,17-04-2022,68299,26421.0,4.9,56,26,23,18,13,0,91.04,1,Overcast,normal,8
107,18-04-2022,64157,29720.0,3.84,56,25,39,11,0,8,88.88,0,Moderate drizzle,normal,6
108,19-04-2022,67858,28536.0,4.15,46,24,27,12,0,0,91.04,0,Dense drizzle,normal,1
109,20-04-2022,66745,30780.0,5.14,50,25,21,11,0,7,90.86,0,Overcast,normal,8
110,21-04-2022,61278,30585.0,4.32,48,23,0,14,32,10,90.14,0,Overcast,normal,8
111,22-04-2022,63084,28563.0,3.12,51,27,13,16,30,0,88.52,0,Overcast,normal,8
112,23-04-2022,71069,34741.0,3.75,57,30,42,12,12,5,90.68,1,Overcast,normal,8
113,24-04-2022,75438,29440.0,4.28,54,27,19,11,0,6,94.1,1,Overcast,"Sravanam, Nagulapuram Sri VNS Brahmotsavam Ends",8
114,25-04-2022,65763,33758.0,4.29,57,30,10,17,0,6,94.28,0,Mainly clear,normal,5
115,26-04-2022,67681,31738.0,4.54,54,32,14,17,44,22,94.46,0,Mainly clear,normal,5
116,27-04-2022,75078,34674.0,4.34,51,28,14,15,28,9,95.0,0,Mainly clear,Ekadasi,5
117,28-04-2022,64380,31204.0,4.75,54,28,13,13,32,6,95.0,0,Mainly clear,normal,5
118,29-04-2022,65725,30346.0,4.54,56,28,25,18,29,0,97.52,0,Overcast,Masa Shivratri,8
119,30-04-2022,75010,31116.0,3.59,60,36,37,15,0,5,99.5,1,Overcast,Amavasya,8
120,01-05-2022,72904,30702.0,4.7,57,31,15,13,0,8,97.16,1,Overcast,Sravanam,8
121,02-05-2022,65756,34774.0,4.6,54,25,22,14,0,7,97.52,0,Overcast,Vasantha Panchami,8
122,03-05-2022,61654,25920.0,4.3,53,27,7,16,20,10,95.72,0,Light drizzle,normal,3
123,04-05-2022,69603,30434.0,3.84,49,25,13,12,0,0,93.74,0,Moderate drizzle,Krittika,6
124,05-05-2022,59528,29995.0,3.91,50,23,14,8,0,5,88.52,0,Heavy rain,Sri Ramanuja Jayanthi,2
125,06-05-2022,63265,31217.0,3.5,51,24,9,10,0,9,91.94,0,Overcast,Tirupati Sri Govindaraja Swamy Temple Brahmotsavam Begins,8
126,07-05-2022,76324,38710.0,4.73,60,29,33,12,0,0,91.94,1,Overcast,"Tirupati Sri Govindarajaswamy Pushpa Yagam, Srinivasa Mangapuram Sri KVS Sakshatkara Vaibhavolsavam Ends",8
127,08-05-2022,75876,32164.0,4.64,49,27,11,15,0,0,93.02,1,Light rain,Varalakshmi Vratham,4
128,09-05-2022,69154,29617.0,4.27,54,25,20,13,21,4,88.7,0,Overcast,"Teachers? Day, Tirupati Sri GT Pavitrotsavam Begins",8
129,10-05-2022,61090,26316.0,4.52,49,27,0,12,0,0,81.14,0,Moderate drizzle,"Sravanam, Vijayadasami, Tirumala Sri TT Brahmotsavam Ends, Tiruchanoor Sri PAT Navarathri Ends",6
130,11-05-2022,61863,30135.0,3.72,51,25,12,11,0,0,75.92,0,Dense drizzle,"Kaisika Dwadasi, Ksheerabdhi Dwadasi",1
131,12-05-2022,61087,30271.0,3.39,48,23,33,11,0,15,77.18,0,Heavy rain,Chakrateertha Mukkoti,2
132,13-05-2022,62001,32303.0,4.03,50,27,31,12,0,0,80.96000000000001,0,Heavy rain,"Hrishikesh, Narayanavanam Kalyana Venkateswara Swamy Temple Begins",2
133,14-05-2022,81107,43531.0,3.21,55,25,38,14,0,0,85.64,1,Moderate rain,"Nrusimha Jayanthi, Tiruchanoor Sri PAT Vasantotsavam Begins",7
134,15-05-2022,81720,34266.0,3.19,55,27,12,16,16,0,84.2,1,Moderate rain,"Sri Koorma Jayanthi, Sri Tarigonda Vengamamba Jayanthi",7
135,16-05-2022,72567,34718.0,3.21,55,28,35,3,0,0,83.12,0,Moderate rain,"Annamacharya Jayanthi, Pumima, Tirupati Sri KT Patra Pushpayagam",7
136,17-05-2022,75400,32223.0,4.02,53,25,9,9,13,5,83.12,0,Moderate rain,"Tirupati Gangajatara Ends, Tiruchanoor Sri PAT Vasantotsavam Ends",7
137,18-05-2022,74389,38007.0,4.35,53,29,17,15,16,0,81.68,0,Moderate rain,normal,7
138,19-05-2022,67625,34584.0,4.05,54,26,12,10,0,0,81.68,0,Moderate drizzle,Srinivasa Mangapuram Sri KVS Vasantotsavam Begins,6
139,20-05-2022,71119,37256.0,3.91,61,32,26,18,0,12,82.4,0,Light drizzle,normal,3
140,21-05-2022,83739,46187.0,4.2,77,52,0,34,0,30,82.4,1,Overcast,"Hrishikesh, Narayanavanam Sri Kalyana Venkateswara Swamy Temple Ends, Sravanam, Nagulapuram Sri VNS Pushpayagam, Srinivasa Mangapuram Sri KVS Vasantotsavam Ends",8
141,22-05-2022,70848,29957.0,4.65,64,32,0,26,0,0,85.1,1,Overcast,normal,8
142,23-05-2022,75324,35086.0,5.03,58,34,17,18,34,6,86.53999999999999,0,Overcast,Karvetinagaram Sri Rukmani Sathyabama Sametha Sri Venugopala Swamy Temple Brahmotsavam Begins,8
143,24-05-2022,75759,31050.0,4.41,60,38,11,16,15,15,86.9,0,Overcast,normal,8
144,25-05-2022,75759,39208.0,5.43,52,34,15,20,0,7,87.25999999999999,0,Light rain,Hanuman Jayanthi,4
145,26-05-2022,72758,40504.0,4.83,64,38,0,22,13,12,88.16,0,Moderate rain,"Ekadasi, Mahee Jayanthi",7
146,27-05-2022,73358,41900.0,4.11,63,32,29,19,0,0,87.62,0,Overcast,normal,8
147,28-05-2022,89318,48539.0,3.76,67,37,36,24,0,6,88.88,1,Mainly clear,Masa Shivratri,5
148,29-05-2022,90885,35707.0,4.18,59,34,32,23,13,11,89.6,1,Light drizzle,"Krittika, Kartari Ends",3
149,30-05-2022,74823,31159.0,4.51,63,38,41,16,34,27,90.14,0,Overcast,"Karvetinagaram Sri VGS Rathotsavam, Amavasya",8
150,31-05-2022,69848,28716.0,4.34,59,34,8,17,0,13,88.7,0,Light drizzle,"Rohini, Karvetinagaram Sri Rukmani Sathyabama Sametha Sri Venugopala Swamy Temple Brahmotsavam Ends",3
151,01-06-2022,71914,37234.0,4.39,52,29,14,18,13,11,90.5,0,Moderate drizzle,normal,6
152,02-06-2022,66001,38831.0,4.01,54,29,40,9,0,0,91.22,0,Moderate drizzle,normal,6
153,03-06-2022,71196,36936.0,3.45,57,28,28,13,0,8,93.56,0,Light rain,normal,4
154,04-06-2022,90165,43362.0,4.18,65,32,20,14,37,9,94.28,1,Moderate rain,"Rohini, Vayalpadu Sri PRS Brahmotsavam Begins, Tirupati Sri KRT Rathotsavam",7
155,05-06-2022,78188,35427.0,3.94,64,31,15,14,0,0,92.84,1,Moderate drizzle,Sri Sankara Jayanthi,6
156,06-06-2022,76921,39568.0,4.4,55,28,16,10,0,0,88.88,0,Moderate drizzle,normal,6
157,07-06-2022,76425,36053.0,4.15,56,27,31,12,27,0,87.80000000000001,0,Moderate rain,normal,7
158,08-06-2022,75345,36091.0,4.52,52,27,36,14,0,5,88.88,0,Moderate drizzle,Tangonda Vengamamba Vardanti,6
159,09-06-2022,70019,36124.0,3.52,52,25,12,16,0,0,90.32,0,Light drizzle,Ekadasi,3
160,10-06-2022,67949,39837.0,3.7,61,29,16,10,43,7,91.04,0,Light drizzle,"Tirumala Sri TT Back Savari Utsavam, Ekadasi",3
161,11-06-2022,87698,48804.0,3.88,66,33,38,19,0,7,89.78,1,Light drizzle,normal,3
162,12-06-2022,93400,39451.0,3.75,59,29,18,17,0,6,89.78,1,Light drizzle,Tirupati Sri KT Krittika Deepotsavam,3
163,13-06-2022,78602,42423.0,4.32,53,30,38,13,0,0,88.34,0,Moderate drizzle,Tirupati Sri Govindaraja Swamy Temple Brahmotsavam Ends,6
164,14-06-2022,79103,37292.0,4.42,51,28,19,17,0,5,87.98,0,Moderate rain,"Tirumala Sri TT Jyestabhishekam Ends. Eruvaka Purnima, Tiruchanoor Sri PAT Float Ends",7
165,15-06-2022,77326,38742.0,4.36,53,31,26,21,17,0,83.66,0,Moderate rain,normal,7
166,16-06-2022,73371,39924.0,4.14,54,28,18,15,0,0,84.02,0,Light rain,normal,4
167,17-06-2022,76407,39938.0,4.28,57,28,0,15,0,9,82.4,0,Moderate drizzle,normal,6
168,18-06-2022,84982,46679.0,4.42,66,32,37,17,39,0,83.30000000000001,1,Light drizzle,"Sravanam, Appalayagunta Sri Prasanna Venkateswara Swamy Temple Brahmotsavam Ends",3
169,19-06-2022,90471,37039.0,4.13,55,27,21,15,0,0,82.94,1,Moderate drizzle,normal,6
170,20-06-2022,76597,37759.0,4.47,58,29,19,18,0,6,84.2,0,Moderate drizzle,Tiruchanoor Sri PAT Sundararaja Swamy Avatarotsavam Begins,6
171,21-06-2022,74906,36138.0,4.07,56,27,37,19,0,5,81.68,0,Moderate drizzle,normal,6
172,22-06-2022,75472,38335.0,3.87,55,27,39,17,0,6,83.30000000000001,0,Moderate rain,Tiruchanoor Sri PAT Sundararaja Swamy Avatarotsavam Ends,7
173,23-06-2022,68873,38952.0,4.44,55,27,16,10,0,5,81.5,0,Light rain,normal,4
174,24-06-2022,71589,41240.0,4.3,63,32,28,22,15,0,82.22,0,Light rain,Ekadasi,4
175,25-06-2022,71069,34741.0,4.27,68,36,11,10,38,7,84.56,1,Dense drizzle,normal,1
176,26-06-2022,88613,36153.0,4.24,59,30,58,22,25,17,84.92,1,Light drizzle,Krittika,3
177,27-06-2022,74288,36473.0,4.46,64,40,34,26,0,33,83.30000000000001,0,Overcast,"Rohini, Masa Shivratri",8
178,28-06-2022,77154,30182.0,4.62,59,34,0,18,48,12,81.86,0,Overcast,Amavasya,8
179,29-06-2022,70134,30059.0,4.26,54,34,65,19,17,19,85.46000000000001,0,Moderate drizzle,normal,6
180,30-06-2022,65898,33686.0,3.66,57,29,16,13,12,15,86.36,0,Light drizzle,Punarvasu,3
181,01-07-2022,64628,41613.0,3.47,58,31,34,22,41,8,85.1,0,Dense drizzle,normal,1
182,02-07-2022,88026,50652.0,4.34,66,35,25,22,0,6,86.18,1,Moderate drizzle,normal,6
183,03-07-2022,88682,37447.0,4.09,59,34,26,18,0,0,86.9,1,Moderate drizzle,normal,6
184,04-07-2022,77907,38267.0,6.18,61,28,0,19,19,15,80.96000000000001,0,Overcast,Tirupati Sri Kodanda Rama Swamy Temple Brahmotsavam Ends,8
185,05-07-2022,73439,34490.0,4.35,59,29,24,22,0,0,80.96000000000001,0,Light drizzle,"Punarvasu, Tirupati Sri KRT Pushpayagam",3
186,06-07-2022,76418,38629.0,4.73,61,37,27,19,17,16,74.48,0,Dense drizzle,normal,1
187,07-07-2022,75407,35535.0,4.56,65,40,28,27,0,29,78.62,0,Light rain,normal,4
188,08-07-2022,73016,37068.0,4.09,68,43,0,23,0,22,78.62,0,Dense drizzle,Tirumala Sri TT Pavitrotsavam begins,1
189,09-07-2022,87478,48692.0,4.53,72,46,18,30,30,11,80.06,1,Moderate drizzle,Vamana Jayanthi,6
190,10-07-2022,89013,37698.0,4.39,69,34,18,17,0,0,78.98,1,Light drizzle,normal,3
191,11-07-2022,62141,33880.0,5.58,62,32,30,22,18,11,80.78,0,Light drizzle,"Narayanavanam Sri KVS Float Ends, Karteeka Jwala Thoranam",3
192,12-07-2022,74212,25920.0,5.05,58,33,25,25,17,0,82.94,0,Dense drizzle,"Tirumala Sri Tr Karteeka Deepotsavam, Krittika, Sri Datta Jayanthi",1
193,13-07-2022,71289,33210.0,3.71,59,28,12,8,0,0,82.94,0,Light drizzle,"Guru Purnima, Vyasa Purnima",3
194,14-07-2022,74304,31880.0,5.45,54,30,35,18,32,10,85.1,0,Moderate drizzle,normal,6
195,15-07-2022,72195,35967.0,4.24,59,34,37,11,0,7,87.44,0,Moderate drizzle,Sravanam. Appalayagunta Sri PVS Pushpayagam,6
196,16-07-2022,84885,41211.0,4.35,67,30,17,15,15,0,85.1,1,Moderate rain,normal,7
197,17-07-2022,73387,33965.0,4.68,60,32,17,20,39,0,83.48,1,Overcast," Anivara Asthanam, Dakshinayanam Begins, Tirumala Sri T.T. Pushpa Pallaki",8
198,18-07-2022,77273,35893.0,4.5,60,29,9,15,0,9,82.94,0,Light rain,normal,4
199,19-07-2022,74503,30884.0,4.42,60,29,26,19,0,0,85.28,0,Light rain,normal,4
200,20-07-2022,76821,34732.0,4.78,57,29,23,18,0,30,84.02,0,Moderate rain,normal,7
201,21-07-2022,71437,31315.0,4.43,62,30,22,23,28,0,84.56,0,Moderate rain,normal,7
202,22-07-2022,71395,32533.0,4.83,64,27,37,14,0,0,78.80000000000001,0,Moderate drizzle,normal,6
203,23-07-2022,78479,37521.0,3.76,70,34,24,22,0,13,82.03999999999999,1,Light drizzle,"Ads Krittika, Tirupati Sri KRT Pavitrotsavam Begins",3
204,24-07-2022,80815,31562.0,4.82,63,27,50,11,0,0,82.58000000000001,1,Light drizzle,"Ekadasi, Rohini",3
205,25-07-2022,72873,32641.0,5.12,64,25,51,16,15,0,83.12,0,Light drizzle,normal,3
206,26-07-2022,68982,29092.0,4.6,60,32,39,20,0,8,80.42,0,Moderate rain,"Masa Shivratri, Tirupati Sri KRT Pavitrotsavam Ends",7
207,27-07-2022,73375,31117.0,4.71,59,29,11,18,24,11,80.6,0,Moderate drizzle,Punarvasu,6
208,28-07-2022,67364,25058.0,4.21,60,26,49,12,41,0,83.12,0,Dense drizzle,Amavasya,1
209,29-07-2022,58747,28496.0,3.79,60,30,36,13,0,7,84.02,0,Overcast,normal,8
210,30-07-2022,77541,39533.0,3.87,62,33,0,14,0,10,84.92,1,Dense drizzle,normal,1
211,31-07-2022,81287,34436.0,3.83,60,36,27,16,0,0,84.2,1,Moderate rain,normal,7
212,01-08-2022,71450,31320.0,5.0,63,34,22,20,0,0,84.74000000000001,0,Moderate rain,normal,7
213,02-08-2022,72067,27581.0,4.3,64,38,24,21,0,7,82.94,0,Moderate rain,Ratha Sapthami,7
214,03-08-2022,69628,32604.0,4.11,57,28,0,17,26,14,76.64,0,Light rain,normal,4
215,04-08-2022,62351,31473.0,4.99,55,27,27,19,0,5,79.52,0,Moderate rain,normal,7
216,05-08-2022,65939,32894.0,3.77,61,26,16,13,0,6,78.62,0,Dense drizzle,normal,1
217,06-08-2022,79525,39545.0,4.04,67,32,31,20,0,11,78.62,1,Moderate rain,normal,7
218,07-08-2022,74830,39405.0,4.79,60,28,32,13,0,0,75.02,1,Moderate rain,normal,7
219,08-08-2022,64425,29476.0,4.55,60,33,26,15,0,0,82.4,0,Light drizzle,Ekadasi,3
