Piligrims,Tonsures,Hundi,Tirupati,Tirumala,VIP darshan,tirumala darshan,srinivasam complex,tirumala darshan tickets,tirupati balaji.ap.gov.in,condition,temperature,Timestamp,weekday,festival_count,festival_impact,holidays,Special Day Weighted,Piligrims_7Day_Avg,Festival intensity
55532,25114,4.33,57,44,17,26,36,30,16,1324,82.75999999999999,1645986600.0,0,2,58057.062226277376,1,1.0336141322534529,53549.42857142857,53549.42857142857
53163,20651,4.51,47,27,20,15,20,15,0,839,84.2,1646073000.0,0,2,56161.86222627737,1,1.0336141322534529,55715.57142857143,55715.57142857143
46172,19395,3.33,47,28,25,12,20,18,0,839,84.56,1646159400.0,0,2,50569.06222627737,1,1.0336141322534529,56995.0,56995.0
50511,22089,3.63,47,27,26,13,13,10,0,839,81.14,1646245800.0,0,1,54040.26222627737,1,1.0336141322534529,56533.71428571428,56533.71428571428
56686,27997,2.93,54,25,26,11,28,15,0,839,83.12,1646332200.0,0,1,68156.49102312156,0,1.0,56551.857142857145,0.0
67750,30192,3.13,49,32,27,16,0,11,22,839,82.22,1646418600.0,1,1,68156.49102312156,0,1.0,56844.142857142855,0.0
61052,27500,4.57,49,24,24,12,20,10,0,1621,79.16,1646505000.0,1,1,68156.49102312156,0,1.0,55838.0,0.0
57904,26877,4.06,49,26,51,16,0,16,0,839,82.58000000000001,1646591400.0,0,1,68156.49102312156,0,1.0,56176.857142857145,0.0
58561,25401,4.01,49,22,12,11,17,0,0,1169,85.82,1646677800.0,0,1,68156.49102312156,0,1.0,56948.0,0.0
59086,28701,3.81,46,24,0,12,0,17,0,839,86.9,1646764200.0,0,1,68156.49102312156,0,1.0,58792.857142857145,0.0
61620,28988,4.36,48,23,32,13,48,12,6,839,86.18,1646850600.0,0,1,66165.95111516626,1,1.0336141322534529,60379.857142857145,60379.857142857145
65192,32592,4.41,51,26,18,9,0,9,0,862,86.9,1646937000.0,0,1,66165.95111516626,1,1.0336141322534529,61595.0,61595.0
71069,34741,4.45,55,28,21,8,0,7,0,839,87.08000000000001,1647023400.0,1,1,66165.95111516626,1,1.0336141322534529,62069.142857142855,62069.142857142855
74167,33976,4.52,48,25,49,15,0,13,0,839,87.08000000000001,1647109800.0,1,2,66065.66222627737,1,1.0336141322534529,63942.71428571428,63942.71428571428
61982,27400,3.88,47,22,0,12,0,23,0,839,88.16,1647196200.0,0,2,66065.66222627737,1,1.0336141322534529,64525.28571428572,64525.28571428572
61654,25920,4.25,48,22,0,14,13,15,0,839,90.14,1647282600.0,0,2,66065.66222627737,1,1.0336141322534529,64967.142857142855,64967.142857142855
64368,31179,4.52,49,23,25,11,0,16,0,839,91.94,1647369000.0,0,2,66065.66222627737,1,1.0336141322534529,65721.71428571429,65721.71428571429
66577,31471,3.97,53,26,19,15,0,34,4,839,93.56,1647455400.0,0,3,66893.06222627738,1,1.0336141322534529,66429.85714285714,66429.85714285714
66763,33133,4.29,52,32,0,19,13,13,17,839,94.28,1647541800.0,0,4,67041.86222627737,1,1.0336141322534529,66654.28571428571,66654.28571428571
72265,34517,4.59,62,40,13,23,0,15,9,839,92.66,1647628200.0,1,1,68156.49102312156,0,1.0,66825.14285714286,0.0
70408,34932,4.63,71,51,28,37,0,57,97,839,90.14,1647714600.0,1,1,68156.49102312156,0,1.0,66288.14285714286,0.0
64425,29476,4.51,90,82,24,52,17,45,71,962,93.38,1647801000.0,0,1,68156.49102312156,0,1.0,66637.14285714286,0.0
69711,30871,4.41,75,53,12,27,46,22,63,1308,87.25999999999999,1647887400.0,0,1,68156.49102312156,0,1.0,67788.14285714286,0.0
64986,33200,4.28,69,42,12,25,19,24,21,1621,89.24000000000001,1647973800.0,0,1,68156.49102312156,0,1.0,67876.42857142857,0.0
63042,31218,4.18,60,40,15,13,23,13,28,839,88.16,1648060200.0,0,1,68156.49102312156,0,1.0,67371.42857142857,0.0
65418,33451,4.41,59,38,20,12,23,9,20,839,88.16,1648146600.0,0,1,68156.49102312156,0,1.0,67179.28571428571,0.0
69897,38099,3.92,79,71,15,30,100,36,47,839,88.34,1648233000.0,1,1,68156.49102312156,0,1.0,66841.0,0.0
71167,34688,4.46,59,40,24,15,17,16,0,1169,89.78,1648319400.0,1,1,68156.49102312156,0,1.0,66949.42857142857,0.0
64425,29476,4.43,52,36,19,22,21,19,4,1169,90.86,1648405800.0,0,1,68156.49102312156,0,1.0,66949.42857142857,0.0
54396,29334,4.37,52,33,13,14,0,8,0,839,93.02,1648492200.0,0,1,57148.26222627737,1,1.0336141322534529,64761.57142857143,64761.57142857143
61224,33930,4.02,50,31,26,21,0,11,14,839,91.58,1648578600.0,0,1,66103.09858991374,1,1.0336141322534529,64224.142857142855,64224.142857142855
54273,28089,4.08,49,28,9,13,0,5,4,839,93.74,1648665000.0,0,1,66103.09858991374,1,1.0336141322534529,62971.42857142857,62971.42857142857
56958,26029,3.35,55,28,15,16,0,19,6,1169,90.5,1648751400.0,0,2,59197.86222627737,1,1.0336141322534529,61762.857142857145,61762.857142857145
62925,33893,4.27,57,31,14,18,13,11,10,1308,90.14,1648837800.0,1,2,63971.46222627737,1,1.0336141322534529,60766.857142857145,60766.857142857145
71034,32291,3.38,56,32,35,11,19,7,12,839,90.14,1648924200.0,1,2,67447.86222627737,1,1.0336141322534529,60747.857142857145,60747.857142857145
66112,35727,4.64,56,30,18,14,11,15,4,1308,89.78,1649010600.0,0,1,66103.09858991374,1,1.0336141322534529,60988.857142857145,60988.857142857145
61654,25920,4.35,52,28,8,10,16,5,0,839,89.24000000000001,1649097000.0,0,1,66103.09858991374,1,1.0336141322534529,62025.71428571428,62025.71428571428
68009,39518,4.1,53,27,24,14,14,5,0,839,91.22,1649183400.0,0,2,68698.12889294403,1,1.0336141322534529,62995.0,62995.0
65840,34135,4.19,55,27,36,14,14,8,0,839,91.22,1649269800.0,0,2,66303.46222627738,1,1.0336141322534529,64647.42857142857,64647.42857142857
60790,35106,4.36,57,31,0,21,22,19,19,839,89.42,1649356200.0,0,1,65970.39555961071,1,1.0336141322534529,65194.857142857145,65194.857142857145
70727,38970,3.88,62,32,11,17,0,17,0,839,89.78,1649442600.0,1,1,65970.39555961071,1,1.0336141322534529,66309.42857142857,66309.42857142857
66593,31206,3.79,51,32,33,16,0,16,0,839,89.24000000000001,1649529000.0,1,3,66905.86222627737,1,1.0336141322534529,65675.0,65675.0
63223,34547,4.72,56,25,9,14,0,18,6,839,88.7,1649615400.0,0,2,71901.32889294405,1,1.0336141322534529,65262.28571428572,65262.28571428572
72567,40468,4.32,54,31,35,25,0,23,6,1308,89.78,1649701800.0,0,2,71901.32889294405,1,1.0336141322534529,66821.28571428571,66821.28571428571
88748,38558,4.82,59,33,17,14,0,21,0,962,87.08000000000001,1649788200.0,0,4,84629.86222627739,1,1.0336141322534529,69784.0,69784.0
82722,33678,5.11,58,32,24,12,0,7,7,1308,89.24000000000001,1649874600.0,0,2,71901.32889294405,1,1.0336141322534529,72195.71428571429,72195.71428571429
75110,34241,4.0,57,30,0,13,0,5,8,839,92.84,1649961000.0,0,3,73719.46222627738,1,1.0336141322534529,74241.42857142857,74241.42857142857
76746,31574,4.62,58,31,26,12,0,17,8,839,95.54,1650047400.0,1,4,75028.26222627738,1,1.0336141322534529,75101.28571428571,75101.28571428571
68299,26421,4.9,56,26,23,18,13,0,0,839,91.04,1650133800.0,1,2,65330.395559610704,1,1.0336141322534529,75345.0,75345.0
64157,29720,3.84,56,25,39,11,0,8,8,1621,88.88,1650220200.0,0,2,64957.062226277376,1,1.0336141322534529,75478.42857142857,75478.42857142857
67858,28536,4.15,46,24,27,12,0,0,0,1299,91.04,1650306600.0,0,1,69535.46222627738,1,1.0336141322534529,74805.71428571429,74805.71428571429
66745,30780,5.14,50,25,21,11,0,14,7,839,90.86,1650393000.0,0,1,69535.46222627738,1,1.0336141322534529,71662.42857142857,71662.42857142857
61278,30585,4.32,48,23,0,14,32,12,10,839,90.14,1650479400.0,0,1,69535.46222627738,1,1.0336141322534529,68599.0,68599.0
63084,28563,3.12,51,27,13,16,30,14,0,839,88.52,1650565800.0,0,1,69535.46222627738,1,1.0336141322534529,66881.0,66881.0
71069,34741,3.75,57,30,42,12,12,12,5,839,90.68,1650652200.0,1,1,69535.46222627738,1,1.0336141322534529,66070.0,66070.0
75438,29440,4.28,54,27,19,11,0,0,6,839,94.1,1650738600.0,1,1,69535.46222627738,1,1.0336141322534529,67089.85714285714,67089.85714285714
65763,33758,4.29,57,30,10,17,0,22,6,1169,94.28,1650825000.0,0,1,68156.49102312156,0,1.0,67319.28571428571,0.0
67681,31738,4.54,54,32,14,17,44,8,22,1169,94.46,1650911400.0,0,1,68156.49102312156,0,1.0,67294.0,0.0
75078,34674,4.34,51,28,14,15,28,17,9,1169,95.0,1650997800.0,0,1,68156.49102312156,0,1.0,68484.42857142857,0.0
64380,31204,4.75,54,28,13,13,32,11,6,1169,95.0,1651084200.0,0,1,68156.49102312156,0,1.0,68927.57142857143,0.0
65725,30346,4.54,56,28,25,18,29,21,0,839,97.52,1651170600.0,0,1,68156.49102312156,0,1.0,69304.85714285714,0.0
75010,31116,3.59,60,36,37,15,0,6,5,839,99.5,1651257000.0,1,1,68156.49102312156,0,1.0,69867.85714285714,0.0
72904,30702,4.7,57,31,15,13,0,15,8,839,97.16,1651343400.0,1,1,71954.66222627737,1,1.0336141322534529,69505.85714285714,69505.85714285714
65756,34774,4.6,54,25,22,14,0,36,7,839,97.52,1651429800.0,0,1,68156.49102312156,0,1.0,69504.85714285714,0.0
61654,25920,4.3,53,27,7,16,20,16,10,1308,95.72,1651516200.0,0,2,62954.662226277374,1,1.0336141322534529,68643.85714285714,68643.85714285714
69603,30434,3.84,49,25,13,12,0,6,0,1621,93.74,1651602600.0,0,1,68156.49102312156,0,1.0,67861.71428571429,0.0
59528,29995,3.91,50,23,14,8,0,0,5,967,88.52,1651689000.0,0,1,61253.86222627737,1,1.0336141322534529,67168.57142857143,67168.57142857143
63265,31217,3.5,51,24,9,10,0,0,9,839,91.94,1651775400.0,0,1,64243.46222627737,1,1.0336141322534529,66817.14285714286,66817.14285714286
76324,38710,4.73,60,29,33,12,0,12,0,839,91.94,1651861800.0,1,1,68156.49102312156,0,1.0,67004.85714285714,0.0
75876,32164,4.64,49,27,11,15,0,0,0,962,93.02,1651948200.0,1,1,68156.49102312156,0,1.0,67429.42857142857,0.0
69154,29617,4.27,54,25,20,13,21,0,4,839,88.7,1652034600.0,0,1,68156.49102312156,0,1.0,67914.85714285714,0.0
61090,26316,4.52,49,27,0,12,0,9,0,1621,81.14,1652121000.0,0,1,62708.79555961071,1,1.0336141322534529,67834.28571428571,67834.28571428571
61863,30135,3.72,51,25,12,11,0,18,0,1299,75.92,1652207400.0,0,1,62708.79555961071,1,1.0336141322534529,66728.57142857143,66728.57142857143
61087,30271,3.39,48,23,33,11,0,0,15,967,77.18,1652293800.0,0,1,62708.79555961071,1,1.0336141322534529,66951.28571428571,66951.28571428571
62001,32303,4.03,50,27,31,12,0,13,0,967,80.96000000000001,1652380200.0,0,1,74974.75111516626,1,1.0336141322534529,66770.71428571429,66770.71428571429
81107,43531,3.21,55,25,38,14,0,7,0,1275,85.64,1652466600.0,1,3,78517.06222627738,1,1.0336141322534529,67454.0,67454.0
81720,34266,3.19,55,27,12,16,16,12,0,1275,84.2,1652553000.0,1,5,79007.46222627738,1,1.0336141322534529,68288.85714285714,68288.85714285714
72567,34718,3.21,55,28,35,3,0,7,0,1275,83.12,1652639400.0,0,4,71685.06222627738,1,1.0336141322534529,68776.42857142857,68776.42857142857
75400,32223,4.02,53,25,9,9,13,0,5,1275,83.12,1652725800.0,0,3,73951.46222627738,1,1.0336141322534529,70820.71428571429,70820.71428571429
74389,38007,4.35,53,29,17,15,16,9,0,1275,81.68,1652812200.0,0,1,74974.75111516626,1,1.0336141322534529,72610.14285714286,72610.14285714286
67625,34584,4.05,54,26,12,10,0,0,0,1621,81.68,1652898600.0,0,1,74974.75111516626,1,1.0336141322534529,73544.14285714286,73544.14285714286
71119,37256,3.91,61,32,26,18,0,0,12,1308,82.4,1652985000.0,0,1,74974.75111516626,1,1.0336141322534529,74846.71428571429,74846.71428571429
83739,46187,4.2,77,52,0,34,0,39,30,839,82.4,1653071400.0,1,1,74974.75111516626,1,1.0336141322534529,75222.71428571429,75222.71428571429
70848,29957,4.65,64,32,0,26,0,12,0,839,85.1,1653157800.0,1,1,68156.49102312156,0,1.0,73669.57142857143,0.0
75324,35086,5.03,58,34,17,18,34,10,6,839,86.53999999999999,1653244200.0,0,1,73161.76222627738,1,1.0336141322534529,74063.42857142857,74063.42857142857
75759,31050,4.41,60,38,11,16,15,21,15,839,86.9,1653330600.0,0,1,73161.76222627738,1,1.0336141322534529,74114.71428571429,74114.71428571429
75759,39208,5.43,52,34,15,20,0,18,7,962,87.25999999999999,1653417000.0,0,2,74238.66222627737,1,1.0336141322534529,74310.42857142857,74310.42857142857
72758,40504,4.83,64,38,0,22,13,13,12,1275,88.16,1653503400.0,0,1,73161.76222627738,1,1.0336141322534529,75043.71428571429,75043.71428571429
73358,41900,4.11,63,32,29,19,0,0,0,839,87.62,1653589800.0,0,1,73161.76222627738,1,1.0336141322534529,75363.57142857143,75363.57142857143
89318,48539,3.76,67,37,36,24,0,17,6,1169,88.88,1653676200.0,1,1,73161.76222627738,1,1.0336141322534529,76160.57142857143,76160.57142857143
90885,35707,4.18,59,34,32,23,13,38,11,1308,89.6,1653762600.0,1,2,86339.46222627738,1,1.0336141322534529,79023.0,79023.0
74823,31159,4.51,63,38,41,16,34,15,27,839,90.14,1653849000.0,0,1,73161.76222627738,1,1.0336141322534529,78951.42857142857,78951.42857142857
69848,28716,4.34,59,34,8,17,0,28,13,1308,88.7,1653935400.0,0,1,73161.76222627738,1,1.0336141322534529,78107.0,78107.0
71914,37234,4.39,52,29,14,18,13,17,11,1621,90.5,1654021800.0,0,1,68156.49102312156,0,1.0,77557.71428571429,0.0
66001,38831,4.01,54,29,40,9,0,6,0,1621,91.22,1654108200.0,0,1,68156.49102312156,0,1.0,76592.42857142857,0.0
71196,36936,3.45,57,28,28,13,0,14,8,962,93.56,1654194600.0,0,1,68156.49102312156,0,1.0,76283.57142857143,0.0
90165,43362,4.18,65,32,20,14,37,0,9,1275,94.28,1654281000.0,1,1,68156.49102312156,0,1.0,76404.57142857143,0.0
78188,35427,3.94,64,31,15,14,0,11,0,1621,92.84,1654367400.0,1,1,77239.23365484881,1,1.0336141322534529,74590.71428571429,74590.71428571429
76921,39568,4.4,55,28,16,10,0,24,0,1621,88.88,1654453800.0,0,1,77239.23365484881,1,1.0336141322534529,74890.42857142857,74890.42857142857
76425,36053,4.15,56,27,31,12,27,8,0,1275,87.80000000000001,1654540200.0,0,1,77239.23365484881,1,1.0336141322534529,75830.0,75830.0
75345,36091,4.52,52,27,36,14,0,9,5,1621,88.88,1654626600.0,0,1,75143.06222627738,1,1.0336141322534529,76320.14285714286,76320.14285714286
70019,36124,3.52,52,25,12,16,0,14,0,1308,90.32,1654713000.0,0,1,75143.06222627738,1,1.0336141322534529,76894.14285714286,76894.14285714286
67949,39837,3.7,61,29,16,10,43,10,7,1308,91.04,1654799400.0,0,3,67990.66222627737,1,1.0336141322534529,76430.28571428571,76430.28571428571
87698,48804,3.88,66,33,38,19,0,16,7,1308,89.78,1654885800.0,1,3,83789.86222627739,1,1.0336141322534529,76077.85714285714,76077.85714285714
93400,39451,3.75,59,29,18,17,0,0,6,1308,89.78,1654972200.0,1,4,82432.26222627738,1,1.0336141322534529,78251.0,78251.0
78602,42423,4.32,53,30,38,13,0,22,0,1621,88.34,1655058600.0,0,4,82432.26222627738,1,1.0336141322534529,78491.14285714286,78491.14285714286
79103,37292,4.42,51,28,19,17,0,18,5,1275,87.98,1655145000.0,0,4,76913.86222627737,1,1.0336141322534529,78873.71428571429,78873.71428571429
77326,38742,4.36,53,31,26,21,17,20,0,1275,83.66,1655231400.0,0,1,76048.66222627737,1,1.0336141322534529,79156.71428571429,79156.71428571429
73371,39924,4.14,54,28,18,15,0,10,0,962,84.02,1655317800.0,0,1,76048.66222627737,1,1.0336141322534529,79635.57142857143,79635.57142857143
76407,39938,4.28,57,28,0,15,0,7,9,1621,82.4,1655404200.0,0,1,76048.66222627737,1,1.0336141322534529,80843.85714285714,80843.85714285714
84982,46679,4.42,66,32,37,17,39,22,0,1308,83.30000000000001,1655490600.0,1,1,76048.66222627737,1,1.0336141322534529,80455.85714285714,80455.85714285714
90471,37039,4.13,55,27,21,15,0,15,0,1621,82.94,1655577000.0,1,1,68156.49102312156,0,1.0,80037.42857142857,0.0
76597,37759,4.47,58,29,19,18,0,9,6,1621,84.2,1655663400.0,0,1,74032.9733373885,1,1.0336141322534529,79751.0,79751.0
74906,36138,4.07,56,27,37,19,0,20,5,1621,81.68,1655749800.0,0,1,74032.9733373885,1,1.0336141322534529,79151.42857142857,79151.42857142857
75472,38335,3.87,55,27,39,17,0,9,6,1275,83.30000000000001,1655836200.0,0,1,74032.9733373885,1,1.0336141322534529,78886.57142857143,78886.57142857143
68873,38952,4.44,55,27,16,10,0,8,5,962,81.5,1655922600.0,0,1,68156.49102312156,0,1.0,78244.0,0.0
71589,41240,4.3,63,32,28,22,15,13,0,962,82.22,1656009000.0,0,1,68156.49102312156,0,1.0,77555.71428571429,0.0
71069,34741,4.27,68,36,11,10,38,7,7,1299,84.56,1656095400.0,1,1,68156.49102312156,0,1.0,75568.14285714286,0.0
88613,36153,4.24,59,30,58,22,25,23,17,1308,84.92,1656181800.0,1,1,68156.49102312156,0,1.0,75302.71428571429,0.0
74288,36473,4.46,64,40,34,26,0,19,33,839,83.30000000000001,1656268200.0,0,1,68156.49102312156,0,1.0,74972.85714285714,0.0
77154,30182,4.62,59,34,0,18,48,15,12,839,81.86,1656354600.0,0,1,63674.21778183293,1,1.0336141322534529,75294.0,75294.0
70134,30059,4.26,54,34,65,19,17,13,19,1621,85.46000000000001,1656441000.0,0,1,68156.49102312156,0,1.0,74531.42857142857,0.0
65898,33686,3.66,57,29,16,13,12,16,15,1308,86.36,1656527400.0,0,1,68156.49102312156,0,1.0,74106.42857142857,0.0
64628,41613,3.47,58,31,34,22,41,24,8,1299,85.1,1656613800.0,0,1,68156.49102312156,0,1.0,73112.0,0.0
88026,50652,4.34,66,35,25,22,0,18,6,1621,86.18,1656700200.0,1,1,68156.49102312156,0,1.0,75534.42857142857,0.0
88682,37447,4.09,59,34,26,18,0,17,0,1621,86.9,1656786600.0,1,1,77638.92889294404,1,1.0336141322534529,75544.28571428571,75544.28571428571
77907,38267,6.18,61,28,0,19,19,30,15,839,80.96000000000001,1656873000.0,0,1,77638.92889294404,1,1.0336141322534529,76061.28571428571,76061.28571428571
73439,34490,4.35,59,29,24,22,0,21,0,1308,80.96000000000001,1656959400.0,0,1,77638.92889294404,1,1.0336141322534529,75530.57142857143,75530.57142857143
76418,38629,4.73,61,37,27,19,17,8,16,1299,74.48,1657045800.0,0,1,68156.49102312156,0,1.0,76428.28571428571,0.0
75407,35535,4.56,65,40,28,27,0,20,29,962,78.62,1657132200.0,0,1,68156.49102312156,0,1.0,77786.71428571429,0.0
73016,37068,4.09,68,43,0,23,0,11,22,1299,78.62,1657218600.0,0,1,68156.49102312156,0,1.0,78985.0,0.0
87478,48692,4.53,72,46,18,30,30,0,11,1621,80.06,1657305000.0,1,2,73479.06222627738,1,1.0336141322534529,78906.71428571429,78906.71428571429
89013,37698,4.39,69,34,18,17,0,8,0,1308,78.98,1657391400.0,1,3,84841.86222627739,1,1.0336141322534529,78954.0,78954.0
62141,33880,5.58,62,32,30,22,18,11,11,1308,80.78,1657477800.0,0,2,73479.06222627738,1,1.0336141322534529,76701.71428571429,76701.71428571429
74212,25920,5.05,58,33,25,25,17,24,0,1299,82.94,1657564200.0,0,1,73001.06222627738,1,1.0336141322534529,76812.14285714286,76812.14285714286
71289,33210,3.71,59,28,12,8,0,12,0,1308,82.94,1657650600.0,0,3,70662.66222627737,1,1.0336141322534529,76079.42857142857,76079.42857142857
74304,31880,5.45,54,30,35,18,32,23,10,1621,85.1,1657737000.0,0,1,68156.49102312156,0,1.0,75921.85714285714,0.0
72195,35967,4.24,59,34,37,11,0,0,7,1621,87.44,1657823400.0,0,1,68156.49102312156,0,1.0,75804.57142857143,0.0
84885,41211,4.35,67,30,17,15,15,10,0,1275,85.1,1657909800.0,1,1,68156.49102312156,0,1.0,75434.14285714286,0.0
73387,33965,4.68,60,32,17,20,39,18,0,839,83.48,1657996200.0,1,1,72341.06222627738,1,1.0336141322534529,73201.85714285714,73201.85714285714
77273,35893,4.5,60,29,9,15,0,9,9,962,82.94,1658082600.0,0,1,68156.49102312156,0,1.0,75363.57142857143,0.0
74503,30884,4.42,60,29,26,19,0,18,0,962,85.28,1658169000.0,0,1,68156.49102312156,0,1.0,75405.14285714286,0.0
76821,34732,4.78,57,29,23,18,0,10,30,1275,84.02,1658255400.0,0,1,68156.49102312156,0,1.0,76195.42857142857,0.0
71437,31315,4.43,62,30,22,23,28,13,0,1275,84.56,1658341800.0,0,1,68156.49102312156,0,1.0,75785.85714285714,0.0
71395,32533,4.83,64,27,37,14,0,10,0,1621,78.80000000000001,1658428200.0,0,1,68156.49102312156,0,1.0,75671.57142857143,0.0
78479,37521,3.76,70,34,24,22,0,18,13,1308,82.03999999999999,1658514600.0,1,1,68156.49102312156,0,1.0,74756.42857142857,0.0
80815,31562,4.82,63,27,50,11,0,24,0,1308,82.58000000000001,1658601000.0,1,1,68156.49102312156,0,1.0,75817.57142857143,0.0
72873,32641,5.12,64,25,51,16,15,12,0,1308,83.12,1658687400.0,0,1,68156.49102312156,0,1.0,75189.0,0.0
68982,29092,4.6,60,32,39,20,0,34,8,1275,80.42,1658773800.0,0,1,68156.49102312156,0,1.0,74400.28571428571,0.0
73375,31117,4.71,59,29,11,18,24,17,11,1621,80.6,1658860200.0,0,1,68156.49102312156,0,1.0,73908.0,0.0
67364,25058,4.21,60,26,49,12,41,24,0,1299,83.12,1658946600.0,0,1,63674.21778183293,1,1.0336141322534529,73326.14285714286,73326.14285714286
58747,28496,3.79,60,30,36,13,0,0,7,839,84.02,1659033000.0,0,1,60629.062226277376,1,1.0336141322534529,71519.28571428571,71519.28571428571
77541,39533,3.87,62,33,0,14,0,0,10,1299,84.92,1659119400.0,1,1,68156.49102312156,0,1.0,71385.28571428571,0.0
81287,34436,3.83,60,36,27,16,0,19,0,1275,84.2,1659205800.0,1,1,68156.49102312156,0,1.0,71452.71428571429,0.0
71450,31320,5.0,63,34,22,20,0,28,0,1275,84.74000000000001,1659292200.0,0,1,70812.52889294404,1,1.0336141322534529,71249.42857142857,71249.42857142857
72067,27581,4.3,64,38,24,21,0,17,7,1275,82.94,1659378600.0,0,1,71285.06222627738,1,1.0336141322534529,71690.14285714286,71690.14285714286
69628,32604,4.11,57,28,0,17,26,16,14,962,76.64,1659465000.0,0,1,68156.49102312156,0,1.0,71154.85714285714,0.0
62351,31473,4.99,55,27,27,19,0,12,5,1275,79.52,1659551400.0,0,1,68156.49102312156,0,1.0,70438.71428571429,0.0
65939,32894,3.77,61,26,16,13,0,9,6,1299,78.62,1659637800.0,0,1,66382.66222627737,1,1.0336141322534529,71466.14285714286,71466.14285714286
79525,39545,4.04,67,32,31,20,0,0,11,1275,78.62,1659724200.0,1,1,77251.46222627738,1,1.0336141322534529,71749.57142857143,71749.57142857143
74830,39405,4.79,60,28,32,13,0,0,0,1275,75.02,1659810600.0,1,1,71922.54794056309,1,1.0336141322534529,70827.14285714286,70827.14285714286
64425,29476,4.55,60,33,26,15,0,0,0,1308,82.4,1659897000.0,0,1,71922.54794056309,1,1.0336141322534529,69823.57142857143,69823.57142857143
77277,31272,4.36,61,29,35,11,0,18,0,839,81.68,1659983400.0,0,2,75453.06222627738,1,1.0336141322534529,70567.85714285714,70567.85714285714
74497,36244,5.15,55,28,12,15,0,0,8,1308,84.2,1660069800.0,0,1,71922.54794056309,1,1.0336141322534529,71263.42857142857,71263.42857142857
63754,30790,3.63,53,27,28,16,0,0,0,1308,84.56,1660156200.0,0,2,64634.662226277374,1,1.0336141322534529,71463.85714285714,71463.85714285714
64079,32852,3.52,64,30,15,14,0,7,5,839,84.2,1660242600.0,0,2,64894.662226277374,1,1.0336141322534529,71198.14285714286,71198.14285714286
83422,50100,4.27,68,37,43,12,0,24,0,839,85.64,1660329000.0,1,1,76233.06222627738,1,1.0336141322534529,71754.85714285714,71754.85714285714
92328,52969,4.36,61,37,34,30,0,12,0,839,83.66,1660415400.0,1,1,68156.49102312156,0,1.0,74254.57142857143,0.0
87692,36832,5.3,55,32,100,30,0,0,0,839,84.74000000000001,1660501800.0,0,1,83785.06222627738,1,1.0336141322534529,77578.42857142857,77578.42857142857
72851,34404,4.73,60,34,10,22,16,7,12,1308,85.46000000000001,1660588200.0,0,1,68156.49102312156,0,1.0,76946.14285714286,0.0
83880,38710,5.86,59,33,27,17,0,6,15,1621,86.0,1660674600.0,0,1,68156.49102312156,0,1.0,78286.57142857143,0.0
70674,35930,4.53,67,44,17,38,0,32,26,962,85.82,1660761000.0,0,1,68156.49102312156,0,1.0,79275.14285714286,0.0
64438,34361,4.53,61,32,26,16,0,12,7,1308,86.72,1660847400.0,0,2,65181.86222627737,1,1.0336141322534529,79326.42857142857,79326.42857142857
79836,35916,4.56,70,38,28,14,0,17,0,1308,86.18,1660933800.0,1,1,68156.49102312156,0,1.0,78814.14285714286,0.0
81523,37100,4.65,59,35,18,16,0,0,0,1621,86.18,1661020200.0,1,1,68156.49102312156,0,1.0,77270.57142857143,0.0
72804,39142,4.82,58,29,45,18,0,9,19,1308,86.18,1661106600.0,0,1,68156.49102312156,0,1.0,75143.71428571429,0.0
68467,35506,4.67,57,26,0,16,0,11,17,1621,86.72,1661193000.0,0,1,68156.49102312156,0,1.0,74517.42857142857,0.0
74748,39086,4.45,60,34,0,25,25,37,26,1275,84.38,1661279400.0,0,1,68156.49102312156,0,1.0,73212.85714285714,0.0
68128,34021,4.44,61,29,33,15,0,5,13,1275,83.66,1661365800.0,0,1,68156.49102312156,0,1.0,72849.14285714286,0.0
69012,29195,4.59,63,32,23,20,21,6,0,967,82.4,1661452200.0,0,1,68156.49102312156,0,1.0,73502.57142857143,0.0
80312,29538,5.14,62,33,12,17,18,23,19,1275,82.58000000000001,1661538600.0,1,1,63674.21778183293,1,1.0336141322534529,73570.57142857143,73570.57142857143
74297,27317,3.96,54,30,28,14,31,13,35,1275,82.4,1661625000.0,1,1,68156.49102312156,0,1.0,72538.28571428571,0.0
67950,31407,4.74,54,32,25,11,26,8,9,1275,80.78,1661711400.0,0,1,67991.46222627738,1,1.0336141322534529,71844.85714285714,71844.85714285714
64336,25487,4.35,50,30,56,21,23,15,20,1299,79.34,1661797800.0,0,1,65100.26222627737,1,1.0336141322534529,71254.71428571429,71254.71428571429
66086,27305,3.72,49,29,21,11,30,48,11,1275,79.52,1661884200.0,0,1,73649.86222627737,1,1.0336141322534529,70017.28571428571,70017.28571428571
63332,26656,2.86,59,39,20,31,100,26,9,1275,78.44,1661970600.0,0,1,71435.46222627738,1,1.0336141322534529,69332.14285714286,69332.14285714286
67525,31484,4.24,58,40,25,16,0,17,25,1308,80.24000000000001,1662057000.0,0,1,68156.49102312156,0,1.0,69119.71428571429,0.0
79833,36074,4.73,63,47,47,35,25,17,32,1275,82.58000000000001,1662143400.0,1,1,68156.49102312156,0,1.0,69051.28571428571,0.0
71158,27968,3.73,57,39,58,22,0,23,15,962,82.58000000000001,1662229800.0,1,1,68156.49102312156,0,1.0,68602.85714285714,0.0
67843,31817,3.88,59,41,35,26,20,12,0,967,82.58000000000001,1662316200.0,0,1,68156.49102312156,0,1.0,68587.57142857143,0.0
