,Date,Piligrims,Tonsures,Hundi,Tirupati,Tirumala,VIP darshan,tirumala darshan,srinivasam complex,tirumala darshan tickets,tirupati balaji.ap.gov.in,condition,temperature,Timestamp,weekday,festival_count,festival_impact,is_normal,is_Nagulapuram Sri Vedanarayanaswamivari Brahmotsavam,is_Devuni Kadapa Sri Lakshmi Venkateswaraswamivari Brahmotsavams,days_until_next_festival,days_since_last_festival
654,2023-10-17,72123,28339,3.01,54,29,0,21,0,0,0,1308,82.94,1697481000.0,0,2,68163.62222627738,0,0,0,1.0,1.0
655,2023-10-18,68763,28377,2.56,64,35,22,38,0,27,30,1308,83.84,1697567400.0,0,2,68163.62222627738,0,0,0,1.0,1.0
656,2023-10-19,66757,26395,3.53,52,36,21,24,0,20,30,1621,81.68,1697653800.0,0,3,67037.06222627738,0,0,0,1.0,1.0
657,2023-10-20,69821,26098,2.27,59,33,23,32,0,0,0,1308,81.86,1697740200.0,0,3,69488.26222627738,0,0,0,1.0,1.0
658,2023-10-21,65422,33212,2.84,62,45,10,45,0,38,0,1621,82.4,1697826600.0,1,2,68163.62222627738,0,0,0,1.0,1.0
659,2023-10-22,77187,29209,3.06,54,35,15,26,0,21,0,839,86.18,1697913000.0,1,3,75381.06222627738,0,0,0,1.0,1.0
660,2023-10-23,79693,21864,2.38,53,34,46,38,0,22,0,839,85.28,1697999400.0,0,2,77385.86222627737,0,0,0,1.0,1.0
661,2023-10-24,71037,20563,2.66,61,57,19,70,0,73,62,839,85.28,1698085800.0,0,1,70461.06222627738,0,0,0,1.0,1.0
662,2023-10-25,65422,23778,3.3,59,54,16,40,0,21,0,1169,85.1,1698172200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
663,2023-10-26,62055,27088,3.58,55,37,23,28,67,20,0,839,84.2,1698258600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
664,2023-10-27,63404,26659,3.42,61,39,69,40,0,24,0,1308,82.94,1698345000.0,0,1,68156.49102312156,1,0,0,1.0,1.0
665,2023-10-28,47351,23836,3.03,64,39,73,27,0,0,0,1308,81.32,1698431400.0,1,1,62914.96222627737,0,0,0,1.0,1.0
666,2023-10-29,85497,24873,2.41,50,32,32,28,0,25,0,1308,79.52,1698517800.0,1,1,68156.49102312156,1,0,0,1.0,1.0
667,2023-10-30,69654,23978,3.34,59,33,27,33,0,29,0,1299,77.53999999999999,1698604200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
668,2023-10-31,62269,19255,5.19,54,33,0,30,0,25,0,962,78.62,1698690600.0,0,1,63446.662226277374,0,0,0,1.0,1.0
669,2023-11-01,63710,21205,3.13,53,33,0,22,0,0,0,962,80.96000000000001,1698777000.0,0,1,69591.99555961072,0,0,0,1.0,1.0
670,2023-11-02,59335,23271,3.29,53,29,16,29,0,19,0,1299,78.62,1698863400.0,0,1,68156.49102312156,1,0,0,1.0,1.0
671,2023-11-03,66048,24666,3.25,59,37,39,31,0,20,0,1308,79.16,1698949800.0,0,1,68156.49102312156,1,0,0,1.0,1.0
672,2023-11-04,70250,34014,3.14,58,42,28,34,0,35,0,967,76.46000000000001,1699036200.0,1,1,68156.49102312156,1,0,0,1.0,1.0
673,2023-11-05,78389,23466,3.87,55,34,33,26,0,21,0,1275,77.72,1699122600.0,1,1,68156.49102312156,1,0,0,1.0,1.0
674,2023-11-06,66312,22002,4.7,69,34,13,27,0,0,0,1275,77.72,1699209000.0,0,1,68156.49102312156,1,0,0,1.0,1.0
675,2023-11-07,61640,19064,3.19,55,32,21,26,0,0,0,962,77.53999999999999,1699295400.0,0,1,68156.49102312156,1,0,0,1.0,1.0
676,2023-11-08,58157,24054,4.55,56,32,43,25,0,27,0,1275,78.80000000000001,1699381800.0,0,1,68156.49102312156,1,0,0,1.0,1.0
677,2023-11-09,56723,21778,3.37,57,35,31,42,0,29,0,1308,77.0,1699468200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
678,2023-11-10,56978,19617,4.87,66,69,25,100,0,100,58,1308,79.34,1699554600.0,0,1,68261.38222627738,0,0,0,1.0,1.0
679,2023-11-11,71490,24993,3.87,60,36,17,34,0,0,0,839,77.9,1699641000.0,1,1,68261.38222627738,0,0,0,1.0,1.0
680,2023-11-12,74807,21974,3.58,43,27,57,20,0,0,0,839,77.53999999999999,1699727400.0,1,3,73477.06222627738,0,0,0,1.0,1.0
681,2023-11-13,70902,22858,3.24,55,33,24,23,0,0,0,839,77.9,1699813800.0,0,3,70353.06222627738,0,0,0,1.0,1.0
682,2023-11-14,69041,22415,3.19,58,38,25,34,0,33,0,962,73.75999999999999,1699900200.0,0,3,68864.26222627738,0,0,0,1.0,1.0
683,2023-11-15,71123,26689,3.84,53,30,13,30,0,32,0,1621,72.5,1699986600.0,0,1,68261.38222627738,0,0,0,1.0,1.0
684,2023-11-16,62494,27666,3.59,55,33,52,34,0,32,0,1308,80.06,1700073000.0,0,1,68261.38222627738,0,0,0,1.0,1.0
685,2023-11-17,67140,26870,4.01,60,36,32,32,0,0,0,1308,78.98,1700159400.0,0,2,67343.46222627738,0,0,0,1.0,1.0
686,2023-11-18,70686,34563,3.02,67,46,31,45,0,26,0,839,78.80000000000001,1700245800.0,1,3,70180.26222627738,0,0,0,1.0,1.0
687,2023-11-19,79800,25962,3.55,56,32,56,23,0,18,0,839,78.44,1700332200.0,1,2,77471.46222627738,0,0,0,1.0,1.0
688,2023-11-20,67198,22452,4.19,61,38,62,37,0,31,0,1308,74.48,1700418600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
689,2023-11-21,69981,20492,3.55,58,39,51,35,0,25,0,967,74.84,1700505000.0,0,1,68156.49102312156,1,0,0,1.0,1.0
690,2023-11-22,65891,22896,4.04,60,40,38,42,0,32,0,1299,75.02,1700591400.0,0,1,68156.49102312156,1,0,0,1.0,1.0
691,2023-11-23,45503,22096,3.27,68,41,0,39,0,40,24,1275,75.38,1700677800.0,0,1,68156.49102312156,1,0,0,1.0,1.0
692,2023-11-24,74843,23776,3.4,83,83,43,78,71,88,33,962,75.02,1700764200.0,0,2,73505.86222627737,0,0,0,1.0,1.0
693,2023-11-25,68179,29726,3.06,69,54,27,41,0,44,0,1299,75.2,1700850600.0,1,1,68156.49102312156,1,0,0,1.0,1.0
694,2023-11-26,70350,19500,3.11,59,41,23,30,0,32,0,1308,76.28,1700937000.0,1,2,69911.46222627738,0,0,0,1.0,1.0
695,2023-11-27,58176,20157,4.22,65,45,30,34,0,20,0,1275,73.75999999999999,1701023400.0,0,1,62914.96222627737,0,0,0,1.0,1.0
696,2023-11-28,58874,17133,3.5,57,38,17,36,0,28,30,1308,76.1,1701109800.0,0,1,68156.49102312156,1,0,0,1.0,1.0
697,2023-11-29,61403,19126,3.37,60,35,33,32,0,25,0,962,73.94,1701196200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
698,2023-11-30,58278,17220,3.53,60,32,35,28,0,26,0,1621,73.94,1701282600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
699,2023-12-01,56950,20463,3.75,66,37,32,31,0,21,0,1621,75.56,1701369000.0,0,1,68156.49102312156,1,0,0,1.0,1.0
700,2023-12-02,66162,27668,3.24,69,43,18,36,0,24,0,1275,73.03999999999999,1701455400.0,1,1,68156.49102312156,1,0,0,1.0,1.0
701,2023-12-03,70349,20535,4.1,61,34,36,21,0,0,0,1275,71.24000000000001,1701541800.0,1,1,68156.49102312156,1,0,0,1.0,1.0
702,2023-12-04,55909,17209,3.42,67,36,40,26,0,0,0,967,67.64,1701628200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
703,2023-12-05,44547,13125,3.25,68,35,58,24,72,0,0,1275,74.66,1701714600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
704,2023-12-06,45275,14295,2.32,60,32,0,22,0,0,0,839,79.88,1701801000.0,0,1,68156.49102312156,1,0,0,1.0,1.0
705,2023-12-07,56344,17616,4.26,54,36,84,32,0,25,0,1621,75.92,1701887400.0,0,1,68156.49102312156,1,0,0,1.0,1.0
706,2023-12-08,54523,20817,2.4,63,36,29,26,0,0,0,1621,75.92,1701973800.0,0,1,68156.49102312156,1,0,0,1.0,1.0
707,2023-12-09,68769,28904,3.33,70,42,26,38,0,21,0,1308,75.74000000000001,1702060200.0,1,1,68156.49102312156,1,0,0,1.0,1.0
708,2023-12-10,73091,23246,3.72,61,38,18,32,0,24,0,1308,74.66,1702146600.0,1,2,63675.11936913452,0,0,0,1.0,1.0
709,2023-12-11,64882,24900,5.28,65,35,36,34,0,30,0,1308,75.74000000000001,1702233000.0,0,1,68156.49102312156,1,0,0,1.0,1.0
710,2023-12-12,63021,19091,3.15,59,34,9,32,0,21,0,839,75.2,1702319400.0,0,1,64048.26222627737,0,0,0,1.0,1.0
711,2023-12-13,60928,22358,3.34,61,34,48,37,0,26,0,1308,74.48,1702405800.0,0,1,63674.21778183293,0,0,0,1.0,1.0
712,2023-12-14,56049,26748,3.97,59,32,8,24,0,0,0,1308,71.06,1702492200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
713,2023-12-15,71037,25635,3.89,59,41,31,35,0,0,0,962,71.42,1702578600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
714,2023-12-16,59734,30654,3.52,74,49,43,44,0,38,0,1621,72.5,1702665000.0,1,1,68156.49102312156,1,0,0,1.0,1.0
715,2023-12-17,74845,26122,4.44,67,45,21,50,0,41,0,1308,74.12,1702751400.0,1,1,67248.52889294404,0,0,0,1.0,1.0
716,2023-12-18,61499,24789,4.14,64,39,34,39,0,0,0,1308,72.5,1702837800.0,0,1,68156.49102312156,1,0,0,1.0,1.0
717,2023-12-19,64040,21527,3.17,63,41,52,41,0,39,0,839,73.4,1702924200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
718,2023-12-20,67043,22112,3.43,65,41,28,38,0,31,0,839,73.94,1703010600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
719,2023-12-21,59868,23935,4.91,69,54,36,48,0,41,0,1308,74.48,1703097000.0,0,1,68156.49102312156,1,0,0,1.0,1.0
720,2023-12-22,40638,21455,3.46,81,54,43,50,0,62,0,839,74.66,1703183400.0,0,1,68156.49102312156,1,0,0,1.0,1.0
721,2023-12-23,67906,28492,2.5,88,73,55,63,0,59,0,839,72.32,1703269800.0,1,2,67956.26222627738,0,0,0,1.0,1.0
722,2023-12-24,63519,26424,5.05,75,56,100,54,0,55,0,1308,73.94,1703356200.0,1,1,66804.66222627737,0,0,0,1.0,1.0
723,2023-12-25,69294,23837,4.1,100,100,12,96,100,71,0,839,75.02,1703442600.0,0,1,66803.86222627737,0,0,0,1.0,1.0
724,2023-12-26,71488,19137,4.17,73,45,39,50,0,43,0,839,73.22,1703529000.0,0,1,62777.062226277376,0,0,0,1.0,1.0
725,2023-12-27,65361,20784,3.91,65,40,56,36,0,37,24,1169,73.94,1703615400.0,0,1,62914.96222627737,0,0,0,1.0,1.0
726,2023-12-28,58415,18557,4.55,71,37,52,24,0,20,0,839,75.56,1703701800.0,0,1,63203.062226277376,0,0,0,1.0,1.0
727,2023-12-29,56200,16904,3.89,71,40,17,35,0,0,0,839,75.2,1703788200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
728,2023-12-30,63728,19206,3.7,63,43,14,36,0,0,0,839,75.92,1703874600.0,1,1,68156.49102312156,1,0,0,1.0,1.0
729,2023-12-31,64665,20845,4.34,61,40,24,31,0,0,0,839,74.30000000000001,1703961000.0,1,1,68156.49102312156,1,0,0,1.0,1.0
730,2024-01-01,63358,19534,3.97,83,48,61,43,0,37,0,839,74.30000000000001,1704047400.0,0,2,64317.86222627737,0,0,0,1.0,1.0
731,2024-01-02,73712,19902,4.97,78,43,0,37,0,26,0,839,72.5,1704133800.0,0,1,68156.49102312156,1,0,0,1.0,1.0
732,2024-01-03,65514,20394,3.31,69,41,0,33,0,39,0,1308,73.22,1704220200.0,0,1,63203.062226277376,0,0,0,1.0,1.0
733,2024-01-04,59522,18544,3.51,77,40,0,33,0,0,0,1299,74.12,1704306600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
734,2024-01-05,57441,20878,3.66,85,46,0,42,0,31,0,1308,75.74000000000001,1704393000.0,0,1,68156.49102312156,1,0,0,1.0,1.0
735,2024-01-06,68793,26489,3.81,81,49,0,37,0,34,0,1308,75.02,1704479400.0,1,1,68156.49102312156,1,0,0,1.0,1.0
736,2024-01-07,76058,22543,3.83,78,46,0,35,0,0,0,1621,71.6,1704565800.0,1,3,74477.86222627737,0,0,0,1.0,1.0
737,2024-01-08,61511,20777,3.89,80,42,0,37,0,48,0,1275,67.82,1704652200.0,0,1,62846.89079770595,0,0,0,1.0,1.0
738,2024-01-09,65901,16991,3.77,75,41,0,33,0,0,0,839,74.12,1704738600.0,0,2,66352.26222627738,0,0,0,1.0,1.0
739,2024-01-10,62499,18555,3.45,72,39,0,28,0,25,0,839,74.84,1704825000.0,0,2,63630.662226277374,0,0,0,1.0,1.0
740,2024-01-11,53055,15157,3.33,73,41,0,25,0,26,0,839,75.38,1704911400.0,0,3,56075.46222627737,0,0,0,1.0,1.0
741,2024-01-12,56588,16754,3.26,80,42,0,33,0,30,0,839,75.2,1704997800.0,0,3,58901.86222627737,0,0,0,1.0,1.0
742,2024-01-13,65962,24575,3.78,81,49,57,38,0,0,0,839,77.36,1705084200.0,1,2,66401.06222627738,0,0,0,1.0,1.0
743,2024-01-14,86107,29849,3.13,69,43,0,29,0,0,0,839,77.9,1705170600.0,1,1,71710.26222627738,0,0,0,1.0,1.0
744,2024-01-15,80964,27657,3.89,60,36,0,22,0,0,0,839,76.28,1705257000.0,0,1,63960.26222627737,0,0,0,1.0,1.0
745,2024-01-16,73016,20915,3.46,74,41,0,25,0,0,0,839,76.64,1705343400.0,0,3,72044.26222627738,0,0,0,1.0,1.0
746,2024-01-17,72263,25518,3.65,66,44,0,38,0,40,0,1324,76.28,1705429800.0,0,2,71441.86222627737,0,0,0,1.0,1.0
747,2024-01-18,62649,24384,3.74,74,46,43,46,0,28,67,839,76.28,1705516200.0,0,1,63750.662226277374,0,0,0,1.0,1.0
748,2024-01-19,69874,26034,3.39,80,45,0,43,0,37,0,839,78.25999999999999,1705602600.0,0,1,69530.66222627737,0,0,0,1.0,1.0
749,2024-01-20,76041,28336,3.06,83,49,0,33,0,32,63,839,76.82,1705689000.0,1,1,74464.26222627738,0,0,0,1.0,1.0
750,2024-01-21,77334,23694,4.04,75,51,0,39,0,33,0,839,78.62,1705775400.0,1,1,75498.66222627737,0,0,0,1.0,1.0
751,2024-01-22,67568,22084,4.58,100,50,0,37,0,0,0,839,77.72,1705861800.0,0,1,68156.49102312156,1,0,0,1.0,1.0
752,2024-01-23,63665,18630,3.44,86,55,0,54,0,40,0,839,78.25999999999999,1705948200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
753,2024-01-24,65991,21959,3.57,100,95,0,96,0,89,82,839,78.62,1706034600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
754,2024-01-25,54105,23590,3.44,79,50,0,48,0,27,0,839,79.16,1706121000.0,0,2,56915.46222627737,0,0,0,1.0,1.0
755,2024-01-26,71664,33330,3.37,74,49,0,41,0,39,0,839,76.82,1706207400.0,0,1,70962.66222627737,0,0,0,1.0,1.0
756,2024-01-27,76104,32412,2.92,71,50,0,46,0,39,0,839,77.0,1706293800.0,1,1,68156.49102312156,1,0,0,1.0,1.0
757,2024-01-28,85142,22064,5.04,65,43,0,32,0,46,0,1308,75.02,1706380200.0,1,1,68156.49102312156,1,0,0,1.0,1.0
758,2024-01-29,71082,20912,4.79,64,38,0,33,0,0,0,839,75.74000000000001,1706466600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
759,2024-01-30,61135,19004,3.78,55,35,0,31,0,37,0,839,76.64,1706553000.0,0,1,68156.49102312156,1,0,0,1.0,1.0
760,2024-01-31,64635,19553,4.64,63,37,0,30,0,0,0,839,80.78,1706639400.0,0,1,68156.49102312156,1,0,0,1.0,1.0
761,2024-02-01,57223,18015,3.44,59,38,0,20,0,0,0,1308,80.06,1706725800.0,0,1,68156.49102312156,1,0,0,1.0,1.0
762,2024-02-02,58842,21796,3.11,63,39,0,35,0,42,0,1308,80.06,1706812200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
763,2024-02-03,69232,26536,3.22,73,45,0,47,0,0,0,839,79.88,1706898600.0,1,1,68156.49102312156,1,0,0,1.0,1.0
764,2024-02-04,70679,21717,4.36,69,42,0,30,0,0,0,839,78.98,1706985000.0,1,1,68156.49102312156,1,0,0,1.0,1.0
765,2024-02-05,64512,23491,3.69,59,35,0,22,0,0,0,839,79.34,1707071400.0,0,1,68156.49102312156,1,0,0,1.0,1.0
766,2024-02-06,64345,20788,3.71,67,37,55,28,0,0,0,1169,80.96000000000001,1707157800.0,0,1,68156.49102312156,1,0,0,1.0,1.0
767,2024-02-07,65683,21177,3.59,64,35,0,36,0,0,0,862,83.48,1707244200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
768,2024-02-08,57357,18924,3.52,60,36,0,34,0,0,0,839,84.56,1707330600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
769,2024-02-09,62593,18517,4.31,70,41,0,33,0,43,0,839,80.78,1707417000.0,0,2,63705.86222627737,0,0,0,1.0,1.0
770,2024-02-10,70158,24801,3.51,73,46,0,30,0,0,0,1308,80.06,1707503400.0,1,1,53066.71936913452,0,0,1,1.0,1.0
771,2024-02-11,72256,28021,3.04,68,41,0,40,0,35,0,839,79.34,1707589800.0,1,1,53066.71936913452,0,0,1,1.0,1.0
772,2024-02-12,69314,25165,5.48,63,35,0,33,0,0,0,839,79.16,1707676200.0,0,1,53066.71936913452,0,0,1,1.0,1.0
773,2024-02-13,68363,19609,4.55,62,38,62,19,0,0,0,839,79.34,1707762600.0,0,1,53066.71936913452,0,0,1,1.0,1.0
774,2024-02-14,67275,25293,3.07,61,33,0,28,0,0,0,839,79.34,1707849000.0,0,2,67451.46222627738,0,0,1,1.0,1.0
775,2024-02-15,45825,21380,4.03,59,34,0,25,0,0,0,839,79.88,1707935400.0,0,1,53066.71936913452,0,0,1,1.0,1.0
776,2024-02-16,77483,19276,3.0,65,40,0,27,0,32,0,839,80.06,1708021800.0,0,3,75617.86222627737,0,0,1,1.0,1.0
777,2024-02-17,71021,25965,4.17,80,42,0,20,0,0,0,862,80.96000000000001,1708108200.0,1,1,53066.71936913452,0,0,1,1.0,1.0
778,2024-02-18,70338,22741,3.96,62,44,0,33,0,33,0,839,83.12,1708194600.0,1,1,53066.71936913452,0,0,1,1.0,1.0
779,2024-02-19,64741,24667,3.82,66,44,0,44,0,48,0,839,83.48,1708281000.0,0,1,65424.26222627737,0,0,0,1.0,1.0
780,2024-02-20,62304,20261,3.61,65,42,0,31,0,0,0,839,83.84,1708367400.0,0,1,56299.46222627737,0,0,0,1.0,1.0
781,2024-02-21,69191,22295,3.6,66,45,0,33,0,34,0,839,87.44,1708453800.0,0,2,68984.26222627738,0,0,0,1.0,1.0
782,2024-02-22,57973,21722,3.95,70,44,0,45,0,42,0,839,88.16,1708540200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
783,2024-02-23,62880,21904,3.03,72,49,0,51,0,42,0,1308,87.98,1708626600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
784,2024-02-24,72175,29543,3.74,99,100,0,100,0,100,0,1308,84.38,1708713000.0,1,3,71371.46222627738,0,0,0,1.0,1.0
785,2024-02-25,76577,23656,5.09,71,48,0,35,0,0,0,1169,83.12,1708799400.0,1,1,68156.49102312156,1,0,0,1.0,1.0
786,2024-02-26,70077,24427,3.73,66,42,0,36,0,43,0,839,81.86,1708885800.0,0,1,68156.49102312156,1,0,0,1.0,1.0
787,2024-02-27,63421,19644,4.84,61,40,0,34,0,35,0,839,82.22,1708972200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
788,2024-02-28,66915,20784,3.87,60,35,0,32,0,0,0,839,82.75999999999999,1709058600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
789,2024-02-29,57338,19852,4.67,65,35,0,29,0,0,0,839,84.56,1709145000.0,0,1,68156.49102312156,1,0,0,1.0,1.0
790,2024-03-01,59646,21938,3.86,62,37,0,29,0,0,0,839,84.56,1709231400.0,0,1,67314.54794056309,0,0,0,1.0,1.0
791,2024-03-02,70422,30867,3.6,69,44,0,35,0,40,0,839,86.18,1709317800.0,1,1,67314.54794056309,0,0,0,1.0,1.0
792,2024-03-03,76876,23424,4.2,67,39,0,33,0,32,0,839,86.72,1709404200.0,1,1,67314.54794056309,0,0,0,1.0,1.0
793,2024-03-04,70570,22490,3.76,72,39,0,32,0,0,0,839,86.72,1709490600.0,0,1,67314.54794056309,0,0,0,1.0,1.0
794,2024-03-05,64552,19900,3.91,65,36,0,35,0,36,0,839,87.25999999999999,1709577000.0,0,2,65273.062226277376,0,0,0,1.0,1.0
795,2024-03-06,65887,23532,3.14,62,37,0,28,0,0,0,839,88.88,1709663400.0,0,1,67314.54794056309,0,0,0,1.0,1.0
796,2024-03-07,57880,19772,4.15,55,38,0,35,0,0,0,839,89.06,1709749800.0,0,1,67314.54794056309,0,0,0,1.0,1.0
797,2024-03-08,63831,25367,3.36,65,38,0,26,0,0,0,1324,90.13999999999999,1709836200.0,0,2,64696.26222627737,0,0,0,1.0,1.0
798,2024-03-09,68446,28549,3.24,77,45,0,38,0,33,0,839,89.78,1709922600.0,1,1,67314.54794056309,0,0,0,1.0,1.0
799,2024-03-10,76213,19477,3.88,63,39,0,29,0,0,0,839,87.80000000000001,1710009000.0,1,2,74601.86222627737,0,0,0,1.0,1.0
800,2024-03-11,64802,21695,3.66,60,33,0,28,0,32,0,839,87.44,1710095400.0,0,1,68156.49102312156,1,0,0,1.0,1.0
801,2024-03-12,60110,21445,4.43,70,34,0,28,0,49,0,839,90.86000000000001,1710181800.0,0,1,68156.49102312156,1,0,0,1.0,1.0
802,2024-03-13,67832,25636,3.55,62,37,0,28,0,0,0,839,91.4,1710268200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
803,2024-03-14,48444,23266,4.71,65,36,0,31,0,0,0,1324,93.38,1710354600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
804,2024-03-15,66322,24672,3.39,70,38,0,29,0,0,0,839,89.6,1710441000.0,0,1,68156.49102312156,1,0,0,1.0,1.0
805,2024-03-16,74351,34164,3.04,76,41,100,35,0,0,0,839,88.16,1710527400.0,1,1,68156.49102312156,1,0,0,1.0,1.0
806,2024-03-17,83825,25690,4.57,66,41,0,32,0,0,0,1308,87.44,1710613800.0,1,1,66165.95111516626,0,0,0,1.0,1.0
807,2024-03-18,65051,23107,4.78,70,39,0,36,0,0,0,839,88.52,1710700200.0,0,1,66165.95111516626,0,0,0,1.0,1.0
808,2024-03-19,63251,20989,4.14,69,42,0,29,0,0,0,839,88.34,1710786600.0,0,1,66165.95111516626,0,0,0,1.0,1.0
809,2024-03-20,69072,26239,3.51,68,41,50,34,0,43,0,839,87.80000000000001,1710873000.0,0,2,68401.22222627737,0,0,0,1.0,1.0
810,2024-03-21,60485,23851,3.1,65,42,0,41,0,36,0,1308,83.84,1710959400.0,0,2,68401.22222627737,0,0,0,1.0,1.0
811,2024-03-22,59236,25446,4.38,66,42,0,33,0,0,0,839,87.98,1711045800.0,0,2,68401.22222627737,0,0,0,1.0,1.0
812,2024-03-23,72986,33482,2.79,87,53,0,48,0,43,0,839,89.96000000000001,1711132200.0,1,2,68401.22222627737,0,0,0,1.0,1.0
813,2024-03-24,80532,29438,3.95,73,46,0,38,0,62,0,839,90.86000000000001,1711218600.0,1,2,68401.22222627737,0,0,0,1.0,1.0
814,2024-03-25,78731,25156,3.4,73,77,0,64,100,64,0,1324,89.24000000000001,1711305000.0,0,5,76616.26222627738,0,0,0,1.0,1.0
815,2024-03-26,68563,21956,4.91,68,43,0,36,0,47,0,839,89.6,1711391400.0,0,1,68156.49102312156,1,0,0,1.0,1.0
816,2024-03-27,64097,24453,3.72,69,41,0,33,0,0,0,839,89.42,1711477800.0,0,1,68156.49102312156,1,0,0,1.0,1.0
817,2024-03-28,65992,25698,3.53,72,40,0,28,0,33,0,839,92.48,1711564200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
818,2024-03-29,60958,31245,3.41,78,47,0,35,0,0,0,1324,93.02,1711650600.0,0,1,62397.86222627737,0,0,0,1.0,1.0
819,2024-03-30,79907,34037,4.05,74,47,0,28,0,0,0,839,93.02,1711737000.0,1,1,68156.49102312156,1,0,0,1.0,1.0
820,2024-03-31,81224,24093,4.35,73,43,57,41,0,32,0,839,91.76,1711823400.0,1,1,80572.66222627737,0,0,0,1.0,1.0
821,2024-04-01,62439,22027,3.61,71,35,0,18,0,0,0,839,93.02,1711909800.0,0,1,68156.49102312156,1,0,0,1.0,1.0
822,2024-04-02,56228,18886,4.04,67,32,0,21,0,0,0,839,95.18,1711996200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
823,2024-04-03,61087,22530,3.34,66,33,0,24,0,0,0,839,94.28,1712082600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
824,2024-04-04,62549,26816,3.33,65,29,0,14,0,0,0,839,94.82,1712169000.0,0,1,68156.49102312156,1,0,0,1.0,1.0
825,2024-04-05,59621,28351,3.45,70,34,0,29,0,0,0,839,96.08,1712255400.0,0,1,66103.09858991374,0,0,0,1.0,1.0
826,2024-04-06,75414,30073,3.68,79,38,0,26,0,0,0,839,96.62,1712341800.0,1,2,73962.66222627737,0,0,0,1.0,1.0
827,2024-04-07,73801,23055,3.72,70,35,0,26,0,0,0,839,96.62,1712428200.0,1,1,66103.09858991374,0,0,0,1.0,1.0
828,2024-04-08,61920,17638,3.55,69,29,0,16,0,0,0,839,93.56,1712514600.0,0,2,63167.46222627737,0,0,0,1.0,1.0
829,2024-04-09,55756,17866,2.71,60,30,0,16,0,0,0,839,91.94,1712601000.0,0,2,58236.26222627737,0,0,0,1.0,1.0
830,2024-04-10,65750,24446,3.53,66,35,77,31,0,0,0,1308,91.4,1712687400.0,0,1,66103.09858991374,0,0,0,1.0,1.0
831,2024-04-11,62366,29633,3.01,64,37,0,27,0,31,0,839,91.58000000000001,1712773800.0,0,2,63524.26222627737,0,0,0,1.0,1.0
832,2024-04-12,63163,31287,2.99,67,36,0,24,87,0,0,1308,90.5,1712860200.0,0,2,64161.86222627737,0,0,0,1.0,1.0
833,2024-04-13,82139,39849,3.97,77,38,0,22,0,0,0,839,91.58000000000001,1712946600.0,1,2,79342.66222627737,0,0,0,1.0,1.0
834,2024-04-14,81057,27913,3.8,67,34,90,26,0,0,0,839,91.76,1713033000.0,1,2,78477.06222627738,0,0,0,1.0,1.0
835,2024-04-15,77511,26553,4.28,60,29,0,22,0,0,0,839,93.2,1713119400.0,0,1,71553.46222627738,0,0,0,1.0,1.0
836,2024-04-16,67294,22765,2.94,63,30,0,20,0,0,0,839,94.46000000000001,1713205800.0,0,1,71553.46222627738,0,0,0,1.0,1.0
837,2024-04-17,58690,20744,3.02,59,30,0,22,0,42,0,839,97.34,1713292200.0,0,3,60583.46222627737,0,0,0,1.0,1.0
838,2024-04-18,55537,20486,3.02,66,35,0,28,0,40,0,839,97.16000000000001,1713378600.0,0,3,58061.062226277376,0,0,0,1.0,1.0
839,2024-04-19,60517,27788,3.53,73,33,99,22,0,0,0,839,98.24,1713465000.0,0,2,67058.66222627737,0,0,0,1.0,1.0
840,2024-04-20,73051,34599,2.92,81,40,0,24,0,0,0,839,97.16000000000001,1713551400.0,1,2,67058.66222627737,0,0,0,1.0,1.0
841,2024-04-21,77366,24375,3.38,67,36,0,22,0,0,0,839,97.52,1713637800.0,1,3,75524.26222627738,0,0,0,1.0,1.0
