,Date,Piligrims,Tonsures,Hundi,Tirupati,Tirumala,VIP darshan,tirumala darshan,srinivasam complex,tirumala darshan tickets,tirupati balaji.ap.gov.in,condition,temperature,Timestamp,weekday,festival_count,festival_impact,is_normal,is_Nagulapuram Sri Vedanarayanaswamivari Brahmotsavam,is_Devuni Kadapa Sri Lakshmi Venkateswaraswamivari Brahmotsavams,days_until_next_festival,days_since_last_festival
467,2023-04-13,67687,25090,3.95,54,29,17,17,0,12,0,862,93.92,1681324200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
468,2023-04-14,66310,31980,3.16,56,36,24,24,0,18,0,1169,95.36000000000001,1681410600.0,0,1,66679.46222627738,0,0,0,1.0,1.0
469,2023-04-15,81305,34342,3.71,58,38,0,24,0,0,0,839,94.28,1681497000.0,1,1,78675.46222627738,0,0,0,1.0,1.0
470,2023-04-16,76201,28587,3.98,60,37,26,21,0,14,0,839,94.46000000000001,1681583400.0,1,1,68156.49102312156,1,0,0,1.0,1.0
471,2023-04-17,67828,28621,5.14,55,31,23,17,0,11,0,839,93.74,1681669800.0,0,1,68156.49102312156,1,0,0,1.0,1.0
472,2023-04-18,66476,25338,3.45,53,34,39,21,0,24,0,862,94.28,1681756200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
473,2023-04-19,61050,22996,3.55,61,33,27,16,0,16,16,862,93.74,1681842600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
474,2023-04-20,56680,18947,3.54,59,42,21,28,0,31,43,862,94.82,1681929000.0,0,1,69830.26222627738,0,0,0,1.0,1.0
475,2023-04-21,57354,24398,3.4,62,47,0,31,0,20,33,1324,94.63999999999999,1682015400.0,0,1,68156.49102312156,1,0,0,1.0,1.0
476,2023-04-22,72631,38529,2.85,63,47,13,24,0,14,15,967,88.52,1682101800.0,1,2,71736.26222627738,0,0,0,1.0,1.0
477,2023-04-23,74873,27997,3.34,62,39,42,23,0,17,20,1275,89.6,1682188200.0,1,1,73529.86222627737,0,0,0,1.0,1.0
478,2023-04-24,63870,27480,3.88,56,40,19,32,0,39,48,1275,87.44,1682274600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
479,2023-04-25,62971,25534,3.39,100,100,10,100,0,100,100,1621,84.92,1682361000.0,0,2,64008.26222627737,0,0,0,1.0,1.0
480,2023-04-26,63382,27478,3.25,65,64,14,36,0,28,35,1308,85.28,1682447400.0,0,1,64337.062226277376,0,0,0,1.0,1.0
481,2023-04-27,65910,27838,2.8,62,44,14,23,100,15,20,839,88.34,1682533800.0,0,1,68156.49102312156,1,0,0,1.0,1.0
482,2023-04-28,59071,27651,4.12,60,37,13,24,0,20,11,1308,87.98,1682620200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
483,2023-04-29,75652,37027,3.21,63,42,25,24,0,15,0,962,85.1,1682706600.0,1,1,76925.06222627738,0,0,0,1.0,1.0
484,2023-04-30,82582,43526,3.19,60,38,37,18,0,11,0,1299,85.82,1682793000.0,1,1,76925.06222627738,0,0,0,1.0,1.0
485,2023-05-01,81183,33990,3.58,61,36,15,23,0,21,0,1275,83.12,1682879400.0,0,2,78577.86222627737,0,0,0,1.0,1.0
486,2023-05-02,75789,27684,4.35,51,33,22,19,0,14,0,1621,77.53999999999999,1682965800.0,0,1,71528.26222627738,0,0,0,1.0,1.0
487,2023-05-03,68953,30579,2.92,51,30,7,19,0,11,0,1621,83.48,1683052200.0,0,1,71528.26222627738,0,0,0,1.0,1.0
488,2023-05-04,64707,28676,3.98,52,30,13,15,0,12,0,967,85.1,1683138600.0,0,4,65397.062226277376,0,1,0,1.0,1.0
489,2023-05-05,59849,30097,2.72,58,31,14,12,57,0,0,1275,82.22,1683225000.0,0,4,61510.662226277374,0,1,0,1.0,1.0
490,2023-05-06,76392,36248,2.83,52,36,9,17,0,0,0,1275,83.30000000000001,1683311400.0,1,2,74745.06222627738,0,1,0,1.0,1.0
491,2023-05-07,74876,30695,3.56,53,33,33,17,0,0,0,1308,85.1,1683397800.0,1,1,69535.46222627738,0,1,0,1.0,1.0
492,2023-05-08,65904,29290,3.57,56,35,11,18,0,13,0,1308,87.08000000000001,1683484200.0,0,1,69535.46222627738,0,1,0,1.0,1.0
493,2023-05-09,65237,22926,3.5,51,39,20,15,58,0,0,1621,89.42,1683570600.0,0,1,69535.46222627738,0,1,0,1.0,1.0
494,2023-05-10,61510,29399,3.59,53,32,0,15,0,0,0,839,91.03999999999999,1683657000.0,0,1,69535.46222627738,0,1,0,1.0,1.0
495,2023-05-11,67853,33381,3.19,53,30,12,17,0,11,0,1308,90.68,1683743400.0,0,1,69535.46222627738,0,1,0,1.0,1.0
496,2023-05-12,71763,35399,3.19,60,31,33,20,0,13,0,839,94.1,1683829800.0,0,1,69535.46222627738,0,1,0,1.0,1.0
497,2023-05-13,87007,43022,3.08,58,37,31,18,0,9,0,839,93.38,1683916200.0,1,1,76729.59555961071,0,0,0,1.0,1.0
498,2023-05-14,87022,36187,3.4,57,33,38,19,0,15,0,839,95.0,1684002600.0,1,2,83249.06222627738,0,0,0,1.0,1.0
499,2023-05-15,70366,38653,4.32,60,33,12,16,0,0,0,839,95.0,1684089000.0,0,1,76729.59555961071,0,0,0,1.0,1.0
500,2023-05-16,77436,38980,3.77,60,33,35,25,0,16,0,839,94.46000000000001,1684175400.0,0,2,75580.26222627738,0,0,0,1.0,1.0
501,2023-05-17,79207,41427,3.19,56,34,9,23,0,17,0,839,97.34,1684261800.0,0,1,76729.59555961071,0,0,0,1.0,1.0
502,2023-05-18,66820,36905,3.29,59,37,17,25,0,15,11,1308,94.82,1684348200.0,0,1,76729.59555961071,0,0,0,1.0,1.0
503,2023-05-19,81833,33860,3.31,57,36,12,23,0,18,11,839,95.72,1684434600.0,0,2,79097.86222627737,0,0,0,1.0,1.0
504,2023-05-20,85297,37392,3.71,63,41,26,19,0,0,16,1621,94.82,1684521000.0,1,1,76729.59555961071,0,0,0,1.0,1.0
505,2023-05-21,84539,39812,3.72,54,36,0,21,0,17,19,962,87.80000000000001,1684607400.0,1,1,76729.59555961071,0,0,0,1.0,1.0
506,2023-05-22,78349,39634,4.56,59,44,0,22,0,19,17,1275,88.88,1684693800.0,0,1,68156.49102312156,1,0,0,1.0,1.0
507,2023-05-23,75875,35439,4.09,60,44,17,34,0,25,16,839,93.02,1684780200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
508,2023-05-24,74995,38663,3.6,79,67,11,55,0,44,51,962,94.82,1684866600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
509,2023-05-25,74583,40343,3.37,68,50,15,27,64,18,0,1275,92.84,1684953000.0,0,1,68156.49102312156,1,0,0,1.0,1.0
510,2023-05-26,79486,40250,3.72,69,57,0,30,0,11,20,839,93.2,1685039400.0,0,1,77239.23365484881,0,0,0,1.0,1.0
511,2023-05-27,88604,51251,3.53,69,47,29,27,0,16,12,1308,92.30000000000001,1685125800.0,1,1,77239.23365484881,0,0,0,1.0,1.0
512,2023-05-28,78818,39076,3.66,62,34,36,22,0,18,0,1275,94.28,1685212200.0,1,1,77239.23365484881,0,0,0,1.0,1.0
513,2023-05-29,78126,37597,3.74,59,35,32,19,0,11,0,1308,91.76,1685298600.0,0,1,77239.23365484881,0,0,0,1.0,1.0
514,2023-05-30,75871,32859,3.27,62,32,41,20,0,15,0,1621,89.78,1685385000.0,0,2,74328.26222627738,0,0,0,1.0,1.0
515,2023-05-31,80284,34096,3.71,57,33,8,18,0,0,0,1621,91.03999999999999,1685471400.0,0,4,70707.86222627737,0,0,0,1.0,1.0
516,2023-06-01,62407,33895,4.56,58,34,14,15,61,13,0,1308,93.2,1685557800.0,0,4,70707.86222627737,0,0,0,1.0,1.0
517,2023-06-02,76963,37422,2.97,61,34,40,21,0,13,0,1308,93.38,1685644200.0,0,5,78563.06222627738,0,0,0,1.0,1.0
518,2023-06-03,85366,48183,4.0,74,37,28,21,0,0,0,962,94.46000000000001,1685730600.0,1,5,78563.06222627738,0,0,0,1.0,1.0
519,2023-06-04,87434,39957,4.14,60,38,20,23,0,13,0,1308,89.96000000000001,1685817000.0,1,5,83578.66222627737,0,0,0,1.0,1.0
520,2023-06-05,79974,37052,3.77,59,33,15,21,0,13,0,1621,91.76,1685903400.0,0,2,74310.06222627738,0,0,0,1.0,1.0
521,2023-06-06,78030,35860,3.93,62,33,16,19,0,0,0,839,93.38,1685989800.0,0,2,74310.06222627738,0,0,0,1.0,1.0
522,2023-06-07,75229,35618,3.24,54,32,31,22,0,15,0,1621,91.58000000000001,1686076200.0,0,2,74310.06222627738,0,0,0,1.0,1.0
523,2023-06-08,70160,38076,3.67,61,33,36,20,0,12,0,839,93.92,1686162600.0,0,2,74310.06222627738,0,0,0,1.0,1.0
524,2023-06-09,74502,38052,3.73,67,36,12,20,0,19,0,1275,94.1,1686249000.0,0,1,68156.49102312156,1,0,0,1.0,1.0
525,2023-06-10,88626,51379,3.29,68,40,16,18,0,0,0,1275,93.2,1686335400.0,1,1,68156.49102312156,1,0,0,1.0,1.0
526,2023-06-11,92238,40400,4.02,61,34,38,18,0,14,0,962,91.22,1686421800.0,1,1,68156.49102312156,1,0,0,1.0,1.0
527,2023-06-12,79087,35640,4.41,61,34,18,21,0,11,0,962,91.94,1686508200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
528,2023-06-13,75227,33706,3.85,57,33,38,18,0,0,0,962,92.30000000000001,1686594600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
529,2023-06-14,78487,38213,3.76,57,31,19,16,0,11,0,839,92.12,1686681000.0,0,1,68156.49102312156,1,0,0,1.0,1.0
530,2023-06-15,70896,37546,4.07,62,34,26,18,0,14,12,839,92.48,1686767400.0,0,1,68156.49102312156,1,0,0,1.0,1.0
531,2023-06-16,72299,36378,3.92,67,39,18,17,0,16,0,839,93.02,1686853800.0,0,1,68156.49102312156,1,0,0,1.0,1.0
532,2023-06-17,87762,43753,3.61,74,40,0,15,0,0,0,962,92.48,1686940200.0,1,1,83841.06222627738,0,0,0,1.0,1.0
533,2023-06-18,86181,30654,4.59,70,39,37,24,0,11,0,1621,85.82,1687026600.0,1,1,69830.26222627738,0,0,0,1.0,1.0
534,2023-06-19,69879,29519,3.82,65,41,21,29,64,20,27,1275,84.92,1687113000.0,0,1,68156.49102312156,1,0,0,1.0,1.0
535,2023-06-20,71935,31831,4.11,59,36,19,25,0,19,0,1275,87.44,1687199400.0,0,1,71179.46222627738,0,0,0,1.0,1.0
536,2023-06-21,77120,34463,3.39,57,37,37,24,0,13,14,1621,86.72,1687285800.0,0,1,68156.49102312156,1,0,0,1.0,1.0
537,2023-06-22,67294,33529,4.09,65,44,39,25,0,0,17,962,84.56,1687372200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
538,2023-06-23,72304,32504,3.8,70,50,16,32,0,26,14,1308,86.36,1687458600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
539,2023-06-24,83889,40495,3.1,86,69,28,50,0,42,30,1275,85.1,1687545000.0,1,1,78818.66222627737,0,0,0,1.0,1.0
540,2023-06-25,87407,31713,4.47,65,43,11,26,0,18,0,1621,85.46000000000001,1687631400.0,1,1,78818.66222627737,0,0,0,1.0,1.0
541,2023-06-26,73156,28175,4.29,70,65,58,31,97,28,36,1299,85.64,1687717800.0,0,1,78818.66222627737,0,0,0,1.0,1.0
542,2023-06-27,69143,26145,4.38,59,37,34,19,0,19,0,1308,86.53999999999999,1687804200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
543,2023-06-28,71615,30219,3.68,63,37,0,26,0,17,0,962,87.25999999999999,1687890600.0,0,1,70923.46222627738,0,0,0,1.0,1.0
544,2023-06-29,62005,34127,3.75,65,38,65,27,0,15,0,1621,88.52,1687977000.0,0,1,63235.46222627737,0,0,0,1.0,1.0
545,2023-06-30,73572,29448,3.73,61,39,16,22,0,14,0,839,88.88,1688063400.0,0,1,68156.49102312156,1,0,0,1.0,1.0
546,2023-07-01,82999,38875,4.27,80,51,34,38,0,38,0,1275,86.53999999999999,1688149800.0,1,1,68156.49102312156,1,0,0,1.0,1.0
547,2023-07-02,87967,32083,4.2,73,49,25,40,0,28,0,1621,85.1,1688236200.0,1,1,68156.49102312156,1,0,0,1.0,0.0
548,2023-07-02,66077,29193,4.3,68,43,26,34,0,27,0,1308,84.74000000000001,1688236200.0,0,1,66493.06222627738,0,0,0,0.0,2.0
549,2023-07-04,76254,28091,4.9,65,43,0,29,0,15,0,1275,82.75999999999999,1688409000.0,0,1,68156.49102312156,1,0,0,2.0,1.0
550,2023-07-05,77299,30479,3.93,62,42,24,29,0,20,0,1308,81.14,1688495400.0,0,1,75470.66222627737,0,0,0,1.0,1.0
551,2023-07-06,66977,33020,4.39,63,42,27,27,0,17,0,1621,78.98,1688581800.0,0,1,68156.49102312156,1,0,0,1.0,1.0
552,2023-07-07,69483,32459,3.58,69,44,28,34,0,0,0,1275,87.25999999999999,1688668200.0,0,1,74032.9733373885,0,0,0,1.0,1.0
553,2023-07-08,86781,44920,3.47,78,52,0,36,0,24,0,1621,84.74000000000001,1688754600.0,1,1,74032.9733373885,0,0,0,1.0,1.0
554,2023-07-09,88836,35231,4.69,75,45,18,31,0,0,0,1621,84.92,1688841000.0,1,1,74032.9733373885,0,0,0,1.0,1.0
555,2023-07-10,64347,28358,5.11,65,47,18,35,0,23,0,967,78.08000000000001,1688927400.0,0,1,68156.49102312156,1,0,0,1.0,1.0
556,2023-07-11,67271,28652,4.09,67,43,30,33,0,20,0,1308,81.14,1689013800.0,0,1,68156.49102312156,1,0,0,1.0,1.0
557,2023-07-12,72664,32336,3.49,61,40,25,38,100,18,0,962,84.92,1689100200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
558,2023-07-13,67300,32802,3.83,67,43,12,33,0,23,0,1308,85.46000000000001,1689186600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
559,2023-07-14,71472,31980,3.77,73,44,35,36,0,21,0,1299,85.82,1689273000.0,0,1,68156.49102312156,1,0,0,1.0,1.0
560,2023-07-15,87171,38273,3.68,75,47,37,36,0,0,0,1308,86.72,1689359400.0,1,1,68156.49102312156,1,0,0,1.0,1.0
561,2023-07-16,86170,31128,4.13,71,47,17,30,0,0,0,839,85.64,1689445800.0,1,1,68156.49102312156,1,0,0,1.0,1.0
562,2023-07-17,71894,25208,5.4,58,40,17,31,0,35,0,1308,87.80000000000001,1689532200.0,0,2,71146.66222627737,0,0,0,1.0,1.0
563,2023-07-18,64003,24659,3.06,65,48,9,38,0,51,41,1308,86.9,1689618600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
564,2023-07-19,74024,32688,3.96,64,48,26,38,0,24,24,1308,81.68,1689705000.0,0,1,68156.49102312156,1,0,0,1.0,1.0
565,2023-07-20,63628,33548,4.26,67,47,23,36,0,24,35,1621,82.75999999999999,1689791400.0,0,1,68156.49102312156,1,0,0,1.0,1.0
566,2023-07-21,71721,32078,3.88,73,62,22,48,0,34,51,1299,85.1,1689877800.0,0,1,68156.49102312156,1,0,0,1.0,1.0
567,2023-07-22,84430,38662,3.45,79,53,37,41,0,37,0,1621,81.5,1689964200.0,1,1,68156.49102312156,1,0,0,1.0,1.0
568,2023-07-23,87792,29656,4.2,76,49,24,41,0,32,0,962,82.22,1690050600.0,1,1,68156.49102312156,1,0,0,1.0,1.0
569,2023-07-24,73796,28840,5.0,76,59,50,54,0,44,47,962,76.82,1690137000.0,0,1,68156.49102312156,1,0,0,1.0,1.0
570,2023-07-25,73137,27490,4.06,100,100,51,100,0,100,100,962,70.7,1690223400.0,0,1,68156.49102312156,1,0,0,1.0,1.0
571,2023-07-26,74268,26817,4.32,72,67,39,44,70,41,45,962,74.30000000000001,1690309800.0,0,1,68156.49102312156,1,0,0,1.0,1.0
572,2023-07-27,63932,25862,4.13,67,45,11,32,0,21,0,1621,81.86,1690396200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
573,2023-07-28,69378,28371,3.76,72,47,49,28,0,17,0,1308,83.66,1690482600.0,0,1,69133.86222627737,0,0,0,1.0,0.0
574,2023-07-28,78115,38243,4.19,71,51,36,32,0,19,0,839,84.2,1690482600.0,1,1,68156.49102312156,1,0,0,0.0,2.0
575,2023-07-30,85258,25451,4.28,67,45,0,30,0,22,0,1308,84.02,1690655400.0,1,2,81837.86222627739,0,0,0,2.0,1.0
576,2023-07-31,68601,23396,5.21,67,43,27,31,0,18,0,1621,84.74000000000001,1690741800.0,0,1,68156.49102312156,1,0,0,1.0,1.0
577,2023-08-01,67728,21084,4.24,61,40,22,33,0,27,0,1308,84.92,1690828200.0,0,1,62914.96222627737,0,0,0,1.0,1.0
578,2023-08-02,69365,26006,3.05,65,43,24,26,0,20,0,839,85.82,1690914600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
579,2023-08-03,59898,26936,4.44,68,37,0,33,0,30,34,1308,87.08000000000001,1691001000.0,0,1,68156.49102312156,1,0,0,1.0,1.0
580,2023-08-04,69270,28755,3.74,75,43,27,22,0,0,0,1299,86.53999999999999,1691087400.0,0,1,68156.49102312156,1,0,0,1.0,1.0
581,2023-08-05,81472,34820,3.9,74,46,16,26,0,0,0,1308,87.44,1691173800.0,1,1,68156.49102312156,1,0,0,1.0,1.0
582,2023-08-06,83856,28403,4.09,69,45,31,25,0,24,0,1308,89.24000000000001,1691260200.0,1,1,68156.49102312156,1,0,0,1.0,1.0
583,2023-08-07,69733,28614,4.37,64,40,32,33,0,39,0,1308,88.7,1691346600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
584,2023-08-08,73879,26144,4.05,67,39,26,24,0,24,0,1308,88.16,1691433000.0,0,1,68156.49102312156,1,0,0,1.0,1.0
585,2023-08-09,75594,26213,4.69,65,42,35,36,0,41,0,1308,88.52,1691519400.0,0,1,74106.66222627737,0,0,0,1.0,1.0
586,2023-08-10,57443,28198,3.9,65,41,12,33,0,28,0,1621,88.52,1691605800.0,0,1,68156.49102312156,1,0,0,1.0,1.0
587,2023-08-11,72158,30735,4.08,70,47,28,36,0,20,0,1275,85.64,1691692200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
588,2023-08-12,82265,41300,3.82,77,73,15,44,0,33,0,1308,88.88,1691778600.0,1,1,68156.49102312156,1,0,0,1.0,1.0
589,2023-08-13,84401,37738,3.76,73,70,43,36,78,26,0,1308,86.9,1691865000.0,1,1,68156.49102312156,1,0,0,1.0,1.0
590,2023-08-14,74617,32752,5.67,72,66,34,31,0,24,0,1308,87.98,1691951400.0,0,1,68156.49102312156,1,0,0,1.0,1.0
591,2023-08-15,78726,26436,3.94,62,49,100,27,0,38,0,1308,87.25999999999999,1692037800.0,0,1,76612.26222627738,0,0,0,1.0,1.0
592,2023-08-16,75776,22700,4.14,65,49,10,30,0,19,29,1308,87.62,1692124200.0,0,1,69830.26222627738,0,0,0,1.0,1.0
593,2023-08-17,64695,24473,4.6,68,49,27,33,0,22,0,1308,88.88,1692210600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
594,2023-08-18,61904,31205,3.42,67,49,17,31,0,16,0,839,86.0,1692297000.0,0,1,68156.49102312156,1,0,0,1.0,1.0
595,2023-08-19,79242,36039,4.76,76,58,26,34,0,0,40,1308,89.06,1692383400.0,1,1,68156.49102312156,1,0,0,1.0,1.0
596,2023-08-20,79444,28744,4.21,67,50,28,31,0,28,29,1308,89.78,1692469800.0,1,1,70812.52889294404,0,0,0,1.0,1.0
597,2023-08-21,69909,29327,4.37,65,49,18,34,0,25,47,1308,89.96000000000001,1692556200.0,0,2,69558.66222627737,0,0,0,1.0,1.0
598,2023-08-22,72695,27060,4.44,69,56,45,41,0,40,34,1308,88.16,1692642600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
599,2023-08-23,71122,29121,3.76,65,48,0,47,0,26,39,1308,89.06,1692729000.0,0,1,68156.49102312156,1,0,0,1.0,1.0
600,2023-08-24,67308,26674,3.82,80,70,0,57,0,31,69,1308,89.6,1692815400.0,0,1,68156.49102312156,1,0,0,1.0,1.0
601,2023-08-25,69529,29227,3.85,68,61,33,41,0,30,32,839,91.22,1692901800.0,0,2,69254.66222627737,0,0,0,1.0,1.0
602,2023-08-26,71073,37215,3.67,76,53,23,31,0,30,0,962,89.24000000000001,1692988200.0,1,1,71922.54794056309,0,0,0,1.0,1.0
603,2023-08-27,79152,30329,4.02,69,46,12,22,0,0,0,962,87.98,1693074600.0,1,1,71922.54794056309,0,0,0,1.0,1.0
604,2023-08-28,68263,28355,3.65,63,42,28,24,0,0,0,839,89.42,1693161000.0,0,1,71922.54794056309,0,0,0,1.0,1.0
605,2023-08-29,64214,25777,4.05,61,36,25,24,0,0,0,1621,87.98,1693247400.0,0,2,65002.662226277374,0,0,0,1.0,1.0
606,2023-08-30,71132,26963,4.06,55,38,56,21,0,0,0,967,86.0,1693333800.0,0,3,70537.06222627738,0,0,0,1.0,1.0
607,2023-08-31,59808,25618,3.6,55,37,21,26,0,19,0,962,87.44,1693420200.0,0,3,61477.86222627737,0,0,0,1.0,1.0
608,2023-09-01,67193,28750,3.62,64,41,20,22,0,0,0,967,87.62,1693506600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
609,2023-09-02,81655,38882,3.84,66,46,25,28,0,23,0,967,87.98,1693593000.0,1,1,68156.49102312156,1,0,0,1.0,1.0
610,2023-09-03,81459,32899,4.05,63,40,47,25,0,19,0,962,81.86,1693679400.0,1,1,68156.49102312156,1,0,0,1.0,1.0
611,2023-09-04,76555,33488,4.75,64,38,58,27,0,17,0,962,77.0,1693765800.0,0,1,68156.49102312156,1,0,0,1.0,1.0
612,2023-09-05,71946,30294,4.51,59,45,35,25,0,30,0,1621,76.82,1693852200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
613,2023-09-06,75804,32198,4.39,61,39,42,29,0,26,0,839,82.75999999999999,1693938600.0,0,1,74717.06222627738,0,0,0,1.0,0.0
614,2023-09-06,58855,29014,4.65,64,41,61,32,0,18,0,1308,84.38,1693938600.0,0,1,68156.49102312156,1,0,0,0.0,2.0
615,2023-09-08,68021,31047,3.63,65,40,27,23,0,17,23,1308,86.0,1694111400.0,0,1,68156.49102312156,1,0,0,2.0,1.0
616,2023-09-09,78557,42083,3.48,70,48,16,41,0,0,0,1621,88.16,1694197800.0,1,1,68156.49102312156,1,0,0,1.0,1.0
617,2023-09-10,84449,33570,4.47,64,46,46,29,0,20,0,1308,84.2,1694284200.0,1,1,68156.49102312156,1,0,0,1.0,1.0
618,2023-09-11,66199,29351,4.17,57,36,56,19,0,0,0,839,83.12,1694370600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
619,2023-09-12,70055,27724,5.32,58,35,50,29,0,15,0,1299,81.5,1694457000.0,0,1,68156.49102312156,1,0,0,1.0,1.0
620,2023-09-13,75059,27411,3.13,58,34,9,26,0,19,0,1299,86.9,1694543400.0,0,1,68156.49102312156,1,0,0,1.0,1.0
621,2023-09-14,61926,21237,4.32,73,35,14,27,0,21,0,1308,87.25999999999999,1694629800.0,0,1,63172.26222627737,0,0,0,1.0,1.0
622,2023-09-15,62357,23570,3.37,60,42,14,22,0,21,0,962,86.9,1694716200.0,0,1,69830.26222627738,0,0,0,1.0,1.0
623,2023-09-16,66590,31052,3.37,67,47,16,27,0,0,0,967,87.62,1694802600.0,1,1,68156.49102312156,1,0,0,1.0,1.0
624,2023-09-17,77441,29816,3.85,59,39,61,21,0,0,0,1275,86.0,1694889000.0,1,2,75584.26222627738,0,0,0,1.0,1.0
625,2023-09-18,62745,24451,3.1,52,34,18,20,0,0,33,1275,86.36,1694975400.0,0,1,63827.46222627737,0,0,0,1.0,1.0
626,2023-09-19,67267,20629,2.58,57,41,14,26,0,20,0,1299,84.56,1695061800.0,0,2,67445.06222627738,0,0,0,1.0,1.0
627,2023-09-20,64277,24340,2.89,63,41,29,31,0,24,30,1308,84.2,1695148200.0,0,1,68728.74222627738,0,0,0,1.0,1.0
628,2023-09-21,66462,29241,2.77,68,48,13,41,0,33,0,1308,84.2,1695234600.0,0,1,68728.74222627738,0,0,0,1.0,1.0
629,2023-09-22,72650,27410,3.33,58,47,30,35,0,29,0,1275,84.02,1695321000.0,0,2,71751.46222627738,0,0,0,1.0,1.0
630,2023-09-23,74884,32213,2.7,69,60,0,41,0,24,24,967,85.64,1695407400.0,1,1,68728.74222627738,0,0,0,1.0,1.0
631,2023-09-24,66598,25103,3.88,60,45,40,28,0,24,0,1275,83.48,1695493800.0,1,1,68728.74222627738,0,0,0,1.0,1.0
632,2023-09-25,72137,23735,3.37,81,74,16,71,0,53,55,1275,83.48,1695580200.0,0,1,68728.74222627738,0,0,0,1.0,0.0
633,2023-09-25,55747,21774,4.11,67,60,22,38,78,23,40,967,83.48,1695580200.0,0,3,58229.062226277376,0,0,0,0.0,2.0
634,2023-09-27,66336,25857,2.24,55,39,23,29,0,37,24,962,82.94,1695753000.0,0,1,62013.86222627737,0,0,0,2.0,1.0
635,2023-09-28,54620,24234,2.98,63,41,0,27,0,21,0,1275,82.22,1695839400.0,0,1,62013.86222627737,0,0,0,1.0,1.0
636,2023-09-29,66233,36486,4.71,67,45,25,28,0,24,0,967,83.12,1695925800.0,0,2,66617.86222627737,0,0,0,1.0,1.0
637,2023-09-30,87081,41575,4.05,69,57,12,41,0,27,0,1275,81.86,1696012200.0,1,1,83296.26222627738,0,0,0,1.0,1.0
638,2023-10-01,88623,43934,4.67,67,45,14,44,0,51,0,1308,83.84,1696098600.0,1,1,68156.49102312156,1,0,0,1.0,1.0
639,2023-10-02,80551,32028,4.27,60,36,11,40,0,30,0,839,85.1,1696185000.0,0,1,78072.26222627738,0,0,0,1.0,1.0
640,2023-10-03,79365,25952,4.77,55,33,22,30,0,0,0,839,83.48,1696271400.0,0,1,68156.49102312156,1,0,0,1.0,1.0
641,2023-10-04,76526,32238,3.54,59,31,17,32,0,23,0,1621,82.58000000000001,1696357800.0,0,1,68156.49102312156,1,0,0,1.0,1.0
642,2023-10-05,68558,29508,4.13,57,31,37,31,0,29,0,1308,84.02,1696444200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
643,2023-10-06,72104,25044,3.8,54,30,28,29,0,42,0,839,86.9,1696530600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
644,2023-10-07,72309,26296,4.5,59,37,37,32,0,30,0,839,87.44,1696617000.0,1,1,68156.49102312156,1,0,0,1.0,1.0
645,2023-10-08,70515,27230,4.23,54,32,33,31,0,22,0,1308,83.66,1696703400.0,1,1,68156.49102312156,1,0,0,1.0,1.0
646,2023-10-09,68828,28768,3.53,56,32,49,29,0,23,0,967,84.56,1696789800.0,0,1,68156.49102312156,1,0,0,1.0,1.0
647,2023-10-10,71361,24579,3.69,55,30,24,33,0,23,0,1275,84.74000000000001,1696876200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
648,2023-10-11,72230,27388,3.74,52,31,19,23,0,0,0,1308,82.75999999999999,1696962600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
649,2023-10-12,65937,24101,4.28,59,32,43,27,0,0,0,839,83.48,1697049000.0,0,1,68156.49102312156,1,0,0,1.0,1.0
650,2023-10-13,59304,22391,4.08,59,35,20,31,0,20,0,1308,81.32,1697135400.0,0,1,68156.49102312156,1,0,0,1.0,1.0
651,2023-10-14,67785,21284,2.78,58,36,0,29,0,18,0,962,79.88,1697221800.0,1,1,67859.46222627738,0,0,0,1.0,1.0
652,2023-10-15,60659,21304,2.72,57,37,11,31,0,21,0,1621,80.42,1697308200.0,1,2,68163.62222627738,0,0,0,1.0,1.0
653,2023-10-16,73859,30634,3.31,50,32,31,23,0,0,0,1308,80.06,1697394600.0,0,2,68163.62222627738,0,0,0,1.0,1.0
